Payment Date,Date Impacted,Details, Card Amount,Clasification,Payment Plan,Card,Bank
19-sept,18-sept,Liq. N° 00052145 - Lote N° 0166 3 Ventas en 3 pagos - Plan Cuotas,"  339.840,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052145 - Lote N° 0167 2 Ventas en 3 pagos - Plan Cuotas,"  35.640,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052145 - Lote N° 0168 1 Venta en 3 pagos - Plan Cuotas,"  43.125,00 ",Débito,Plan 3 cuotas,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052147 - Lote N° 0166 7 Ventas Tj.Débito,"  151.500,00 ",Débito,No Aplica,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052147 - Lote N° 0167 2 Ventas Tj.Débito,"  11.500,00 ",Débito,No Aplica,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052147 - Lote N° 0168 3 Ventas Tj.Débito,"  112.200,00 ",Débito,No Aplica,VISA,GALICIA
19-sept,18-sept,Liq. N° 00052148 - Lote N° 0166 1 Venta en 1 pago,"  2.400,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
19-sept,18-sept,Arancel,"  9.779,69 ",Arancel,No Aplica,VISA,GALICIA
19-sept,18-sept,Serv.Costos Financieros,"  87.371,86 ",Costos Financieros,No Aplica,VISA,GALICIA
19-sept,18-sept,Deduc.Impositivas,"  37.674,67 ",Impuesto,No Aplica,VISA,GALICIA
19-sept,18-sept,Serv.Cobro Anticipado,"  223,58 ",Cobro Anticipado,No Aplica,VISA,GALICIA
20-sept,18-sept,Liq. N° 00037998 - Lote N° 0167 1 Venta en 3 pagos - Plan Cuotas,"  26.400,00 ",crédito,Plan 3 cuotas,VISA,GALICIA
20-sept,19-sept,Liq. N° 00037999 - Lote N° 0169 3 Ventas en 3 pagos - Plan Cuotas,"  77.250,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
20-sept,19-sept,Liq. N° 00038001 - Lote N° 0169 1 Venta Tj. Débito,"  15.000,00 ",Débito,No Aplica,VISA,GALICIA
20-sept,19-sept,Liq. N° 00038001 - Lote N° 0170 1 Venta Tj. Débito,"  18.500,00 ",Débito,No Aplica,VISA,GALICIA
20-sept,19-sept,Liq. N° 00038002 - Lote N° 0169,"  4.500,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
20-sept,19-sept,Liq. N° 00038002 - Lote N° 0170 1 Venta en 1 pago,"  3.000,00 ",Débito,Plan 1 cuota,VISA,GALICIA
20-sept,18-sept,Arancel,"  2.268,70 ",Arancel,No Aplica,VISA,GALICIA
20-sept,18-sept,Serv.Costos Financieros,"  21.480,77 ",Costos Financieros,No Aplica,VISA,GALICIA
20-sept,18-sept,Deduc.Impositivas,"  8.851,96 ",Impuesto,No Aplica,VISA,GALICIA
20-sept,18-sept,Serv.Cobro Anticipado,"  410,33 ",Cobro Anticipado,No Aplica,VISA,GALICIA
21-sept,20-sept,Liq. N° 00039171 - Lote N° 0171 3 Ventas en 3 pagos - Plan Cuotas,"  72.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
21-sept,20-sept,Liq. N° 00039171 - Lote N° 0172 2 Ventas en 3 pagos - Plan Cuotas,"  73.200,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
21-sept,20-sept,Liq. N° 00039173 - Lote N° 0171 2 Ventas Tj.Débito,"  21.000,00 ",Débito,No Aplica,VISA,GALICIA
21-sept,20-sept,Liq. N° 00039173 - Lote N° 0172 2 Ventas Tj.Débito,"  35.500,00 ",Débito,No Aplica,VISA,GALICIA
21-sept,20-sept,Arancel,"  3.065,60 ",Arancel,No Aplica,VISA,GALICIA
21-sept,20-sept,Serv.Costos Financieros,"  30.267,06 ",Costos Financieros,No Aplica,VISA,GALICIA
21-sept,20-sept,Deduc.Impositivas,"  11.575,62 ",Impuesto,No Aplica,VISA,GALICIA
21-sept,20-sept,Serv.Cobro Anticipado,"  771,27 ",Cobro Anticipado,No Aplica,VISA,GALICIA
22-sept,20-sept,Liq. N° 00037534 - Lote N° 0171  1 Venta en 3 pagos - Plan Cuotas,"  156.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
22-sept,21-sept,Liq. N° 00037535 - Lote N° 0173 1 Venta en 3 pagos - Plan Cuotas,"  9.085,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
22-sept,21-sept,Liq. N° 00037535 - Lote N° 0174 2 Ventas en 3 pagos - Plan Cuotas,"  48.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
22-sept,21-sept,Liq. N° 00037537 - Lote N° 0173 3 Ventas Tj.Débito,"  49.800,00 ",Débito,No Aplica,VISA,GALICIA
22-sept,21-sept,Liq. N° 00037537 - Lote N° 0174 3 Ventas Tj.Débito,"  24.500,00 ",Débito,No Aplica,VISA,GALICIA
22-sept,21-sept,Arancel,"  4.400,73 ",Arancel,No Aplica,VISA,GALICIA
22-sept,21-sept,Serv.Costos Financieros,"  41.353,74 ",Costos Financieros,No Aplica,VISA,GALICIA
22-sept,21-sept,Deduc.Impositivas,"  19.685,93 ",Impuesto,No Aplica,VISA,GALICIA
22-sept,21-sept,Serv.Cobro Anticipado,"  308,86 ",Cobro Anticipado,No Aplica,VISA,GALICIA
25-sept,22-sept,Liq. N° 00039727 - Lote N° 0175 2 Ventas en 3 pagos - Plan Cuotas,"  90.125,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
25-sept,22-sept,Liq. N° 00039727 - Lote N° 0176 3 Ventas en 3 pagos - Plan Cuotas,"  99.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
25-sept,22-sept,Liq. N° 00039729 - Lote N° 0175  4 Ventas Tj.Débito,"  72.700,00 ",Débito,No Aplica,VISA,GALICIA
25-sept,22-sept,Liq. N° 00039730 - Lote N° 0175 1 Venta en 1 pago,"  120.000,00 ",Débito,No Aplica,VISA,GALICIA
25-sept,22-sept,Arancel,"  6.145,85 ",Arancel,No Aplica,VISA,GALICIA
25-sept,22-sept,Serv.Costos Financieros,"  52.007,40 ",Costos Financieros,No Aplica,VISA,GALICIA
25-sept,22-sept,Deduc.Impositivas,"  22.925,70 ",Impuesto,No Aplica,VISA,GALICIA
25-sept,22-sept,Serv.Cobro Anticipado,"  1.012,66 ",Cobro Anticipado,No Aplica,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051940 - Lote N° 0177 5 Ventas en 3 pagos - Plan Cuota,"  175.175,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051940 - Lote N° 0178 3 Ventas en 3 pagos - Plan Cuotas,"  156.800,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051940 - Lote N° 0179 2 Ventas en 3 pagos - Plan Cuotas,"  46.800,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051940 - Lote N° 0180 2 Ventas en 3 pagos - Plan Cuotas,"  40.800,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051942 - Lote N° 0177 5 Ventas Tj.Débito,"  54.500,00 ",Débito,No Aplica,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051942 - Lote N° 0178 2 Ventas Tj.Débito,"  63.000,00 ",Débito,No Aplica,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051942 - Lote N° 0179 2 Ventas Tj.Débito,"  13.000,00 ",Débito,No Aplica,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051942 - Lote N° 0180 2 Ventas Tj.Débito,"  44.000,00 ",Débito,No Aplica,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051943 - Lote N° 0177 1 Venta en 1 pago,"  4.500,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051943 - Lote N° 0178 1 Venta en 1 pago,"  4.300,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051943 - Lote N° 0179 1 Venta en 1 pago,"  76.700,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
26-sept,25-sept,Liq. N° 00051943 - Lote N° 0180 1 Venta en 1 pago,"  19.000,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
26-sept,25-sept,Arancel,"  10.829,35 ",Arancel,No Aplica,VISA,GALICIA
26-sept,25-sept,Serv.Costos Financieros,"  97.907,03 ",Costos Financieros,No Aplica,VISA,GALICIA
26-sept,25-sept,Deduc.Impositivas,"  40.436,14 ",Impuesto,No Aplica,VISA,GALICIA
26-sept,25-sept,Serv.Cobro Anticipado,"  2.226,36 ",Cobro Anticipado,No Aplica,VISA,GALICIA
28-sept,27-sept,Liq. N° 00038772 - Lote N° 0184  3 Ventas en 3 pagos - Plan Cuotas,"  47.400,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
28-sept,27-sept,Liq. N° 00038774 - Lote N° 0183 2 Ventas Tj.Débito,"  38.700,00 ",Débito,No Aplica,VISA,GALICIA
28-sept,27-sept,Liq. N° 00038775 - Lote N° 0184 2 Ventas en 1 pago,"  16.600,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
28-sept,27-sept,Arancel,"  1.461,60 ",Arancel,No Aplica,VISA,GALICIA
28-sept,27-sept,Serv.Costos Financieros,"  11.060,69 ",Costos Financieros,No Aplica,VISA,GALICIA
28-sept,27-sept,Deduc.Impositivas,"  5.351,48 ",Impuesto,No Aplica,VISA,GALICIA
28-sept,27-sept,Serv.Cobro Anticipado,"  249,05 ",Cobro Anticipado,No Aplica,VISA,GALICIA
29-sept,27-sept,Liq. N° 00037578 - Lote N° 0183 1 Venta en 3 pagos - Plan Cuotas,"  9.600,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
29-sept,28-sept,Liq. N° 00037579 - Lote N° 0185 1 Venta en 3 pagos - Plan Cuotas,"  18.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
29-sept,28-sept,Liq. N° 00037579 - Lote N° 0186 1 Venta en 3 pagos - Plan Cuotas,"  27.000,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
29-sept,28-sept,Liq. N° 00037581 - Lote N° 0185 1 Venta en 1 pago,"  13.000,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
29-sept,28-sept,Arancel,"  1.216,80 ",Arancel,No Aplica,VISA,GALICIA
29-sept,28-sept,Serv.Costos Financieros,"  12.859,70 ",Costos Financieros,No Aplica,VISA,GALICIA
29-sept,28-sept,Deduc.Impositivas,"  4.582,12 ",Impuesto,No Aplica,VISA,GALICIA
29-sept,28-sept,Serv.Cobro Anticipado,"  238,42 ",Cobro Anticipado,No Aplica,VISA,GALICIA
18-sept,15-sept,Liq. N° 00039018 - Lote N° 0165 Ventas Tj.Débito,"  18.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
18-sept,15-sept,Liq. N° 00039019 - Lote N° 0165 1 Venta en 1 pago,"  11.000,00 ",Crédito,Plan 1 cuota,MASTERCARD,GALICIA
18-sept,15-sept,Arancel,"  342,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
18-sept,15-sept,Serv.Costos Financieros,"  1.261,01 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
18-sept,15-sept,Deduc.Impositivas,"  1.351,63 ",Impuesto,No Aplica,MASTERCARD,GALICIA
19-sept,18-sept,Liq. N° 00052149 - Lote N° 0166  1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
19-sept,18-sept,Liq. N° 00052149 - Lote N° 0167 1 Venta en 3 pagos - Plan Cuotas,"  726.000,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
19-sept,18-sept,Arancel,"  13.521,60 ",Arancel,No Aplica,MASTERCARD,GALICIA
19-sept,18-sept,Serv.Costos Financieros,"  156.588,35 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
19-sept,18-sept,Deduc.Impositivas,"  49.165,73 ",Impuesto,No Aplica,MASTERCARD,GALICIA
19-sept,18-sept,Serv.Cobro Anticipado,"  3.990,34 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
20-sept,19-sept,Liq. N° 00038003 - Lote N° 0169  1 Venta en 3 pagos - Plan Cuotas,"  10.800,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
20-sept,19-sept,Arancel,"  194,40 ",Arancel,No Aplica,MASTERCARD,GALICIA
20-sept,19-sept,Serv.Costos Financieros,"  2.251,27 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
20-sept,19-sept,Deduc.Impositivas,"  667,24 ",Impuesto,No Aplica,MASTERCARD,GALICIA
21-sept,20-sept,Liq. N° 00039174 - Lote N° 01712 Ventas en 3 pagos - Plan Cuotas,"  31.510,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
21-sept,20-sept,Liq. N° 00039176 - Lote N° 0171 1 Venta Tj. Débito,"  21.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
21-sept,20-sept,Arancel,"  735,18 ",Arancel,No Aplica,MASTERCARD,GALICIA
21-sept,20-sept,Serv.Costos Financieros,"  6.820,08 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
21-sept,20-sept,Deduc.Impositivas,"  2.845,39 ",Impuesto,No Aplica,MASTERCARD,GALICIA
21-sept,20-sept,Serv.Cobro Anticipado,"  165,64 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
22-sept,21-sept,Liq. N° 00037538 - Lote N° 0173 1 Venta en 1 pago,"  48.300,00 ",crédito,Plan 1 cuota,MASTERCARD,GALICIA
22-sept,21-sept,Arancel,"  869,40 ",Arancel,No Aplica,MASTERCARD,GALICIA
22-sept,21-sept,Serv.Costos Financieros,"  5.537,00 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
22-sept,21-sept,Deduc.Impositivas,"  3.228,03 ",Impuesto,No Aplica,MASTERCARD,GALICIA
25-sept,22-sept,Liq. N° 00039731 - Lote N° 0175  1 Venta en 3 pagos - Plan Cuotas,"  18.975,00 ",crédito,Plan 3 cuotas,MASTERCARD,GALICIA
25-sept,22-sept,Liq. N° 00039733 - Lote N° 0175 1 Venta Tj. Débito,"  2.900,00 ",Débito,No Aplica,MASTERCARD,GALICIA
25-sept,22-sept,Liq. N° 00039734 - Lote N° 0175 1 Venta en 1 pago,"  18.400,00 ",crédito,Plan 1 cuota,MASTERCARD,GALICIA
25-sept,22-sept,Arancel,"  695,95 ",Arancel,No Aplica,MASTERCARD,GALICIA
25-sept,22-sept,Serv.Costos Financieros,"  5.947,07 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
25-sept,22-sept,Deduc.Impositivas,"  2.496,21 ",Impuesto,No Aplica,MASTERCARD,GALICIA
25-sept,22-sept,Serv.Cobro Anticipado,"  101,60 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
26-sept,25-sept,Liq. N° 00051944 - Lote N° 0177 1 Venta en 3 pagos - Plan Cuotas,"  34.500,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
26-sept,25-sept,Liq. N° 00051944 - Lote N° 0178 1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
26-sept,25-sept,Liq. N° 00051944 - Lote N° 0179 1 Venta en 3 pagos - Plan Cuotas,"  15.000,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
26-sept,25-sept,Liq. N° 00051944 - Lote N° 0180 1 Venta en 3 pagos - Plan Cuota,"  32.500,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
26-sept,25-sept,Liq. N° 00051946 - Lote N° 0177 2 Ventas en 1 pago,"  95.000,00 ",Crédito,Plan 1 cuota,MASTERCARD,GALICIA
26-sept,25-sept,Arancel,"  3.639,60 ",Arancel,No Aplica,MASTERCARD,GALICIA
26-sept,25-sept,Serv.Costos Financieros,"  33.711,12 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
26-sept,25-sept,Deduc.Impositivas,"  13.363,65 ",Impuesto,No Aplica,MASTERCARD,GALICIA
26-sept,25-sept,Serv.Cobro Anticipado,,Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
27-sept,26-sept,Liq. N° 00032995 - Lote N° 0182 1 Venta en 1 pago,"  11.500,00 ",Crédito,Plan 1 cuota,MASTERCARD,GALICIA
27-sept,26-sept,Arancel,"  207,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
27-sept,26-sept,Serv.Costos Financieros,"  542,84 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
27-sept,26-sept,Deduc.Impositivas,"  559,96 ",Impuesto,No Aplica,MASTERCARD,GALICIA
28-sept,27-sept,Liq. N° 00038776 - Lote N° 0184  1 Venta en 3 pagos - Plan Cuotas,"  25.200,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
28-sept,27-sept,Liq. N° 00038778 - Lote N° 0184 1 Venta Tj. Débito,"  4.000,00 ",Débito,No Aplica,MASTERCARD,GALICIA
28-sept,27-sept,Liq. N° 00038779 - Lote N° 0184 1 Venta en 1 pago,"  69.000,00 ",Crédito,Plan 1 cuota,MASTERCARD,GALICIA
28-sept,27-sept,Arancel,"  1.727,60 ",Arancel,No Aplica,MASTERCARD,GALICIA
28-sept,27-sept,Serv.Costos Financieros,"  13.373,76 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
28-sept,27-sept,Deduc.Impositivas,"  6.418,89 ",Impuesto,No Aplica,MASTERCARD,GALICIA
28-sept,27-sept,Serv.Cobro Anticipado,"  132,41 ",Cobro Anticipado,No Aplica,MASTERCARD,GALICIA
29-sept,28-sept,Liq. N° 00037583 - Lote N° 0186 1 Venta en 3 pagos - Plan Cuotas,"  32.500,00 ",Crédito,Plan 3 cuotas,MASTERCARD,GALICIA
29-sept,28-sept,Arancel,"  585,00 ",Arancel,No Aplica,MASTERCARD,GALICIA
29-sept,28-sept,Serv.Costos Financieros,"  7.259,34 ",Costos Financieros,No Aplica,MASTERCARD,GALICIA
29-sept,28-sept,Deduc.Impositivas,"  3.055,69 ",Impuesto,No Aplica,MASTERCARD,GALICIA
31-jul,31-jul,Serv PAYWAY,"  235,98 ",Servicio PAYWAY,No Aplica,CABAL,GALICIA
19-jul,18-jul,Arancel,"  1.109,09 ",Arancel,No Aplica,VISA,GALICIA
19-jul,18-jul,Serv.Costos Financieros,"  7.867,19 ",Costos Financieros,No Aplica,VISA,GALICIA
19-jul,18-jul,Deduc.Impositivas,"  4.124,72 ",Impuesto,No Aplica,VISA,GALICIA
19-jul,18-jul,Serv.Cobro Anticipado,"  202,94 ",Cobro Anticipado,No Aplica,VISA,GALICIA
27-jul,26-jul,Arancel,"  1.546,18 ",Arancel,No Aplica,VISA,GALICIA
27-jul,26-jul,Serv.Costos Financieros,"  9.229,20 ",Costos Financieros,No Aplica,VISA,GALICIA
27-jul,26-jul,Deduc.Impositivas,"  5.962,51 ",Impuesto,No Aplica,VISA,GALICIA
27-jul,26-jul,Serv.Cobro Anticipado,"  238,07 ",Cobro Anticipado,No Aplica,VISA,GALICIA
28-jul,27-jul,Arancel,"  3.620,33 ",Arancel,No Aplica,VISA,GALICIA
28-jul,27-jul,Serv.Costos Financieros,"  29.937,48 ",Costos Financieros,No Aplica,VISA,GALICIA
28-jul,27-jul,Deduc.Impositivas,"  10.730,63 ",Impuesto,No Aplica,VISA,GALICIA
28-jul,27-jul,Serv.Cobro Anticipado,"  801,87 ",Cobro Anticipado,No Aplica,VISA,GALICIA
1-sept,31-ago,Liq. N° 00038095 - Lote N° 0140 1 Pago,"  200.750,00 ",Crédito,Plan 1 cuota,MASTERCARD,GALICIA
18-sept,15-sept,Liq. N° 00039017 - Lote N° 0165 4 Ventas Tj.Débito,"  90.000,00 ",Débito,No Aplica,VISA,GALICIA
27-sept,26-sept,Liq. N° 00032991 - Lote N° 0181 1 Venta en 3 pagos - Plan Cuotas,"  44.850,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
27-sept,26-sept,Liq. N° 00032991 - Lote N° 0182 1 Venta en 3 pagos - Plan Cuotas,"  15.755,00 ",Crédito,Plan 3 cuotas,VISA,GALICIA
27-sept,26-sept,Liq. N° 00032993 - Lote N° 0181 6 Ventas Tj.Débito,"  33.500,00 ",Débito,No Aplica,VISA,GALICIA
27-sept,26-sept,Liq. N° 00032994 - Lote N° 0181 1 Venta en 1 pago,"  7.000,00 ",Crédito,Plan 1 cuota,VISA,GALICIA
27-sept,26-sept,Arancel,"  1.484,89 ",Arancel,No Aplica,VISA,GALICIA
27-sept,26-sept,Serv.Costos Financieros,"  13.470,57 ",Costos Financieros,No Aplica,VISA,GALICIA
27-sept,26-sept,Deduc.Impositivas,"  5.563,54 ",Impuesto,No Aplica,VISA,GALICIA
27-sept,26-sept,Serv.Cobro Anticipado,"  318,44 ",Cobro Anticipado,No Aplica,VISA,GALICIA
18-sept,17-sept,Arancel,"  720,00 ",Arancel,No Aplica,VISA,GALICIA
18-sept,17-sept,Deduc.Impositivas,"  3.301,20 ",Impuesto,No Aplica,VISA,GALICIA
