Material,Texto breve de material,UMB,Precio,por,Moneda,Valor UNI
12000650,PISCO MISTRAL CREMME MISTRAL BT 750 CC,BOT,"2,699",1,CLP," $  2,699 "
12000652,RON FLOR DE CAÑA 5 AÑOS BT 750 CC,BOT,"5,512",1,CLP," $  5,512 "
12000653,RON FLOR DE CAÑA 7 AÑOS BT 750 CC,BOT,"7,540",1,CLP," $  7,540 "
12000655,RON BACARDI RESERVA 8 AÑOS BT 750 CC,BOT,"9,742",1,CLP," $  9,742 "
12000657,RON PAMPERO AÑEJO BT 750 CC,BOT,"4,514",1,CLP," $  4,514 "
12000658,RON HAVANA CLUB AÑEJO RVA DOR BT 1 LT,BOT,"6,340",1,CLP," $  6,340 "
12000659,RON HAVANA CLUB AÑEJO RVA DOR BT 750 CC,BOT,"9,868",1,CLP," $  9,868 "
12000660,RON BACARDI APPLE 35° BT 750 CC,BOT,"5,015",1,CLP," $  5,015 "
12000666,RON MALIBU COCONUT BT 750 CC,BOT,"6,581",1,CLP," $  6,581 "
12000667,RON MITJANS BLANCO BT 750 CC,BOT,"1,467",1,CLP," $  1,467 "
12000669,RON BACARDI COCO BT 750 CC,BOT,"5,190",1,CLP," $  5,190 "
12000670,RON CACIQUE DOR AÑEJO BT 750 CC,BOT,"3,694",1,CLP," $  3,694 "
12000675,RON MITJANS DORADO BT 900 CC,BOT,"1,648",1,CLP," $  1,648 "
12000677,RON HAVANA CLUB AÑEJO 7 AÑOS BT 750 CC,BOT,"12,468",1,CLP," $  12,468 "
12000678,RON HAVANA CLUB AÑEJO BCO 3 AÑOS BT 750C,BOT,"4,380",1,CLP," $  4,380 "
12000680,RON HAVANA CLUB AÑEJO RESERVA BT 750 CC,BOT,"575,272",100,CLP," $  5,753 "
12000681,RON BACARDI LIMON 35° BT 750 CC,BOT,"5,002",1,CLP," $  5,002 "
12000684,RON BACARDI O ORANGE 35° BT 750 CC,BOT,"5,025",1,CLP," $  5,025 "
12000687,RON BACARDI RAZZ 35° BT 750 CC,BOT,"5,050",1,CLP," $  5,050 "
12000695,TEQUILA OLMECA BLANCO 40° BT 750 CC,BOT,"6,712",1,CLP," $  6,712 "
12000696,TEQUILA JOSE CUERVO BLANCO BT 750 CC,BOT,"6,651",1,CLP," $  6,651 "
12000697,TEQUILA DON JULIO BLANCO BT 750 CC,BOT,"21,172",1,CLP," $  21,172 "
12000699,TEQUILA SAUZA BLANCO BT 750 CC,BOT,"6,904",1,CLP," $  6,904 "
12000701,TEQUILA SOMBRERO NEGRO BLANCO BT 750 CC,BOT,"471,100",100,CLP," $  4,711 "
12000703,TEQUILA JOSE CUERVO REPOSADO BT 750 CC,BOT,"6,524",1,CLP," $  6,524 "
12000705,TEQUILA OLMECA DORADO 40° BT 750 CC,BOT,"7,109",1,CLP," $  7,109 "
12000707,LICOR TRIPLE SEC MARIE BRIZARD BT 700 CC,BOT,"8,946",1,CLP," $  8,946 "
12000709,LICOR TRIPLE SEC MITJANS BT 750 CC,BOT,"2,340",1,CLP," $  2,340 "
12000710,VERMOUTH BIANCO MARTINI BT 995 CC,BOT,"1,896",1,CLP," $  1,896 "
12000711,VERMOUTH EXTRA DRY MARTINI BT 995 CC,BOT,"5,391",1,CLP," $  5,391 "
12000715,VERMOUTH ROSSO MARTINI BT 995 CC,BOT,"2,202",1,CLP," $  2,202 "
12000725,VINO PIPEÑO BOT LT,BOT,"215,083",100,CLP," $  2,151 "
12000736,VINO BLANCO VIOG ANAKENA BT 750 CC,BOT,"4,463",1,CLP," $  4,463 "
12000742,VINO VIOGNIER CONO SUR BT 750 CC,BOT,"11,837",1,CLP," $  11,837 "
12000746,VINO CA 1865 RVA SAN PEDRO BT 750CC,BOT,"8,656",1,CLP," $  8,656 "
12000748,VINO CA ARBOLEDA BT 750 CC,BOT,"9,090",1,CLP," $  9,090 "
12000750,VINO CA CALITERRA BT 750CC,BOT,"255,160",100,CLP," $  2,552 "
12000753,VINO CA RVA LA JOYA BISQUERTT BT 750 CC,BOT,"4,413",1,CLP," $  4,413 "
12000758,VINO CA CUVEE PREM J-BISQUERT BT 750 CC,BOT,"2,180",1,CLP," $  2,180 "
12000761,VINO CA ESTATE ERRAZURIZ BT 750CC,BOT,"2,863",1,CLP," $  2,863 "
12000762,VINO CA GRAN CHAMAN ERRAZURIZ BT 750 CC,BOT,"400,000",100,CLP," $  4,000 "
12000766,VINO CA LEGADO DE MARTINO BT 750 CC,BOT,"4,553",1,CLP," $  4,553 "
12000771,VINO CA PURPLE ANGEL MONTES BT 750 CC,BOT,"33,292",1,CLP," $  33,292 "
12000773,VINO CA RESERVA AGUSTINOS BT 750 CC,BOT,"396,633",100,CLP," $  3,966 "
12000774,VINO CA RESERVA CALITERRA BT 750 CC,BOT,"181,382",100,CLP," $  1,814 "
12000775,VINO CA RESERVA CASA SILVA BT 750 CC,BOT,"5,186",1,CLP," $  5,186 "
12000776,VINO CA RESERVA ERRAZURIZ BT 750 CC,BOT,"299,933",100,CLP," $  2,999 "
12000781,VINO CA RVA MISIONES RENGO BT 750CC,BOT,"2,447",1,CLP," $  2,447 "
12000782,VINO CA RESERVA MONTGRAS BT 750 CC,BOT,"4,091",1,CLP," $  4,091 "
12000785,VINO CA RVA PROM MISIONES RENGO BT 750CC,BOT,"2,779",1,CLP," $  2,779 "
12000788,VINO CA RESERVA TABALI BT 750 CC,BOT,"488,100",100,CLP," $  4,881 "
12000791,VINO CA RESERVA VENTISQUERO BT 750CC,BOT,"4,250",1,CLP," $  4,250 "
12000794,VINO CA SINGLE VINEYARD ERRAZ BT 750 CC,BOT,"8,700",1,CLP," $  8,700 "
12000795,VINO CA RVA TERRARUM MORANDE BT 750 CC,BOT,"3,363",1,CLP," $  3,363 "
12000796,VINO CA TERRUNYO CONCHA Y TORO BT 750 CC,BOT,"10,252",1,CLP," $  10,252 "
12000797,VINO CA TRIBUTO CALITERRA BT 750 CC,BOT,"276,400",100,CLP," $  2,764 "
12000798,VINO CA RESERVA TAMAYA BT 750 CC,BOT,"246,400",100,CLP," $  2,464 "
12000799,VINO CA VISION CONO SUR BT 750CC,BOT,"3,733",1,CLP," $  3,733 "
12000803,VINO ENSAM PRIMUS VERAMONTE BT 750 CC,BOT,"11,628",1,CLP," $  11,628 "
12000816,VINO CF EDIC LIMITADA MORANDE BT 750 CC,BOT,"7,775",1,CLP," $  7,775 "
12000825,VINO CH AMELIA CONCHA Y TORO BT 750 CC,BOT,"12,465",1,CLP," $  12,465 "
12000826,VINO CH ARBOLEDA CALITERRA BT 750 CC,BOT,"7,081",1,CLP," $  7,081 "
12000828,VINO CH ARBOLEDA BT 750 CC,BOT,"7,081",1,CLP," $  7,081 "
12000832,VINO CH CALITERRA BT 750 CC,BOT,"132,800",100,CLP," $  1,328 "
12000840,VINO CH CLASICO VENTISQUERO BT 750 CC,BOT,"1,130",1,CLP," $  1,130 "
12000842,VINO CH CORTTON ERRAZURIZ BT 750 CC,BOT,"235,900",100,CLP," $  2,359 "
12000846,VINO CH CUVEE ALEXANDRE LAPOST BT 750 CC,BOT,"10,134",1,CLP," $  10,134 "
12000847,VINO CH CUVEE ALEXAN LAPOST BT 750CC,BOT,"9,725",1,CLP," $  9,725 "
12000851,VINO CH ESTATE RVA ERRAZURIZ BT 750 CC,BOT,"4,865",1,CLP," $  4,865 "
12000855,VINO CH RVA G MISTRAL SUTIL BT 750 CC,BOT,"3,559",1,CLP," $  3,559 "
12000861,VINO CH LOMA DEL VALLE LARGA BT 750 CC,BOT,"8,221",1,CLP," $  8,221 "
12000864,VINO CH MARQUES DE CASA CONCHA BT 750 CC,BOT,"5,568",1,CLP," $  5,568 "
12000865,VINO CH MAX RESERVA ERRAZURIZ BT 750 CC,BOT,"7,741",1,CLP," $  7,741 "
12000866,VINO CH MONTES ALPHA BT 750 CC,BOT,"7,564",1,CLP," $  7,564 "
12000874,VINO CH RESERVA CALITERRA BT 750 CC,BOT,"182,700",100,CLP," $  1,827 "
12000876,VINO CH RESERVA CASA RIVAS BT 750 CC,BOT,"2,501",1,CLP," $  2,501 "
12000877,VINO CH RVA CASAS DEL BOSQUE BT 750 CC,BOT,"519,900",100,CLP," $  5,199 "
12000878,VINO CH RESERVA ERRAZURIZ BT 750 CC,BOT,"254,450",100,CLP," $  2,545 "
12000881,VINO CH RVA ESPECIAL TABALI BT 750 CC,BOT,"6,348",1,CLP," $  6,348 "
12000883,VINO CH RVA LA JOYA BISQUERT BT 750 CC,BOT,"6,292",1,CLP," $  6,292 "
12000891,VINO CH RESERVA SANTA EMA BT 750 CC,BOT,"633,617",100,CLP," $  6,336 "
12000893,VINO CH RESERVA TAMAYA BT 750 CC,BOT,"4,954",1,CLP," $  4,954 "
12000897,VINO CH RESERVA VERAMONTE BT 750 CC,BOT,"5,222",1,CLP," $  5,222 "
12000903,VINO CH SOL DE SOL AQUITANIA BT 750 CC,BOT,"13,032",1,CLP," $  13,032 "
12000907,VINO CH TRIBUTO CALITERRA BT 750 CC,BOT,"277,076",100,CLP," $  2,771 "
12000911,VINO CH GRAN RESERVA MORANDE BT 750 CC,BOT,"5,320",1,CLP," $  5,320 "
12000915,VINO CH/VIOG RIESLG ANAKENA ONA BT 750CC,BOT,"6,100",1,CLP," $  6,100 "
12000930,VINO GT SANTA EMA CATALINA BT 750CC,BOT,"17,871",1,CLP," $  17,871 "
12000932,VINO CS CASILLERO DEL DIABLO BT 750 CC,BOT,"2,901",1,CLP," $  2,901 "
12000934,VINO CS CASA LAPOSTOLLE BT 750 CC,BOT,"183,700",100,CLP," $  1,837 "
12000936,VINO CS CASA REAL STA RITA BT 750 CC,BOT,"803,758",100,CLP," $  8,038 "
12000945,VINO CS CORTTON ERRAZURIZ BT 375 CC,BOT,"3,051",1,CLP," $  3,051 "
12000946,VINO CS CORTTON ERRAZURIZ BT 750 CC,BOT,"219,792",100,CLP," $  2,198 "
12000948,VINO CS CUVEE ALEXANDRE LAPOST BT 750 CC,BOT,"9,815",1,CLP," $  9,815 "
12000967,VINO CS FOUND COLLECT UNDURRAGA BT 750CC,BOT,"9,812",1,CLP," $  9,812 "
12000974,VINO ENSAMB GRAN VIDURE CARMEN BT 750 CC,BOT,"3,540",1,CLP," $  3,540 "
12000975,VINO CS GRAN CHAMAN ERRAZURIZ BT 750 CC,BOT,"411,200",100,CLP," $  4,112 "
12000999,VINO CS MARQUEZ CYT 750 BT CC,BOT,"5,327",1,CLP," $  5,327 "
12001000,VINO CS MAX RESERVA BT 750 CC,BOT,"8,374",1,CLP," $  8,374 "
12001004,VINO CS MONTES ALPHA BT 750 CC,BOT,"8,495",1,CLP," $  8,495 "
12001013,VINO CS RESERVA AGUSTINOS BT 750 CC,BOT,"526,600",100,CLP," $  5,266 "
12001014,VINO CS RESERVA CALITERRA BT 750 CC,BOT,"1,833",1,CLP," $  1,833 "
12001018,VINO CS RESERVA CASA SILVA BT 750 CC,BOT,"5,186",1,CLP," $  5,186 "
12001019,VINO CS RVA CAS-MOLINA S-PEDRO BT 750 CC,BOT,"5,320",1,CLP," $  5,320 "
12001021,VINO CS RESERVA ERRAZURIZ BT 750 CC,BOT,"56,800",100,CLP, $  568 
12001030,VINO CS GRAN RESERVA TARAPACA BT 750 CC,BOT,"8,668",1,CLP," $  8,668 "
12001038,VINO CS RESERVA MONTGRAS BT 750 CC,BOT,"3,653",1,CLP," $  3,653 "
12001043,VINO CS RESERVA PEREZ CRUZ BT 750 CC,BOT,"4,814",1,CLP," $  4,814 "
12001049,VINO CS RESERVA TABALI BT 750 CC,BOT,"545,221",100,CLP," $  5,452 "
12001053,VINO CS RESERVA VENTISQUERO BT 750CC,BOT,"3,990",1,CLP," $  3,990 "
12001066,VINO CS TERRUNYO BT 750 CC,BOT,"10,317",1,CLP," $  10,317 "
12001069,VINO CS VIU MANENT S-VINYEAR BT 750 CC,BOT,"7,694",1,CLP," $  7,694 "
12001073,VINO CS TAMAYA BT 750 CC,BOT,"246,382",100,CLP," $  2,464 "
12001081,VINO ENSAMBLAJE CA/CS NOVAS BT 750 CC,BOT,"4,578",1,CLP," $  4,578 "
12001084,VINO ENSAMB RVA QUATRO MONTGRAS BT 750CC,BOT,"5,915",1,CLP," $  5,915 "
12001086,VINO CS/CF/SY/CA SUTIL ACRUX BT 750 CC,BOT,"15,536",1,CLP," $  15,536 "
12001090,VINO CS/SY THE BLEND ERRAZURIZ BT 750 CC,BOT,"13,284",1,CLP," $  13,284 "
12001101,VINO ENSAMB PARC Nº7 V/SIEBENTH BT 750CC,BOT,"7,371",1,CLP," $  7,371 "
12001103,VINO GEWUZT TERRARUM MORANDE BT 750 CC,BOT,"3,388",1,CLP," $  3,388 "
12001106,VINO GT ALMAVIVA CONCHA Y TORO BT 750 CC,BOT,"60,630",1,CLP," $  60,630 "
12001109,VINO GT CABALLO LOCO VALDIVIESO BT 750CC,BOT,"3,269,347",100,CLP," $  32,693 "
12001111,VINO GT CABO HORNOS S-PEDRO BT 750CC,BOT,"21,300",1,CLP," $  21,300 "
12001112,VINO GT CLOS APALTA LAPOSTOLLE BT 750 CC,BOT,"8,108,361",100,CLP," $  81,084 "
12001114,VINO GT RVA DN MAX FOUND ERRAZ BT 750 CC,BOT,"32,348",1,CLP," $  32,348 "
12001115,VINO GT DON MELCHOR CONCHA&TORO BT 750CC,BOT,"7,083,373",100,CLP," $  70,834 "
12001116,VINO GT DOMUS AUREA BT 750 CC,BOT,"27,119",1,CLP," $  27,119 "
12001117,VINO GT MONTES FOLLY BT 750 CC,BOT,"46,142",1,CLP," $  46,142 "
12001124,VINO GT MONTES ALPHA M BT 750 CC,BOT,"43,495",1,CLP," $  43,495 "
12001126,VINO GT FAMILIA DEMARTINO BT 750 CC,BOT,"2,852,683",100,CLP," $  28,527 "
12001127,VINO GT SEÑA BT 750 CC,BOT,"44,541",1,CLP," $  44,541 "
12001129,VINO LH CONCHA Y TORO BT 375 CC,BOT,"1,605",1,CLP," $  1,605 "
12001130,VINO LH TAMAYA BT 375 CC,BOT,"2,178",1,CLP," $  2,178 "
12001134,VINO LH SANTA CAROLINA BT 500 CC,BOT,"245,843",100,CLP," $  2,458 "
12001140,VINO LH SB ERRAZURIZ BT 375 CC,BOT,"4,947",1,CLP," $  4,947 "
12001141,VINO MA TRIBUTO CALITERRA BT 750 CC,BOT,"2,723",1,CLP," $  2,723 "
12001142,VINO MA CALITERRA BT 750 CC,BOT,"3,073",1,CLP," $  3,073 "
12001147,VINO MA MOSSO BT 750 CC,BOT,"7,693",1,CLP," $  7,693 "
12001153,VINO ME RESERVA EMILIANA ADOBE BT 750 CC,BOT,"2,247",1,CLP," $  2,247 "
12001154,VINO ME ARBOLEDA ERRAZURIZ BT 750 CC,BOT,"7,922",1,CLP," $  7,922 "
12001156,VINO ME BARREL VALDIVIESO BT 750CC,BOT,"808,978",100,CLP," $  8,090 "
12001172,VINO ME GR RVA LA JOYA BISQUERT BT 750CC,BOT,"7,050",1,CLP," $  7,050 "
12001173,VINO ME GRAN RVA TRES PALACIOS BT 750 CC,BOT,"8,582",1,CLP," $  8,582 "
12001175,VINO ME LAPOSTOLLE BT 750 CC,BOT,"5,485",1,CLP," $  5,485 "
12001178,VINO ME MARQUES DE CASA CONCHA BT 750 CC,BOT,"5,997",1,CLP," $  5,997 "
12001179,VINO ME MAX RESERVA ERRAZURIZ BT 750 CC,BOT,"6,242",1,CLP," $  6,242 "
12001188,VINO ME RESERVA AGUSTINOS BT 750 CC,BOT,"356,800",100,CLP," $  3,568 "
12001191,VINO ME RESERVA CALITERRA BT 750 CC,BOT,"194,319",100,CLP," $  1,943 "
12001192,VINO ME RESERVA CARMEN BT 750 CC,BOT,"3,530",1,CLP," $  3,530 "
12001195,VINO ME RESERVA CASA SILVA BT 750 CC,BOT,"4,027",1,CLP," $  4,027 "
12001202,VINO ME RESERVA FALERNIA BT 750 CC,BOT,"326,217",100,CLP," $  3,262 "
12001207,VINO ME RESERVA SANTA EMA BT 750 CC,BOT,"688,630",100,CLP," $  6,886 "
12001220,VINO PN 20 BARRICAS CONO SUR BT 750 CC,BOT,"8,313",1,CLP," $  8,313 "
12001221,VINO PN AMAYNA GARCES SILVA BT 750 CC,BOT,"12,618",1,CLP," $  12,618 "
12001224,VINO PN LAROCHE PUNTO ALTO BT 750 CC,BOT,"5,878",1,CLP," $  5,878 "
12001227,VINO PN RVA ESPECIAL CONO SUR BT 750 CC,BOT,"389,400",100,CLP," $  3,894 "
12001229,VINO PN RESERVA VERAMONTE BT 750 CC,BOT,"5,106",1,CLP," $  5,106 "
12001232,VINO PN TERRARUM MORANDE BT 750 CC,BOT,"16,900",1,CLP," $  16,900 "
12001234,VINO PN WILD FERMENT ERRAZURIZ BT 750 CC,BOT,"8,756",1,CLP," $  8,756 "
12001241,VINO SB AMAYNA GARCES SILVA BT 750 CC,BOT,"692,063",100,CLP," $  6,921 "
12001243,VINO SB ARBOLEDA BT 750 CC,BOT,"9,075",1,CLP," $  9,075 "
12001244,VINO SB RESERVA CALITERRA BT 750 CC,BOT,"203,024",100,CLP," $  2,030 "
12001245,VINO SB TRIBUTO CALITERRA BT 750 CC,BOT,"2,648",1,CLP," $  2,648 "
12001249,VINO SB CAS DEL DIABLO C-TORO BT 750CC,BOT,"3,497",1,CLP," $  3,497 "
12001251,VINO SB CASA REAL SANTA RITA BT 750 CC,BOT,"5,991",1,CLP," $  5,991 "
12001257,VINO SB CLASSICO CANEPA BT 700 CC,BOT,"1,287",1,CLP," $  1,287 "
12001270,VINO SB FALERNIA BT 750 CC,BOT,"2,675",1,CLP," $  2,675 "
12001276,VINO SB G-RVA ETIQU/BL TARAPACA BT 750CC,BOT,"6,264",1,CLP," $  6,264 "
12001281,VINO SB ISLA NEGRA BT 750CC,BOT,"1,158",1,CLP," $  1,158 "
12001293,VINO SB MISIONES RENGO BT 750CC,BOT,"3,076",1,CLP," $  3,076 "
12001295,VINO SB NOVAS VOE BT 750 CC,BOT,"4,610",1,CLP," $  4,610 "
12001301,VINO SB RESERVA CALITERRA BT 750 CC,BOT,"119,632",100,CLP," $  1,196 "
12001302,VINO SB RESERVA CARMEN BT 750 CC,BOT,"365,450",100,CLP," $  3,655 "
12001306,VINO SB RVA CONO SUR BT 750 CC,BOT,"416,550",100,CLP," $  4,166 "
12001307,VINO SB RESERVA ERRAZURIZ BT 750 CC,BOT,"132,419",100,CLP," $  1,324 "
12001319,VINO SB RESERVA SANTA EMA BT 750 CC,BOT,"546,807",100,CLP," $  5,468 "
12001321,VINO SB S-VINEYARD MARTINO BT 750 CC,BOT,"8,163",1,CLP," $  8,163 "
12001324,VINO SB TERRUNYO BT 750 CC,BOT,"8,936",1,CLP," $  8,936 "
12001327,VINO SB VARIETAL PROM MIS-RENGO BT 750CC,BOT,"1,599",1,CLP," $  1,599 "
12001338,VINO SY ARBOLEDA BT 750 CC,BOT,"9,700",1,CLP," $  9,700 "
12001343,VINO SY CAS DEL DIABLO C-TORO BT 750CC,BOT,"3,497",1,CLP," $  3,497 "
12001345,VINO SY CUVEE ALEXANDRE LAPOST BT 750 CC,BOT,"10,978",1,CLP," $  10,978 "
12001353,VINO SY LEGADO MARTINO BT 750 CC,BOT,"5,818",1,CLP," $  5,818 "
12001358,VINO SY MAX RESERVA ERRAZURIZ BT 750 CC,BOT,"6,192",1,CLP," $  6,192 "
12001360,VINO SY MONTES ALPHA BT 750 CC,BOT,"7,601",1,CLP," $  7,601 "
12001364,VINO SY RESERVA AGUSTINOS BT 750 CC,BOT,"430,800",100,CLP," $  4,308 "
12001365,VINO SY RESERVA CARMEN BT 750 CC,BOT,"2,772",1,CLP," $  2,772 "
12001369,VINO SY RESERVA SERIES ERRAZUR BT 750 CC,BOT,"207,200",100,CLP," $  2,072 "
12001372,VINO SY RESERVA FALERNIA BT 750 CC,BOT,"3,380",1,CLP," $  3,380 "
12001376,VINO SY RESERVA WINEMAKER PORTA BT 750CC,BOT,"412,040",100,CLP," $  4,120 "
12001377,VINO SY RESERVA VENTISQUERO BT 750CC,BOT,"4,261",1,CLP," $  4,261 "
12001397,VINO CS PORTA CIMA EDIC LIMITADA BT750CC,BOT,"5,000",100,CLP, $  50 
12001402,VINO ENSAMB EMILIANA COYAM BT 750 CC,BOT,"8,669",1,CLP," $  8,669 "
12001404,VINO ENSAMB HOUSE OF MORAN BT 750 CC,BOT,"16,900",1,CLP," $  16,900 "
12001407,VINO ENSAMB SIDERAL ALTAIR BT 750 CC,BOT,"14,436",1,CLP," $  14,436 "
12001415,VINO SANG SING VINEY ERRAZURIZ BT 750CC,BOT,"3,166",1,CLP," $  3,166 "
12001421,VINO CASTELLO MONACI ZINFANDEL BT 750 CC,BOT,"9,188",1,CLP," $  9,188 "
12001424,VODKA WYBOROWA ALMOND BT 750 CC,BOT,"407,837",100,CLP," $  4,078 "
12001427,VODKA ULTIMAT BCV BLACK CHERRY BT 750 CC,BOT,"36,877",1,CLP," $  36,877 "
12001428,VODKA SKYY BERRY BT 750 CC,BOT,"812,000",100,CLP," $  8,120 "
12001429,VODKA ABSOLUT BLUE BT 750 CC,BOT,"7,714",1,CLP," $  7,714 "
12001431,VODKA ULTIMAT CHOC VAINILLA BT 750 CC,BOT,"36,870",1,CLP," $  36,870 "
12001432,VODKA ABSOLUT CITRON BT 750 CC,BOT,"7,736",1,CLP," $  7,736 "
12001433,VODKA SKYY CITRUS BT 750 CC,BOT,"812,300",100,CLP," $  8,123 "
12001434,SMIRNOFF ICE BT 275 CC,UN,"90,325",100,CLP, $  903 
12001435,VODKA ERISTOFF BT 750 CC,BOT,"2,011",1,CLP," $  2,011 "
12001436,VODKA GREY GOOSE BT 750 CC,BOT,"25,101",1,CLP," $  25,101 "
12001437,VODKA ABSOLUT KURANT BT 750 CC,BOT,"6,780",1,CLP," $  6,780 "
12001439,VODKA ABSOLUT LEVEL BT 750 CC,BOT,"1,284,550",100,CLP," $  12,846 "
12001440,VODKA BELVEDERE LIMON BT 750 CC,BOT,"38,185",1,CLP," $  38,185 "
12001441,VODKA ABSOLUT MANDRIN BT 750 CC,BOT,"6,777",1,CLP," $  6,777 "
12001442,VODKA SKYY PINEAPPLE BT 750 CC,BOT,"504,400",100,CLP," $  5,044 "
12001443,VODKA BELVEDERE NARANJA BT 750 CC,BOT,"28,201",1,CLP," $  28,201 "
12001444,VODKA SKYY ORANGE BT 750 CC,BOT,"812,400",100,CLP," $  8,124 "
12001445,VODKA WYBOROWA ORANGE BT 750 CC,BOT,"4,768",1,CLP," $  4,768 "
12001448,VODKA ABSOLUT PEPPAR BT 750 CC,BOT,"6,828",1,CLP," $  6,828 "
12001449,VODKA BELVEDERE PURE BT 750 CC,BOT,"24,140",1,CLP," $  24,140 "
12001451,VODKA ABSOLUT RASPBERRI BT 750 CC,BOT,"7,718",1,CLP," $  7,718 "
12001453,VODKA WYBOROWA ROSE BT 750 CC,BOT,"455,353",100,CLP," $  4,554 "
12001454,VODKA SKYY BT 750 CC,BOT,"5,705",1,CLP," $  5,705 "
12001457,VODKA STOLICHNAYA BT 750 CC,BOT,"5,735",1,CLP," $  5,735 "
12001458,VODKA ULTIMAT BT 750 CC,BOT,"42,614",1,CLP," $  42,614 "
12001459,VODKA CIROC BT 750 CC,BOT,"15,719",1,CLP," $  15,719 "
12001460,VODKA ABSOLUT VANILIA BT 750 CC,BOT,"7,729",1,CLP," $  7,729 "
12001461,VODKA SKYY VAINILLA BT 750 CC,BOT,"812,400",100,CLP," $  8,124 "
12001463,NO USAR VODKA WYBOROWA Bt 750 CC,BOT,"4,550",1,CLP," $  4,550 "
12001464,WHISKY BALLANTINE'S 12 AÑOS BT 750 CC,BOT,"11,645",1,CLP," $  11,645 "
12001465,WHISKY CHIVAS REGAL 12 AÑOS BT 750 CC,BOT,"1,668,868",100,CLP," $  16,689 "
12001466,WHISKY GLENFIDDICH 12 AÑOS BT 750 CC,BOT,"20,420",1,CLP," $  20,420 "
12001467,WHISKY GRAND OLD PARR 12 AÑOS BT 750 CC,BOT,"13,426",1,CLP," $  13,426 "
12001470,WHISKY BALLANTINE'S 17 AÑOS BT 750 CC,BOT,"22,329",1,CLP," $  22,329 "
12001471,WHISKY CHIVAS REGAL 18 AÑOS BT 750 CC,BOT,"37,475",1,CLP," $  37,475 "
12001472,WHISKY GLENFIDDICH 18 AÑOS BT 750 CC,BOT,"71,596",1,CLP," $  71,596 "
12001473,WHISKY GRANT'S 18 AÑOS 700 CC,BOT,"4,777",1,CLP," $  4,777 "
12001474,WHISKY CHIVAS REGAL 21 AÑOS BT 750 CC,BOT,"59,190",1,CLP," $  59,190 "
12001475,WHISKY BALLANTINES FINEST BT 1 LT,BOT,"540,750",100,CLP," $  5,408 "
12001476,WHISKY BALLANTINES FINEST BT 750 CC,BOT,"7,007",1,CLP," $  7,007 "
12001479,WHISKY BUCHANAN'S BT 750 CC,BOT,"1,651,929",100,CLP," $  16,519 "
12001481,WHISKY CHIVAS REGAL BT 50 CC,BOT,"2,203",1,CLP," $  2,203 "
12001484,LICOR CREMA DE WHISKY BAILEYS BT 750 CC,BOT,"9,129",1,CLP," $  9,129 "
12001486,WHISKY DEWARDS 6 AÑOS BT 750 CC,BOT,"5,874",1,CLP," $  5,874 "
12001487,WHISKY DEWARDS 12 AÑOS BT 750 CC,BOT,"1,337,857",100,CLP," $  13,379 "
12001488,WHISKY JOHNNIE WALKER AZUL BT 750 CC,BOT,"143,073",1,CLP," $  143,073 "
12001489,WHISKY JOHNNIE WALKER PLATINUM BT 750 CC,BOT,"27,522",1,CLP," $  27,522 "
12001490,WHISKY JOHNNIE WALKER NEG 12 AÑ BT 200CC,BOT,"15,583",1,CLP," $  15,583 "
12001491,WHISKY JOHNNIE WALKER NEG 12 AÑ BT 50 CC,BOT,"1,462",1,CLP," $  1,462 "
12001492,WHISKY JOHNNIE WALKER NEG 12 AÑ BT 750CC,BOT,"20,064",1,CLP," $  20,064 "
12001493,WHISKY JOHNNIE WALKER ROJO 6 AÑ BT 50 CC,BOT,947,1,CLP, $  947 
12001494,WHISKY JOHNNIE WALKER ROJO 6 AÑ BT 750CC,BOT,"7,825",1,CLP," $  7,825 "
12001498,WHISKY JOHNNIE WALKER SWING BT 750 CC,BOT,"22,040",1,CLP," $  22,040 "
12001499,WHISKY JOHNNIE WALKER VERDE BT 750 CC,BOT,"23,780",1,CLP," $  23,780 "
12001502,WHISKY GENTLEMAN JACK BT 750 CC,BOT,"15,400",1,CLP," $  15,400 "
12001506,WHISKY GLENLIVET BT 700 CC,BOT,"13,377",1,CLP," $  13,377 "
12001509,WHISKEY JAMESON IRISH BT 750 CC,BOT,"11,997",1,CLP," $  11,997 "
12001510,WHISKY JIM BEAM WHITE BT 750 CC,BOT,"5,875",1,CLP," $  5,875 "
12001511,WHISKY LONG JOHN BT 750 CC,BOT,"2,597",1,CLP," $  2,597 "
12001515,WHISKY CHIVAS REGAL BT 375 CC,BOT,"711,878",100,CLP," $  7,119 "
12001516,WHISKY JB 6 AÑOS BT 750 CC,BOT,"5,570",1,CLP," $  5,570 "
12001524,RON BACARDI ORO BT 750 CC,BOT,"3,276",1,CLP," $  3,276 "
12001525,VODKA STOLICHNAYA BT 1 LT,BOT,"3,931",1,CLP," $  3,931 "
12001526,LICOR DE CAFE KAHLUA BT 980 CC,BOT,"865,329",100,CLP," $  8,653 "
12001527,LICOR TRIPLE SEC BOLS BT 700 CC,BOT,"308,002",100,CLP," $  3,080 "
12001533,VITAMIN WATER MULTI-V BT 500 CC,UN,"73,000",100,CLP, $  730 
12001536,VITAMIN WATER ENERGY BT 500 CC,UN,"73,000",100,CLP, $  730 
12001545,JUGO DE DURAZNO,UN,"8,800",100,CLP, $  88 
12001556,NO USAR LECHE ACHOCOLATA,UN,622,1,CLP, $  622 
