name,brand,month,qty,price_unit,total_sales
LA VICTORIA (QRO),MOTO,February,3,4366.9548276666665,13100.864483
CONSTITUYENTES (QRO),HONOR,July,3,4366.954827333333,13100.864481999999
MAYOREO (QRO),HONOR,December,3,4366.954022666666,13100.862067999999
CORREGIDORA 4 (QRO),MOTO,November,4,3275.0032499999998,13100.012999999999
CONSTITUYENTES (QRO),HONOR,November,4,3275.00103425,13100.004137
CORREGIDORA 2 (QRO),XIAOMI,March,8,1637.07,13096.56
ANDADOR (CELAYA),XIAOMI,January,8,1637.07,13096.56
VIA ALTA SUR (LEON),SAM,February,5,2606.0347584,13030.173792
ALAMEDA (QRO),SAM,October,2,6507.76,13015.52
LA VICTORIA (QRO),XIAOMI,March,3,4338.22,13014.66
OBREGON (LEON),SAM,April,4,3253.45,13013.8
MADERO (QRO),SAM,February,4,3253.4487,13013.7948
GUERRERO (QRO),XIAOMI,March,4,3253.44784475,13013.791379
LA CRUZ (QRO),HONOR,February,4,3253.44741375,13013.789655
CORREGIDORA 2 (QRO),HISENSE,December,5,2593.966069,12969.830345
MADERO (QRO),HISENSE,November,4,3231.8985345,12927.594138
FIESTA (IRAPUATO),HUAWEI,June,4,3231.8969827499996,12927.587930999998
BOULEVARES (QRO),HONOR,July,4,3231.8952585,12927.581034
PLAZA PATIO (QRO),XIAOMI,July,5,2585.346,12926.73
PLAZA MAYOR (LEON),ZTE,April,8,1615.624224125,12924.993793
OBREGON (LEON),MOTO,April,4,3210.564125,12842.2565
URBAN (QRO),MOTO,September,3,4280.748620666666,12842.245862
CORREGIDORA 2 (QRO),HONOR,April,3,4280.747816,12842.243448000001
CONSTITUYENTES (QRO),SAM,June,4,3210.34431025,12841.377241
VIA ALTA SUR (LEON),XIAOMI,June,6,2139.943333333333,12839.66
CORREGIDORA 3 (QRO),SAM,June,5,2568.10681025,12788.807241
PLAZA MAYOR (LEON),XIAOMI,March,3,4481.8965515,12756.034482
ALAMEDA (QRO),MOTO,August,4,3188.793707,12755.174828
ALLENDE (QRO),BLU,November,16,794.93534195,12718.9654712
CORREGIDORA 3 (QRO),HISENSE,October,5,2542.242138,12711.21069
GUERRERO (QRO),HONOR,September,3,4223.277471,12669.832413
CORREGIDORA 3 (QRO),HONOR,March,3,4223.2758619999995,12669.827586
ANDADOR (CELAYA),HONOR,December,3,4223.2758103333335,12669.827431
MADERO (LEON),XIAOMI,August,4,3167.24431025,12668.977241
ALLENDE (QRO),HISENSE,December,4,3167.24301725,12668.972069
HIDALGO (CELAYA),XIAOMI,June,4,3167.24258625,12668.970345
VIA ALTA SUR (LEON),HISENSE,May,4,3167.24,12668.96
CORREGIDORA 3 (QRO),XIAOMI,June,7,1809.4842857142855,12666.39
LA VICTORIA (QRO),HUAWEI,October,3,4220.403333333334,12661.210000000001
ANTEA (QRO),MOTO,June,3,4200.289080333333,12600.867241
HIDALGO 2 (CELAYA),MOTO,January,3,4194.5402,12583.6206
FIESTA (IRAPUATO),HONOR,February,4,3145.6896552499998,12582.758620999999
CORREGIDORA 4 (QRO),MOTO,October,5,2714.66,12581.92
CORREGIDORA 2 (QRO),MOTO,December,5,2516.382,12581.91
PARQUE (QRO),APPLE,October,1,12499.13793,12499.13793
CORREGIDORA 3 (QRO),APPLE,December,1,12499.13793,12499.13793
BOULEVARES (QRO),APPLE,November,1,12499.13793,12499.13793
ALLENDE (QRO),APPLE,June,1,12499.13793,12499.13793
BOULEVARES (QRO),APPLE,June,1,12499.13793,12499.13793
URBAN (QRO),APPLE,April,1,12499.13793,12499.13793
CORREGIDORA 4 (QRO),APPLE,June,1,12499.13793,12499.13793
PARQUE (QRO),APPLE,April,1,12499.13793,12499.13793
URBAN (QRO),APPLE,June,1,12499.13793,12499.13793
CORREGIDORA 4 (QRO),APPLE,May,1,12499.13793,12499.13793
PARQUE (QRO),HONOR,February,3,4165.807011333333,12497.421033999999
BOULEVARES (QRO),HONOR,September,3,4165.806206666667,12497.41862
CORREGIDORA 2 (QRO),NOKIA,August,8,1561.6384483499999,12493.107586799999
MADERO (LEON),HONOR,February,3,4137.073333333333,12411.22
LEON CENTRO (LEON),NOKIA,October,7,1772.5374876857143,12407.7624138
CORREGIDORA 2 (QRO),ZTE,November,9,1378.4479693333333,12406.031724
GALERIAS (QRO),SAM,January,2,6184.48,12368.96
PARQUE (QRO),SAM,June,4,3085.3425,12341.37
CORREGIDORA 3 (QRO),HONOR,August,3,4108.335057333334,12325.005172000001
PARQUE (QRO),HONOR,March,3,4108.333333333333,12325.0
ANTEA (QRO),SAM,June,3,4108.333333333333,12325.0
FIESTA (IRAPUATO),HUAWEI,April,4,3081.0375,12324.15
PARQUE (CELAYA),HONOR,June,4,3081.03431025,12324.137241
CORREGIDORA 2 (QRO),MOTO,September,5,2464.6544827999996,12323.272414
FIESTA (IRAPUATO),ZTE,August,7,1760.2225122857142,12321.557585999999
ANDADOR (CELAYA),XIAOMI,March,2,6119.827541500001,12239.655083000001
PARQUE (CELAYA),HONOR,February,4,3059.485,12237.94
LA VICTORIA (QRO),MOTO,October,4,3059.485,12237.94
ALAMEDA (QRO),MOTO,March,4,3059.48344825,12237.933793
LEON CENTRO (LEON),HISENSE,December,5,2447.4150966,12237.075483
LEON CENTRO (LEON),ZTE,October,7,1747.9085714285716,12235.36
CORREGIDORA 2 (QRO),ZTE,September,8,1529.31125,12234.49
CORREGIDORA 4 (QRO),NOKIA,August,11,1111.9913793454546,12231.9051728
LA CRUZ (QRO),SAM,February,4,3042.2438792499997,12168.975516999999
GALERIAS (QRO),XIAOMI,January,3,4050.8633333333332,12152.59
LEON CENTRO (LEON),XIAOMI,July,3,4050.86,12152.58
ANTEA (QRO),HISENSE,August,4,3037.9342242499997,12151.736896999999
LA VICTORIA (QRO),XIAOMI,February,4,3037.9325,12151.73
LA CRUZ (QRO),HISENSE,May,4,3037.92827575,12151.713103
LA CRUZ (QRO),HONOR,September,3,4022.128850333333,12066.386551
PLAZA MAYOR (LEON),HONOR,July,3,4022.1270113333335,12066.381034
CONSTITUYENTES (QRO),HONOR,February,4,3016.59465525,12066.378621
CORREGIDORA 3 (QRO),HONOR,September,3,4022.1248276666665,12066.374483
CORREGIDORA 4 (QRO),HISENSE,June,4,3016.38115175,12065.524607
ALLENDE (QRO),XIAOMI,September,5,2412.932,12064.66
CORREGIDORA 3 (QRO),NOKIA,March,7,1720.9657635714284,12046.760344999999
FIESTA (IRAPUATO),HISENSE,October,5,2404.312345,12021.561725
FIESTA (IRAPUATO),HISENSE,April,6,2162.9317932,12020.688966
PLAZA PATIO (QRO),XIAOMI,December,3,3993.3933333333334,11980.18
FIESTA (IRAPUATO),SAM,December,3,3993.3924136666665,11980.177241
ALAMEDA (QRO),SAM,November,4,2994.82931025,11979.317241
OBREGON (LEON),HISENSE,November,5,2395.862954,11979.31477
GUERRERO (QRO),BLU,April,13,920.8893369230768,11971.56138
MADERO (LEON),XIAOMI,June,7,1698.0525,11947.35
LA VICTORIA (QRO),APPLE,March,1,11902.0,11902.0
MADERO (QRO),SAM,March,2,5947.415,11894.83
HIDALGO 2 (CELAYA),XIAOMI,May,2,5947.4137,11894.8274
ALLENDE (CELAYA),HUAWEI,October,3,3964.655963333333,11893.96789
CORREGIDORA 4 (QRO),SAM,October,4,2973.2781035,11893.112414
GUERRERO (QRO),XIAOMI,June,4,2973.27741375,11893.109655
ALLENDE (QRO),HISENSE,March,4,2973.27724125,11893.108965
PARQUE (QRO),ZTE,May,5,2378.4483448,11892.241724
PLAZA PATIO (QRO),HUAWEI,December,3,3961.783215,11885.349645
ALLENDE (QRO),MOTO,September,3,3935.9233333333336,11807.77
FIESTA (IRAPUATO),ZTE,May,7,1686.3317241428572,11804.322069
PLAZA MAYOR (LEON),ZTE,June,7,1686.3300491428574,11804.310344000001
HIDALGO 2 (CELAYA),MOTO,January,3,3930.1734333333334,11790.5203
PLAZA MAYOR (LEON),ZTE,August,7,1675.4933990000002,11728.453793
CORREGIDORA 2 (QRO),HUAWEI,December,2,5861.637931,11723.275862
CORREGIDORA 4 (QRO),HUAWEI,November,2,5861.207776,11722.415552
ALLENDE (CELAYA),HONOR,February,3,3907.1866666666665,11721.56
MADERO (QRO),HONOR,November,3,3907.185517,11721.556551
HIDALGO 2 (CELAYA),HONOR,February,3,3907.183833333334,11721.551500000001
LA VICTORIA (QRO),XIAOMI,August,3,4007.755,11721.54
CORREGIDORA 4 (QRO),XIAOMI,December,4,2930.1749999999997,11720.699999999999
HIDALGO 2 (CELAYA),XIAOMI,February,5,2520.690425,11719.831699999999
CORREGIDORA 3 (QRO),XIAOMI,July,5,2343.966,11719.83
LA VICTORIA (QRO),ZTE,May,7,1674.014384142857,11718.100688999999
CORREGIDORA 4 (QRO),NOKIA,July,8,1464.656379425,11717.2510354
GUERRERO (QRO),HUAWEI,July,3,3904.311494,11712.934482
GALERIAS (QRO),SAM,June,2,5818.103448,11636.206896
LA CRUZ (QRO),MOTO,November,3,3878.4466666666667,11635.34
CORREGIDORA 4 (QRO),REALME,January,5,2326.72,11633.599999999999
ALAMEDA (QRO),NOKIA,September,7,1661.7016237142857,11631.911366
ALLENDE (QRO),ZTE,May,9,1292.2404597777777,11630.164138
CORREGIDORA 3 (QRO),SAM,November,3,3864.081494,11592.244482
PLAZA MAYOR (LEON),HONOR,February,3,3851.9078160000004,11555.723448
OBREGON (LEON),HUAWEI,April,3,3850.574666666667,11551.724
CONSTITUYENTES (QRO),HONOR,September,3,3849.7142526666667,11549.142758
FIESTA (IRAPUATO),HONOR,September,3,3849.7142526666667,11549.142758
LA VICTORIA (QRO),SAM,May,3,3849.713333333333,11549.14
HIDALGO (CELAYA),HISENSE,January,3,3849.713202333334,11549.139607000001
OBREGON (LEON),XIAOMI,April,3,3849.7126436666663,11549.137931
CONSTITUYENTES (QRO),MOTO,April,3,3849.7126286666667,11549.137886
MADERO (QRO),XIAOMI,November,4,2887.06844825,11548.273793
CORREGIDORA 4 (QRO),ZTE,December,8,1443.1030301249998,11544.824240999998
HIDALGO (CELAYA),HONOR,April,3,3820.9777943333333,11462.933383
PARQUE (CELAYA),SAM,August,3,3820.9765516666666,11462.929655
MAYOREO (QRO),MOTO,May,4,2865.51758625,11462.070345
CORREGIDORA 2 (QRO),HISENSE,January,4,2865.5173277500003,11462.069311000001
VIA ALTA SUR (LEON),SAM,January,5,2287.07,11435.35
ALAMEDA (QRO),ZTE,December,8,1428.0175,11424.14
LA VICTORIA (QRO),ZTE,September,8,1426.9395650000001,11415.516520000001
CORREGIDORA 2 (QRO),HUAWEI,March,2,5688.7931035,11377.586207
PARQUE (CELAYA),XIAOMI,March,3,3792.24,11376.72
LA VICTORIA (QRO),XIAOMI,June,4,2843.9662069999995,11375.864827999998
FIESTA (IRAPUATO),SAM,August,4,2843.96551725,11375.862069
PARQUE (CELAYA),NOKIA,May,5,2275.00248276,11375.0124138
GUERRERO (QRO),HISENSE,November,5,2275.0005462,11375.002731
LEON CENTRO (LEON),LANIX,July,6,1895.6920686666665,11374.152412
HIDALGO (CELAYA),LANIX,April,6,1895.690977,11374.145862
PLAZA PATIO (QRO),HISENSE,March,4,2833.19068975,11332.762759
OBREGON (LEON),XIAOMI,January,3,3764.3677666666663,11293.103299999999
GUERRERO (QRO),HONOR,February,3,3763.5081606666668,11290.524482
GALERIAS (QRO),MOTO,February,3,3763.5066666666667,11290.52
HIDALGO (CELAYA),HONOR,July,3,3763.505701,11290.517103
MADERO (LEON),HONOR,May,3,3763.2185056666663,11289.655517
PARQUE (CELAYA),HISENSE,June,5,2257.7582068,11288.791034
ALLENDE (QRO),ZTE,February,8,1415.393990142857,11286.207931
ALLENDE (QRO),BLU,July,17,662.9307505941176,11269.8227601
FIESTA (IRAPUATO),HONOR,November,3,3753.8168963333337,11261.450689000001
URBAN (QRO),HISENSE,May,5,2249.137586,11245.68793
CONSTITUYENTES (QRO),MOTO,August,3,3740.5184803333336,11221.555441
PARQUE (QRO),APPLE,September,1,11207.0,11207.0
OBREGON (LEON),HONOR,June,3,3735.344789666666,11206.034368999999
ALAMEDA (QRO),APPLE,July,1,11206.03,11206.03
CORREGIDORA 4 (QRO),HONOR,December,3,3734.7714943333335,11204.314483
BOULEVARES (QRO),HONOR,November,3,3734.7709193333335,11204.312758
PLAZA PATIO (QRO),HONOR,October,3,3734.7701723333334,11204.310517
LEON CENTRO (LEON),HUAWEI,December,3,3734.770115,11204.310345
ALAMEDA (QRO),SAM,July,4,2800.8636205,11203.454482
CORREGIDORA 4 (QRO),LANIX,May,6,1866.9533906666666,11201.720344
ANTEA (QRO),HONOR,November,3,3732.437586,11197.312758
PLAZA PATIO (QRO),ZTE,October,8,1392.77198275,11142.175862
ALAMEDA (QRO),MOTO,November,3,3706.0399999999995,11118.119999999999
OBREGON (LEON),HISENSE,October,4,2779.52713975,11118.108559
CORREGIDORA 3 (QRO),HONOR,April,3,3706.036091666667,11118.108275
ANTEA (QRO),HONOR,December,3,3706.034252666667,11118.102758
HIDALGO 2 (CELAYA),XIAOMI,June,5,2223.2760000000003,11116.380000000001
FIESTA (IRAPUATO),LANIX,June,6,1852.5894826666665,11115.536896
LEON CENTRO (LEON),LANIX,October,6,1852.5877010000002,11115.526206
CORREGIDORA 2 (QRO),LANIX,December,6,1852.586954,11115.521724
MADERO (QRO),XIAOMI,February,2,5516.38,11032.76
MADERO (LEON),XIAOMI,April,3,3677.3013793333334,11031.904138
BOULEVARES (QRO),HONOR,March,3,3677.2999999999997,11031.9
PARQUE (QRO),HONOR,December,3,3677.2999999999997,11031.9
PARQUE (CELAYA),XIAOMI,July,3,3677.2982756666665,11031.894827
PARQUE (QRO),XIAOMI,February,5,2206.036,11030.18
LEON CENTRO (LEON),HISENSE,February,5,2206.034069,11030.170344999999
ANTEA (QRO),HONOR,October,3,3665.1510343333334,10995.453103
CORREGIDORA 3 (QRO),HISENSE,November,4,2746.984138,10987.936552
PARQUE (QRO),ZTE,October,6,1829.598908,10977.593448
ANTEA (QRO),SAM,March,3,3648.848965333333,10946.546896
LA CRUZ (QRO),HONOR,January,3,3648.5651723333335,10945.695517
MAYOREO (QRO),HONOR,May,3,3648.563218,10945.689654
PARQUE (CELAYA),HONOR,January,3,3648.562161,10945.686483
ANDADOR (CELAYA),XIAOMI,March,4,2736.2074,10944.8296
PLAZA MAYOR (LEON),APPLE,July,1,10861.21,10861.21
OBREGON (LEON),XIAOMI,February,4,2715.0874775,10860.34991
VIA ALTA SUR (LEON),SAM,July,3,3619.8312643333334,10859.493793
ANTEA (QRO),XIAOMI,November,3,3619.827241333333,10859.481724
PARQUE (QRO),SAM,September,3,3619.8267816666666,10859.480345
CORREGIDORA 3 (QRO),XIAOMI,October,4,2714.6575,10858.63
CONSTITUYENTES (QRO),HISENSE,September,4,2714.6544595,10858.617838
CORREGIDORA 3 (QRO),XIAOMI,February,5,2171.5519999999997,10857.759999999998
GUERRERO (QRO),LANIX,June,6,1809.4839653333331,10856.903792
PLAZA PATIO (QRO),KODAK,August,8,1351.50862075,10812.068966
URBAN (QRO),HONOR,October,3,3591.3801146666665,10774.140344
VIA ALTA SUR (LEON),HONOR,December,3,3591.092758666667,10773.278276000001
PARQUE (QRO),XIAOMI,February,3,3591.092285,10773.276855
GUERRERO (QRO),XIAOMI,June,3,3591.091034333333,10773.273103
CORREGIDORA 3 (QRO),NOKIA,August,7,1538.547487942857,10769.8324156
FIESTA (IRAPUATO),ZTE,November,8,1340.733060375,10725.864483
PORTAL (QRO),SAM,August,2,5343.97,10687.94
VIA ALTA SUR (LEON),XIAOMI,October,3,3562.357126333333,10687.071378999999
ALLENDE (QRO),HUAWEI,March,3,3562.3562069999994,10687.068620999999
HIDALGO 2 (CELAYA),HISENSE,May,3,3562.345,10687.035
ANDADOR (CELAYA),ZTE,July,5,2137.2413076000003,10686.206538
CORREGIDORA 4 (QRO),ZTE,August,6,1780.7481608333335,10684.488965
ANTEA (QRO),SAM,February,4,2659.7001725,10638.80069
ANTEA (QRO),MOTO,January,2,5300.863276,10601.726552
HIDALGO (CELAYA),HONOR,September,3,3533.6219333333333,10600.8658
HIDALGO (CELAYA),HISENSE,September,3,3533.6208046666666,10600.862414
VIA ALTA SUR (LEON),XIAOMI,January,3,3533.6204596666666,10600.861379
PLAZA MAYOR (LEON),SAM,May,3,3533.6200000000003,10600.86
ALLENDE (CELAYA),HUAWEI,June,3,3533.619540333333,10600.858621
ALLENDE (QRO),XIAOMI,August,5,2119.828,10599.14
FIESTA (IRAPUATO),XIAOMI,March,5,2119.828,10599.14
CORREGIDORA 3 (QRO),ZTE,June,7,1513.913793,10597.396551
PLAZA MAYOR (LEON),APPLE,March,1,10559.48,10559.48
URBAN (QRO),APPLE,December,1,10559.48,10559.48
URBAN (QRO),APPLE,November,1,10559.48,10559.48
LA VICTORIA (QRO),APPLE,July,1,10559.48,10559.48
ANTEA (QRO),APPLE,February,1,10559.48,10559.48
ANTEA (QRO),APPLE,August,1,10559.48,10559.48
ANDADOR (CELAYA),HUAWEI,June,3,3516.3798643333334,10549.139593
MAYOREO (QRO),SAM,September,3,3504.8893103333335,10514.667931
GALERIAS (QRO),HONOR,May,3,3504.8851723333332,10514.655517
ALLENDE (QRO),ZTE,January,6,1752.1538908333332,10512.923345
PLAZA PATIO (QRO),ZTE,December,7,1501.6016255714287,10511.211379
FIESTA (IRAPUATO),ZTE,December,8,1313.79375,10510.35
ALLENDE (QRO),HISENSE,February,5,2093.9642759999997,10469.82138
LEON CENTRO (LEON),XIAOMI,December,3,3476.153333333333,10428.46
PARQUE (QRO),MOTO,October,3,3476.148276,10428.444828
LEON CENTRO (LEON),HISENSE,January,4,2606.8975,10427.59
CORREGIDORA 4 (QRO),KODAK,August,8,1297.6293102500001,10381.034482000001
MADERO (LEON),SAM,November,3,3453.162413666667,10359.487241
ALLENDE (QRO),HONOR,March,2,5171.984138,10343.968276
PLAZA MAYOR (LEON),MOTO,June,3,3447.4182760000003,10342.254828000001
MADERO (LEON),HONOR,February,3,3447.4162066666668,10342.24862
MADERO (LEON),MOTO,March,3,3447.414942666667,10342.244828
MAYOREO (QRO),SAM,June,4,2585.346724,10341.386896
PARQUE (CELAYA),SAM,June,4,2585.34543075,10341.381723
URBAN (QRO),XIAOMI,December,4,2585.34534475,10341.381379
FIESTA (IRAPUATO),SAM,March,4,2576.725,10306.9
URBAN (QRO),MOTO,February,4,2564.2250000000004,10256.900000000001
ALAMEDA (QRO),HONOR,April,3,3418.6800000000003,10256.04
ANDADOR (CELAYA),HISENSE,September,3,3418.678935666667,10256.036807
CONSTITUYENTES (QRO),HONOR,January,3,3418.6785056666668,10256.035517
ANDADOR (CELAYA),HUAWEI,July,3,3418.6781093333334,10256.034328
ALLENDE (QRO),HUAWEI,December,3,3418.6779309999997,10256.033792999999
ALLENDE (QRO),NOKIA,March,4,2563.7950862499997,10255.180344999999
CORREGIDORA 3 (QRO),ZTE,August,6,1709.1963793333334,10255.178276
HIDALGO (CELAYA),LANIX,August,5,2050.8634991999998,10254.317496
ALLENDE (CELAYA),NOKIA,April,5,2050.862,10254.31
CORREGIDORA 2 (QRO),BLU,June,13,784.9467108,10204.3072404
LA CRUZ (QRO),MOTO,January,2,5085.35,10170.7
CORREGIDORA 2 (QRO),MOTO,August,3,3389.943333333333,10169.83
ANDADOR (CELAYA),HISENSE,October,3,3389.9431033333335,10169.829310000001
PARQUE (QRO),MOTO,March,3,3389.941609333333,10169.824827999999
MADERO (LEON),HISENSE,June,4,2542.24258625,10168.970345
ALAMEDA (QRO),XIAOMI,June,6,1706.2077242,10168.108621
HIDALGO (CELAYA),LANIX,September,5,2033.62012,10168.1006
MAYOREO (QRO),SAM,April,4,2529.310431,10117.241724
GALERIAS (QRO),HONOR,November,2,5042.242586,10084.485172
ALAMEDA (QRO),HISENSE,November,3,3361.2108046666667,10083.632414
MADERO (LEON),HUAWEI,April,3,3361.2089656666667,10083.626897
FIESTA (IRAPUATO),HONOR,June,3,3361.207701,10083.623103
PARQUE (CELAYA),HUAWEI,July,3,3361.207686333333,10083.623059
CORREGIDORA 4 (QRO),HONOR,March,3,3361.2066666666665,10083.619999999999
OBREGON (LEON),XIAOMI,June,6,1680.1733333333332,10081.039999999999
OBREGON (LEON),MOTO,December,3,3333.0446666666667,9999.134
ANDADOR (CELAYA),HONOR,April,2,4999.1379154999995,9998.275830999999
ALLENDE (CELAYA),MOTO,March,3,3332.4749426666663,9997.424828
BOULEVARES (QRO),XIAOMI,March,3,3332.4729886666664,9997.418966
MADERO (LEON),HONOR,June,3,3332.471034333333,9997.413102999999
PORTAL (QRO),XIAOMI,April,3,3332.47,9997.41
OBREGON (LEON),HONOR,May,3,3332.47,9997.41
FIESTA (IRAPUATO),SAM,September,4,2499.1411205,9996.564482
GUERRERO (QRO),ZTE,May,6,1665.8048850000002,9994.829310000001
ALLENDE (QRO),NOKIA,November,8,1249.1384483,9993.1075864
ALAMEDA (QRO),MOTO,April,3,3303.738276,9911.214828
ANDADOR (CELAYA),HUAWEI,September,3,3303.735623,9911.206869
HIDALGO 2 (CELAYA),HONOR,January,3,3303.7355723333335,9911.206717000001
MADERO (LEON),NOKIA,March,5,1981.8967588,9909.483794
ALLENDE (CELAYA),ZTE,August,6,1651.4369436666666,9908.621662
LEON CENTRO (LEON),NOKIA,July,6,1644.2536208000001,9865.5217248
ALAMEDA (QRO),SAM,April,4,2460.34681025,9841.387241
CORREGIDORA 4 (QRO),HONOR,June,2,4912.933448,9825.866896
GUERRERO (QRO),SAM,September,2,4912.93,9825.86
FIESTA (IRAPUATO),XIAOMI,January,2,4912.928793,9825.857586
MADERO (QRO),HISENSE,June,3,3275.001609333334,9825.004828000001
CORREGIDORA 2 (QRO),HUAWEI,February,3,3275.0001150000003,9825.000345
ALLENDE (QRO),XIAOMI,November,6,1637.07,9822.42
LA VICTORIA (QRO),MOTO,April,3,3269.5166666666664,9808.55
MAYOREO (QRO),HONOR,November,4,2447.413793,9789.655172
PLAZA PATIO (QRO),NOKIA,August,6,1629.8898278333334,9779.338967
CORREGIDORA 2 (QRO),BLU,April,12,814.5116093416667,9774.1393121
CONSTITUYENTES (QRO),MOTO,December,2,4869.83,9739.66
CORREGIDORA 2 (QRO),HUAWEI,July,2,4869.83,9739.66
PORTAL (QRO),MOTO,December,2,4869.83,9739.66
HIDALGO (CELAYA),HONOR,June,3,3246.2651390000005,9738.795417000001
PARQUE (CELAYA),HISENSE,May,3,3246.263333333334,9738.79
LEON CENTRO (LEON),HONOR,May,3,3246.2618390000002,9738.785517
HIDALGO (CELAYA),LANIX,July,5,1947.415724,9737.07862
CORREGIDORA 2 (QRO),NOKIA,October,6,1622.7016666666666,9736.21
MADERO (LEON),ZTE,May,6,1615.6624138333334,9693.974483
ANTEA (QRO),MOTO,September,7,1381.5281772857145,9670.697241000002
GUERRERO (QRO),XIAOMI,September,4,2412.9325,9651.73
CORREGIDORA 2 (QRO),REALME,January,4,2412.9275,9651.71
FIESTA (IRAPUATO),LANIX,May,5,1930.1719999999998,9650.859999999999
CORREGIDORA 2 (QRO),KODAK,July,7,1378.4482760000003,9649.137932000001
ALAMEDA (QRO),KODAK,August,7,1378.4482760000003,9649.137932000001
CORREGIDORA 2 (QRO),BLU,May,7,1378.4471428142858,9649.1299997
ALLENDE (QRO),ZTE,June,8,1206.0337499999998,9648.269999999999
ANDADOR (CELAYA),SAM,August,2,4792.672350000001,9585.344700000001
OBREGON (LEON),HISENSE,March,3,3189.6551,9568.9653
LA VICTORIA (QRO),SAM,September,2,4783.62,9567.24
MADERO (LEON),HISENSE,July,3,3188.7965516666663,9566.389654999999
MAYOREO (QRO),SAM,May,3,3188.794942666667,9566.384828
PLAZA PATIO (QRO),HISENSE,January,3,3188.7947126666672,9566.384138000001
LA CRUZ (QRO),HISENSE,June,3,3188.7944826666667,9566.383448
GALERIAS (QRO),SAM,February,3,3188.7924136666666,9566.377241
PLAZA MAYOR (LEON),HONOR,May,3,3188.7899999999995,9566.369999999999
HIDALGO (CELAYA),LANIX,May,5,1912.9303447999998,9564.651724
GUERRERO (QRO),SAM,December,2,4749.139999999999,9498.279999999999
PLAZA PATIO (QRO),APPLE,February,1,9481.9,9481.9
LEON CENTRO (LEON),APPLE,February,1,9481.9,9481.9
LA VICTORIA (QRO),APPLE,February,1,9481.9,9481.9
LA VICTORIA (QRO),APPLE,May,1,9481.9,9481.9
ALLENDE (QRO),APPLE,January,1,9481.9,9481.9
OBREGON (LEON),APPLE,August,1,9481.9,9481.9
VIA ALTA SUR (LEON),APPLE,October,1,9481.9,9481.9
ANTEA (QRO),SAM,September,2,4740.5199999999995,9481.039999999999
GALERIAS (QRO),HONOR,September,2,4740.518448,9481.036896
LA VICTORIA (QRO),XIAOMI,April,3,3160.06,9480.18
ANDADOR (CELAYA),XIAOMI,June,3,3160.05744,9480.17232
LA VICTORIA (QRO),MOTO,September,3,3160.056666666667,9480.17
CORREGIDORA 4 (QRO),MOTO,April,4,2369.827414,9479.309656
GUERRERO (QRO),NOKIA,July,5,1895.69124156,9478.4562078
