Listing Date,Order Date,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Lowest Set Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
04/11/2022,04/30/2022,626d52745fee83de342b8db0,"KanCan Distressed HIgh Rise 5.5"" Inseam Denim Shorts Size 29",Women,Shorts,Jean Shorts,KanCan,Blue,29,Y,Y,N,$5.60,$9.41,$30.00,$0.00,$1.69,$7.53,CA,92584,$0.81,$0.00,,
04/03/2022,04/30/2022,626d52745fee83de342b8db0,Paige Skyline Skinny Jeans | Brentwood Wash 28,Women,Jeans,Skinny,PAIGE,,28,Y,Y,N,$7.60,$13.80,$44.00,$0.00,$1.69,$11.04,CA,92584,$1.21,$0.00,,
04/09/2022,04/30/2022,626d52745fee83de342b8db0,Kate Spade x Keds Champion Leopard Glitter Sneakers 9,Women,Shoes,Sneakers,kate spade,,9,Y,Y,N,$9.43,$18.81,$60.00,$0.00,$1.69,$15.05,CA,92584,$1.65,$0.00,,
04/28/2022,04/30/2022,626d52745fee83de342b8db0,Sanctuary Printed Long Sleeve Button Front Blouse Navy/Red Size Large,Women,Tops,Blouses,Sanctuary,Blue,L,Y,Y,N,$8.00,$7.84,$25.00,$0.00,$1.67,$6.27,CA,92584,$0.69,$0.00,,
04/16/2022,05/01/2022,626eefb563de855574c42e97,Vintage Salvatore Ferragamo Black Leather Riding Boots,Women,Shoes,Heeled Boots,Salvatore Ferragamo,Black,7,N,Y,N,$45.28,$68.00,$110.00,$0.00,$0.00,$54.40,CA,90026,$6.46,$0.00,,
04/27/2022,04/28/2022,626a8abbb13b5057b84be410,Bardot Tiered Sleeveless Lace Mini Dress 6,Women,Dresses,Mini,Bardot,Pink,6,N,Y,N,$7.21,$30.00,$50.00,$0.00,$0.00,$24.00,NY,10019,$0.00,$0.00,This sale is exempt from sales tax.,
04/28/2022,04/29/2022,626c2de7f360535f53963fe7,Rag & Bone Standard Issue Canvas Sneakers Grey Size 38,Women,Shoes,Sneakers,rag & bone,Gray,38EU,N,Y,N,$8.00,$37.00,$59.00,$0.00,$0.00,$29.60,OR,97124,--,,State does not currently impose a sales tax.,
03/25/2022,04/27/2022,626967d2584b3dd4bc1a1ab7,Vintage Rare Lauren Ralph Lauren Quilted Barn Jacket | Green Medium,Men,Jackets & Coats,,Lauren Ralph Lauren,Green,M,N,Y,N,$7.60,$140.00,$200.00,$7.67,$0.00,$104.33,NY,10990,$11.38,$0.00,,
04/27/2022,04/29/2022,622e44b16200d19332680609,Abercrombie & Fitch Twist Knot Slide Sandals 9.5,Women,Shoes,Sandals,Abercrombie & Fitch,Tan,9.5,N,Y,N,$7.25,$15.00,$25.00,$0.00,$0.00,$12.00,CA,95304,$1.25,$0.00,,
04/22/2022,05/01/2022,626e6e36421e325dd3395807,Francesca's Yellow Floral Romper NWT,Women,Pants & Jumpsuits,Jumpsuits & Rompers,Francesca's Collections,,S,N,Y,Y,$9.00,$15.00,$20.00,$0.00,$0.00,$12.00,FL,33513,$1.59,$0.00,,
05/01/2022,05/02/2022,626fd6619c0cab549156276d,Lululemon Athletica Speed Track Short Bali Breeze Size 6,Women,Shorts,Bike Shorts,lululemon athletica,Blue,6,N,Y,N,$6.70,$38.00,$45.00,$1.72,$0.00,$28.68,TX,78801,$2.97,$0.00,,
04/13/2022,05/03/2022,627167ddca8664be33a8d8ef,Torrid Velvet Floral Platform Heel Size 13WW,Women,Shoes,Heels,torrid,,13,N,Y,N,$5.60,$25.00,$39.00,$0.00,$0.00,$20.00,VA,23225,$1.51,$0.00,,
04/19/2022,05/01/2022,626e8b6563de85c9918dbbf2,Lucky Brand Cahill Convertible Leather Loafer | Blue Size 8.5,Women,Shoes,Flats & Loafers,Lucky Brand,Blue,8.5,N,Y,N,$7.12,$20.00,$38.00,$0.00,$0.00,$16.00,WA,99301,$2.41,$0.00,,
04/30/2022,05/03/2022,627107abca8664d03d80bcb9,Karl Lagerfeld White Formal Tweed Jacket Size 10,Women,Jackets & Coats,Blazers & Suit Jackets,Karl Lagerfeld,White,10,N,Y,N,$6.70,$30.00,$45.00,$0.00,$0.00,$24.00,CA,91360,$2.18,$0.00,,
04/20/2022,05/02/2022,626ff588a7729d3784309301,Coach Cleo Suede Heeled Platform Clogs,Women,Shoes,Heels,Coach,Brown,8.5,N,N,N,$8.00,$35.00,$35.00,$0.00,$0.00,$28.00,NJ,7032,$0.00,$0.00,This sale is exempt from sales tax.,
05/01/2022,05/03/2022,62711babeb7812c2ee1761ec,Nautica Classic Fit Deck Short,Men,Shorts,Flat Front,Nautica,Blue,36,N,N,N,$0.00,$15.00,$15.00,$0.00,$0.00,$12.00,LA,70739,$1.57,$0.00,,
04/29/2022,05/05/2022,6273eeec314718610ed79269,Abercrombie & Fitch Satin Mini Slip Dress Size M,Women,Dresses,Mini,Abercrombie & Fitch,Tan,M,N,Y,N,$9.40,$27.00,$30.00,$0.00,$0.00,$21.60,GA,30096,$2.08,$0.00,,
04/26/2022,05/05/2022,6273b2c3fc204dba5e662187,HOKA Women's Challenger ATR 6 All Terrain Shoes Cascade/Ombre Blue Size 8,Women,Shoes,Athletic Shoes,Hoka,Blue,8,N,Y,N,$8.00,$35.00,$58.00,$0.00,$0.00,$28.00,GA,31901,$3.84,$0.00,,
05/04/2022,05/09/2022,6278f32031cfff22085e7668,American Eagle Floral Print Tank Small,Women,Tops,Tank Tops,American Eagle Outfitters,Red,S,Y,Y,N,$6.40,$7.53,$16.00,$0.00,$0.00,$6.02,VA,22939,$0.40,$0.00,,
05/05/2022,05/09/2022,6278f32031cfff22085e7668,Saturday Sunday Knit French Terry Jacket,Women,Jackets & Coats,,Anthropologie,Gray,M,Y,Y,N,$5.00,$13.18,$28.00,$0.00,$0.00,$10.54,VA,22939,$0.70,$0.00,,
04/26/2022,05/09/2022,6278f32031cfff22085e7668,Zara Basic Cheetah Print Peplum Tank,Women,Tops,Tank Tops,Zara,,M,Y,Y,N,$8.00,$7.53,$16.00,$0.00,$0.00,$6.02,VA,22939,$0.40,$0.00,,
05/07/2022,05/09/2022,6278f32031cfff22085e7668,Urban Romantics Tiny Leopard Print Smocked Peplum Blouse,Women,Tops,Blouses,Urban Romantics,Tan,M,Y,Y,N,$0.00,$11.76,$25.00,$0.00,$0.00,$9.42,VA,22939,$0.63,$0.00,,
05/06/2022,05/06/2022,6275d0f9f68224f07c0b5a31,Torrid Ombre Knotted Slide Sandals Size 8.5W,Women,Shoes,Sandals,torrid,Pink,8.5,N,Y,N,$7.50,$22.00,$28.00,$1.72,$0.00,$15.88,MN,55128,$0.00,$0.00,This sale is exempt from sales tax.,
04/28/2022,05/08/2022,6277f1240f00c3e3df89cfc1,Athleta Wander Utility Pant | Green Size 10,Women,Pants & Jumpsuits,Skinny,Athleta,Green,10,N,Y,N,$8.00,$44.00,$59.00,$2.68,$0.00,$32.52,WI,54016,$2.69,$0.00,,
05/09/2022,05/11/2022,627bca2e7824daf12179acb4,"Lululemon Align Scalloped Hem High Rise Crop 23"" Leggings Black Size 8",Women,Pants & Jumpsuits,Leggings,lululemon athletica,Black,8,N,Y,N,$8.00,$38.00,$65.00,$0.00,$0.00,$30.40,WI,53213,$2.51,$0.00,,
05/03/2022,05/07/2022,6276cc01a869d6610bd1125b,Mountain Hardware Printed Popover Top 4,Women,Tops,Button Down Shirts,Mountain Hardwear,Green,4,N,Y,N,$6.40,$20.00,$28.00,$0.00,$0.00,$16.00,AZ,85750,$1.22,$0.00,,
04/11/2022,05/08/2022,62783afea9598f22327b3717,Pilcro Floral Embroidered Slim Boyfriend Jeans Size 26,Women,Jeans,Boyfriend,Pilcro,Blue,26,N,Y,N,$5.60,$25.00,$48.00,$0.00,$0.00,$20.00,CA,91381,$2.37,$0.00,,
04/28/2022,05/06/2022,6274f9894e28766b8ad4b123,BCBGeneration Taupe Gladiator Heels,Women,Shoes,Heels,BCBGeneration,Tan,9.5,N,Y,N,$8.30,$18.00,$26.00,$1.72,$0.00,$12.68,OH,43537,$1.86,$0.00,,
04/24/2022,05/10/2022,61d67359a82973dad5b93b05,Paige Laurel Canyon Low Rise Flare Jeans 28,Women,Jeans,Flare & Wide Leg,PAIGE,Blue,28,N,Y,N,$10.00,$29.00,$45.00,$1.72,$0.00,$21.48,NJ,7016,$0.00,$0.00,This sale is exempt from sales tax.,
05/01/2022,05/07/2022,62770243fc204dd52e377517,Free People Geometric Open Back Tank,Women,Tops,Tank Tops,Free People,,XS,N,Y,N,$6.00,$12.00,$18.00,$1.72,$0.00,$7.33,UT,84302,$0.80,$0.00,,
05/02/2022,05/11/2022,627c383be0b7c70bfc2ebcdf,Franco Sarto Global 2 Cheetah Print Calf Hair Pump Size 9.5,Women,Shoes,Heels,Franco Sarto,,9.5,N,N,N,$7.07,$44.00,$44.00,$0.00,$0.00,$35.20,VA,22031,$2.64,$0.00,,
04/15/2022,05/11/2022,627c6a1f4682327880424e9d,Kate Spade Navy/White Pajama Tank Dress,Women,Dresses,,kate spade,,M,N,Y,N,$9.00,$20.00,$34.00,$0.00,$0.00,$16.00,AL,35223,$1.60,$0.00,,
04/29/2022,05/12/2022,627db59fdb99b927319c14de,Brandy Melville High Waist Cut Off Shorts Size 28,Women,Shorts,High Waist,Brandy Melville,Blue,28,N,Y,N,$9.40,$15.00,$24.00,$0.00,$0.00,$12.00,PA,19130,$0.00,$0.00,This sale is exempt from sales tax.,
04/23/2022,05/15/2022,62814d647e1008af901b3454,Fenty x Puma Leather Bow Lace Up Creeper Sandal 10,Women,Shoes,Sandals,Fenty Puma by Rihanna,Tan,10,N,Y,N,$7.80,$30.00,$54.00,$0.00,$0.00,$24.00,PA,18103,$0.00,$0.00,This sale is exempt from sales tax.,
05/13/2022,05/14/2022,627ff0cb72c24693a8f57642,New Balance Fresh Foam Zante V3 Blue/Silver Size 9,Men,Shoes,Athletic Shoes,New Balance,Blue,9,N,Y,N,$8.00,$34.00,$45.00,$1.72,$0.00,$25.48,TX,77546,$3.30,$0.00,,
04/18/2022,05/12/2022,627d0807e80523a57e97050b,Abercrombie & Fitch The Vegan Leather Moto Jacket Taupe XS,Women,Jackets & Coats,Leather Jackets,Abercrombie & Fitch,Cream,XS,N,Y,N,$7.12,$40.00,$60.00,$0.00,$0.00,$32.00,CO,80104,$3.16,$0.00,,
05/09/2022,05/17/2022,6283d8bb528779cfc0d740db,Paige Peg Super Skinny Jeans,Women,Jeans,Skinny,PAIGE,Blue,27,N,Y,N,$6.60,$24.00,$30.00,$1.72,$0.00,$17.48,WA,98092,$2.61,$0.00,,
05/17/2022,05/17/2022,628476499c0cabec5823fe0a,NWT Born Trinity T-Strap Sandals | Gold Metallic Size 11,Women,Shoes,Sandals,Born,Gold,11,N,Y,Y,$7.50,$29.00,$39.00,$1.72,$0.00,$21.48,CA,91604,$2.75,$0.00,,
05/09/2022,05/18/2022,6284dac95287796e914349f5,Brooks Revel Road Running Shoes Women's Black/White/Gold Size 9.5,Women,Shoes,Sneakers,Brooks,"Black,Gold",9.5,N,Y,N,$8.00,$35.00,$45.00,$0.00,$0.00,$28.00,CA,91942,$2.98,$0.00,,
05/13/2022,05/15/2022,6280a57c8f43b30e3cfe09ff,Born Ruby Platform Wedge Leather Sandal | Raspberry Size 8,Women,Shoes,Sandals,Born,,8,N,Y,N,$8.00,$39.00,$48.00,$0.00,$0.00,$31.20,CA,94043,$3.56,$0.00,,
05/13/2022,05/13/2022,627eda7ee1d990dfd0e68c6e,Hey Dude Cindy Chukka Style Sneaker Dark Grey Women's Size 9,Women,Shoes,Sneakers,Hey Dude Shoes,Gray,9,N,Y,N,$0.00,$35.00,$48.00,$0.00,$0.00,$28.00,WI,53011,$2.35,$0.00,,
05/13/2022,05/14/2022,628074e90ea1c575c001320f,Dansko Vegan Professional Paisley Print Tapestry Velvet Clogs Size 37,Women,Shoes,Mules & Clogs,Dansko,Brown,37EU,N,N,N,$8.00,$48.00,$48.00,$0.00,$0.00,$38.40,CO,80231,$4.23,$0.00,,
04/20/2022,05/16/2022,6282e15b32a84a8e3df456ca,Fioni Pink Patent Ballet Flats,Women,Shoes,Flats & Loafers,Fioni,,8,N,Y,N,$6.00,$9.00,$14.00,$1.72,$0.00,$4.33,GA,30034,$1.20,$0.00,,
05/02/2022,05/17/2022,6283c214b13b502f47d1651c,Mila Paoli Black Leather Sandals,Women,Shoes,Sandals,Mila Paoli,Black,7,N,Y,N,$8.00,$18.00,$21.00,$1.72,$0.00,$12.68,IN,47401,$1.26,$0.00,,
05/09/2022,05/13/2022,627ebfaee80523f0845d52e1,Abercrombie & Fitch High Waist Pull On Shorts | Black Size Small,Women,Shorts,Jean Shorts,Abercrombie & Fitch,Black,S,N,Y,N,$8.00,$20.00,$25.00,$1.72,$0.00,$14.28,IN,46140,$1.40,$0.00,,
05/13/2022,05/14/2022,62803cbb3147180d63fe339d,Zara W&B Collection Striped Scoop Neck Long Sleeve Top,Women,Tops,Tees - Long Sleeve,Zara,Black,S,N,Y,N,$7.40,$15.00,$22.00,$1.72,$0.00,$10.28,CA,90260,$1.54,$0.00,,
05/16/2022,05/17/2022,6283e11e7e1008d4d9cbf95e,Lucky Brand Marshha Leather Wedge Sandals Size 8.5,Women,Shoes,Wedges,Lucky Brand,Black,8.5,N,Y,N,$0.00,$20.00,$40.00,$0.00,$0.00,$16.00,OH,44253,$1.87,$0.00,,
05/09/2022,05/17/2022,62838c378a92fb6fd80704b7,Abercrombie & Fitch Cable Knit Sweater,Women,Sweaters,,Abercrombie & Fitch,White,S,N,Y,N,$5.00,$17.00,$21.00,$0.00,$0.00,$13.60,CT,6019,$1.57,$0.00,,
05/10/2022,05/17/2022,628451e55c6ef6dccefa3efd,Athleta Sculptek Skinny Jeans Size 4,Women,Jeans,Skinny,Athleta,,4,N,Y,N,$10.00,$20.00,$40.00,$0.00,$0.00,$16.00,OH,44001,$1.80,$0.00,,
05/10/2022,05/18/2022,6285517742384cb82006055a,Free People Mid Rise Crop Boyfriend Jeans 29,Women,Jeans,Ankle & Cropped,Free People,Blue,29,Y,Y,N,$7.21,$24.81,$40.00,$0.00,$0.00,$19.85,AL,35226,$1.98,$0.00,,
05/03/2022,05/18/2022,6285517742384cb82006055a,Saucony Original Hornet Sneaker Orange/White Size 7.5,Women,Shoes,Athletic Shoes,Saucony,Orange,7.5,Y,Y,N,$7.07,$24.19,$39.00,$0.00,$0.00,$19.35,AL,35226,$1.94,$0.00,,
05/09/2022,05/19/2022,6286d81e02bd600495850c60,Joe's Jeans Petite Bootcut Jeans Neveah Wash 29,Women,Jeans,Boot Cut,Joe's Jeans,Blue,29,N,Y,N,$9.43,$29.00,$44.00,$1.72,$0.00,$21.48,CA,92627,$2.25,$0.00,,
04/28/2022,05/18/2022,62854596d872b4d8e5d59a10,Abercrombie & Fitch Super Skinny Ankle Jeans 4 Short,Women,Jeans,Ankle & Cropped,Abercrombie & Fitch,Gray,4,N,Y,N,$3.40,$28.00,$38.00,$1.72,$0.00,$20.68,OH,44321,$2.29,$0.00,,
05/18/2022,05/19/2022,621646d120fc70c0aee50d6f,Schutz Tarla Platform Wedge Slide Sandal In Light Wood Size 6.5,Women,Shoes,Wedges,SCHUTZ,Tan,6.5,N,Y,N,$7.50,$60.00,$90.00,$0.00,$0.00,$48.00,TN,37215,$6.10,$0.00,,
05/17/2022,05/21/2022,62893b4d8d97845697ac55d1,NWT Khombu Pisa Waterproof Suede Wedge Boots | Black Size 6,Women,Shoes,Winter & Rain Boots,Khombu,Black,6,N,Y,Y,$7.50,$29.00,$39.00,$1.72,$0.00,$21.48,MN,55075,$0.00,$0.00,This sale is exempt from sales tax.,
05/05/2022,05/18/2022,628593eab685835d79eab71e,Sam Edelman Paula Perforated Suede Ankle Booties | Black 8,Women,Shoes,Ankle Boots & Booties,Sam Edelman,Black,8,N,Y,N,$7.50,$28.00,$39.00,$2.68,$0.00,$19.72,WI,53597,$1.81,$0.00,,
05/03/2022,05/21/2022,6289c015a9598f38eac910b6,Sperry Authentic Original Float Boat Shoe Navy Size 8,Women,Shoes,Flats & Loafers,Sperry,Blue,8,N,Y,N,$7.07,$30.00,$39.00,$0.00,$0.00,$24.00,MD,20852,$1.80,$0.00,,
05/08/2022,05/21/2022,6289bf258f43b35be42b26a7,LRL Ralph Lauren Cambree Espadrille Wedge Heels | Size 7.5,Women,Shoes,Wedges,Lauren Ralph Lauren,Brown,7.5,N,Y,N,$0.00,$20.00,$32.00,$0.00,$0.00,$16.00,GA,30062,$1.66,$0.00,,
05/09/2022,05/21/2022,628973b542384c37f0e06073,KUT from the Kloth Catharine Cuffed Boyfriend Jeans Size 4,Women,Jeans,Skinny,Kut from the Kloth,Blue,4,N,Y,N,$8.00,$29.00,$34.00,$1.72,$0.00,$21.48,AL,35594,$2.32,$0.00,,
05/18/2022,05/25/2022,628e2208c61f2558940b7b37,Abercrombie & Fitch Skinny Jeans Size 2,Women,Jeans,Skinny,Abercrombie & Fitch,Blue,2,N,Y,N,$10.00,$19.00,$35.00,$0.00,$0.00,$15.20,OR,97739,--,,State does not currently impose a sales tax.,
05/22/2022,05/22/2022,628af5a67e100847f9333249,Tory Burch Adrienne Suede Wedge Ankle Booties 5.5,Women,Shoes,Ankle Boots & Booties,Tory Burch,Black,5.5,N,Y,N,$27.89,$44.00,$78.00,$1.72,$0.00,$33.48,NJ,7601,$0.00,$0.00,This sale is exempt from sales tax.,
05/18/2022,05/20/2022,6288208396620e3e1f36eb04,Sofft Brenley Lasercut Leather Chelsea Ankle Boot | Brown Size 8.5,Women,Shoes,Ankle Boots & Booties,Sofft,Brown,8.5,N,Y,N,$7.50,$40.00,$50.00,$0.00,$0.00,$32.00,CT,6470,$3.03,$0.00,,
05/18/2022,05/23/2022,628c09ab421e3201eb4835c3,Dolce Vita Umbria Platform Espadrille Sandals Girls' Size 4,Kids,Shoes,Sandals & Flip Flops,Dolce Vita,Silver,4G,N,Y,N,$7.50,$17.00,$25.00,$0.00,$0.00,$13.60,TX,75766,$1.67,$0.00,,
05/05/2022,05/27/2022,6290cde3b685836e85dc2f85,Maeve by Anthropologie Lila Tiered Tunic Top | Black/White Medium,Women,Tops,Tunics,Anthropologie,Black,M,Y,Y,N,$6.40,$11.99,$34.00,$0.00,$0.00,$9.59,NY,11934,$0.64,$0.00,,
05/08/2022,05/27/2022,6290cde3b685836e85dc2f85,Soft Surroundings Wool Blend Cardigan,Women,Sweaters,Cardigans,Soft Surroundings,Cream,S,Y,Y,N,$6.70,$12.69,$36.00,$0.00,$0.00,$10.15,NY,11934,$0.68,$0.00,,
05/24/2022,05/27/2022,6290cde3b685836e85dc2f85,Free People Beaded Camisole Tank | Terra Cotta Size 4,Women,Tops,Tank Tops,Free People,Orange,4,Y,Y,N,$6.80,$15.51,$44.00,$0.00,$0.00,$12.41,NY,11934,$0.81,$0.00,,
05/01/2022,05/27/2022,6290cde3b685836e85dc2f85,Soft Surroundings Smocked Bell Sleeve Top,Women,Tops,Blouses,Soft Surroundings,Blue,XS,Y,Y,N,$8.50,$8.81,$25.00,$0.00,$0.00,$7.05,NY,11934,$0.49,$0.00,,
05/17/2022,05/26/2022,6290221f23b61c28a9726b84,Blowfish Malibu Slip On Sneaker | Dusty Pink Size 8.5,Women,Shoes,Sneakers,Blowfish,Pink,8.5,N,Y,N,$7.50,$18.00,$29.00,$0.00,$0.00,$14.40,MI,48187,$1.54,$0.00,,
05/24/2022,05/26/2022,628fc01423b61cebe041e7ec,Vintage Burberry Burberry's Glen Plaid Sport Coat Tan Size 40L,Men,Suits & Blazers,Sport Coats & Blazers,Burberry,Brown,40L,N,Y,N,$6.80,$65.00,$89.00,$2.68,$0.00,$49.32,SC,29016,$5.60,$0.00,,
05/09/2022,05/26/2022,6280a19ff6822481eb1fbb74,Pro-Fit Sportswear Seamless Knit Sports Bra,Women,Intimates & Sleepwear,Sports Bras,Pro-Fit,Orange,M,N,Y,Y,$0.00,$8.00,$11.00,$0.00,$0.00,$5.05,OH,44438,$1.06,$0.00,,
05/15/2022,05/26/2022,628fbc6223ff46657989b104,7 For All Mankind Rolled Hem Denim Shorts Size 30,Women,Shorts,Jean Shorts,7 For All Mankind,Blue,30,N,Y,N,$5.15,$20.00,$38.00,$0.00,$0.00,$16.00,OR,97754,--,,State does not currently impose a sales tax.,
05/18/2022,05/20/2022,628747c647471a8be0e84cd1,Nike Pro Dri-Fit Star Print Multicolor Leggings Size XL,Women,Pants & Jumpsuits,Leggings,Nike,Black,XL,N,Y,N,$7.50,$25.00,$28.00,$0.00,$0.00,$20.00,OH,43420,$2.38,$0.00,,
05/27/2022,05/31/2022,629630b2fdcbf6e164048ed7,Vince Camuto Goldie Kitten Heel Black Leather Pumps Size 10,Women,Shoes,Heels,Vince Camuto,Black,10,N,N,N,$0.00,$35.00,$35.00,$0.00,$0.00,$28.00,CA,92131,$2.72,$0.00,,
05/09/2022,05/25/2022,628ef4367824da9f5c465d20,Sacha London Patent Leather Sandals | Nude/Black/Gold 40,Women,Shoes,Sandals,Sacha London,Tan,40EU,N,Y,N,$8.60,$25.00,$34.00,$2.68,$0.00,$17.32,MA,2717,$0.00,$0.00,This sale is exempt from sales tax.,
04/26/2022,05/28/2022,629243cb23b61cdfeb374064,Rebecca Minkoff Darren Shoulder Bag Black/Gold Leather,Women,Bags,Shoulder Bags,Rebecca Minkoff,Black,OS,N,Y,N,$8.00,$65.00,$155.00,$0.00,$0.00,$52.00,MD,21403,$3.90,$0.00,,
05/26/2022,05/28/2022,625dda5d8f43b396b75162c1,Vans Authentic Core Classics Low Top Sneakers | Grey Size 8,Women,Shoes,Sneakers,Vans,Gray,8,N,Y,N,$8.00,$20.00,$30.00,$0.00,$0.00,$16.00,NE,68372,$1.94,$0.00,,
05/16/2022,05/31/2022,62967ab257de975bf7f53ba5,Fossil Y2K Woven Straw Satchel Handbag | Brown,Women,Bags,Satchels,Fossil,Brown,OS,N,Y,N,$7.40,$20.00,$39.00,$0.00,$0.00,$16.00,SC,29585,$1.66,$0.00,,
05/31/2022,06/01/2022,629786377e10086f56a0cf39,Madewell Pull On Shorts In Evelyn Stripe Size Medium,Women,Shorts,,Madewell,Gray,M,N,Y,N,$6.80,$25.00,$35.00,$1.72,$0.00,$18.28,TX,75703,$2.56,$0.00,,
05/15/2022,05/27/2022,629164384e287677799aabe4,Vintage 80's Christian Dior Double Breasted Red Wool Coat Size 2,Women,Jackets & Coats,,Christian Dior,Red,2,N,Y,N,$5.15,$100.00,$225.00,$0.00,$0.00,$80.00,PA,19106,$0.00,$0.00,This sale is exempt from sales tax.,
04/30/2022,05/28/2022,62930f9f5561f78897b24c55,The North Face Osito 2 Fleece Jacket,Women,Jackets & Coats,,The North Face,Green,S,N,Y,N,$8.50,$19.00,$28.00,$0.00,$0.00,$15.20,CA,95693,$1.48,$0.00,,
05/24/2022,05/29/2022,6292d4135fee8355ab36328d,Ann Taylor Scalloped Leather Pointed Toe Pumps | Nude Size 9,Women,Shoes,Heels,Ann Taylor,Tan,9,N,Y,N,$6.80,$24.00,$38.00,$0.00,$0.00,$19.20,CA,94115,$2.07,$0.00,,
05/25/2022,05/27/2022,62913eda509fa807d09abddc,BECCA by Rebecca Virtue One Shoulder One Piece Swimsuit | Black Size M,Women,Swim,One Pieces,BECCA by Rebecca Virtue,Black,M,N,Y,N,$6.80,$60.00,$85.00,$0.00,$0.00,$48.00,CO,80403,$2.70,$0.00,,
05/26/2022,06/02/2022,62994c1a20fc70eadbab150e,Vintage NFL Cleveland Browns AJD Corduroy Snapback Hat,Men,Accessories,Hats,NFL,Brown,OS,N,Y,N,$7.25,$28.00,$55.00,$0.00,$0.00,$22.40,MO,63104,--,,State does not currently impose a sales tax.,
05/05/2022,06/02/2022,6298d364cdb4787f29c8c54a,Michael Kors Caged Strap Stiletto Sandals | Size 6.5,Women,Shoes,Heels,MICHAEL Michael Kors,,6.5,N,Y,N,$7.50,$22.00,$34.00,$1.72,$0.00,$15.88,MA,1027,$0.00,$0.00,This sale is exempt from sales tax.,
05/23/2022,06/01/2022,62978590f3605397a002ea43,Madewell Cali Demi-Boot Jeans | Black Size 26,Women,Jeans,Ankle & Cropped,Madewell,Black,26,N,Y,N,$7.50,$30.00,$55.00,$0.00,$0.00,$24.00,MI,48104,$2.26,$0.00,,
05/24/2022,05/31/2022,62963477a1d4134d4b2c8ba1,AG Adriano Goldschmied The Matchbox Slim Straight Jeans 31x34,Men,Jeans,Slim Straight,Ag Adriano Goldschmied,Blue,31,N,Y,N,$7.50,$49.00,$55.00,$0.00,$0.00,$39.20,AK,99587,$0.00,$0.00,This sale is exempt from sales tax.,
05/11/2022,06/03/2022,629a625947471aeefb0f4e65,Michael Michael Kors Girls' Ridear Logo Riding Boots Size 5,Kids,Shoes,Boots,MICHAEL Michael Kors,Black,5G,N,Y,N,$9.00,$30.00,$40.00,$0.00,$0.00,$24.00,TX,78216,$3.13,$0.00,,
06/01/2022,06/05/2022,629ce630717660fedcc6f8c0,On Cloud X Training Shoe Grey Atlantic Size 10.5,Women,Shoes,Athletic Shoes,On Cloud,,10.5,N,Y,N,$7.07,$79.00,$105.00,$2.68,$0.00,$60.52,TX,78626,$5.25,$0.00,,
06/02/2022,06/04/2022,629be60ba1d41313ad6b5cfb,Sam Edelman Yaro Ankle Strap Block Heel Sandals | Fuchsia Size 8.5,Women,Shoes,Heels,Sam Edelman,Pink,8.5,N,Y,N,$0.00,$40.00,$59.00,$0.00,$0.00,$32.00,FL,32218,$3.58,$0.00,,
05/19/2022,06/05/2022,629d5d985c6ef680975ccf2a,Enzo Angiolini Leather & Calf Hair Leopard Print Liberty Flats Size 9.5,Women,Shoes,Flats & Loafers,Enzo Angiolini,Brown,9.5,N,Y,N,$0.00,$17.00,$35.00,$0.00,$0.00,$13.60,MN,55906,$0.00,$0.00,This sale is exempt from sales tax.,
05/22/2022,06/01/2022,6297c1307e1008a7bcb190d8,BCBGeneration Metallic Surplice Midi Dress Black Size M,Women,Dresses,Midi,BCBGeneration,Black,M,Y,Y,N,$7.50,$14.62,$38.00,$0.00,$0.00,$11.70,KS,66226,$1.65,$0.00,,
05/16/2022,06/01/2022,6297c1307e1008a7bcb190d8,Intimately Free People Black Marble Cami,Women,Tops,Tank Tops,Free People,,S,Y,Y,N,$9.00,$9.62,$25.00,$0.00,$0.00,$7.70,KS,66226,$1.17,$0.00,,
05/02/2022,06/01/2022,6297c1307e1008a7bcb190d8,Sperry Celeste Wedge Bootie,Women,Shoes,Ankle Boots & Booties,Sperry,Brown,9,Y,Y,N,$8.00,$15.76,$41.00,$0.00,$0.00,$12.60,KS,66226,$1.76,$0.00,,
06/01/2022,06/06/2022,629e5bed23ff468b6aaa7c56,Anthropologie The Essential Crop Flare Pants | Green Size 2,Women,Pants & Jumpsuits,Ankle & Cropped,Anthropologie,Green,2,N,Y,N,$6.70,$25.00,$39.00,$1.72,$0.00,$18.28,GA,30415,$2.48,$0.00,,
05/24/2022,06/07/2022,629f3cb6314718d177a6508c,7 For All Mankind A Pocket Bootcut Jeans,Women,Jeans,Boot Cut,7 For All Mankind,Blue,28,N,Y,N,$7.60,$39.00,$44.00,$0.00,$0.00,$31.20,CA,92503,$3.03,$0.00,,
05/13/2022,06/07/2022,62a009cdda8f9ef1a8a590a1,Steve Madden Coulter Quilted Slip On Sneaker,Women,Shoes,Sneakers,Steve Madden,,7.5,N,Y,N,$8.00,$19.00,$30.00,$0.00,$0.00,$15.20,NJ,7470,$0.00,$0.00,This sale is exempt from sales tax.,
