Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
CDLM 3,09/04/2023,Mediodía,62,167,460923,405029,48536,7358,16,2,0,217083,0,31813,0,0
CDLM 2,09/04/2023,Mediodía,40,93,300225,254619,43506,2100,13,1,0,30142,90487,20186,63838,"2339,5"
CDLM 5,09/04/2023,Noche,50,0,149532,149532,0,0,0,0,295160,16608,34990,0,7989,0
CDLM 1,09/04/2023,Noche,73,112,"442611,8","306609,8",136002,0,36,0,776833,137171,0,71554,0,17635
CDLM 2,09/04/2023,Noche,23,35,152696,85498,64677,2521,12,1,347702,40810,29872,53826,0,0
CDLM 3,09/04/2023,Noche,48,107,323312,294846,24845,3621,7,1,741119,224593,0,7029,0,6752
CDLM 4,09/04/2023,Noche,33,6,117989,19932,94007,4050,29,1,183757,6041,0,43905,6220,2315
CDLM 6,09/04/2023,Noche,76,81,336928,188117,145661,3150,50,1,652774,39285,40770,"75138,7",67266,"5864,5"
La Embajada,10/04/2023,Mediodía,2,0,"28143,04","28143,04",0,0,0,0,0,0,0,0,0,0
CDLM 4,10/04/2023,Mediodía,17,20,77745,41081,36664,0,10,0,0,0,18515,24022,1797,7255
CDLM 5,10/04/2023,Mediodía,13,0,37268,37268,0,0,0,0,0,8180,9190,0,4560,0
CDLM 6,10/04/2023,Mediodía,46,19,159679,48825,110854,0,38,0,0,13074,13722,55556,9806,5663
CDLM 1,10/04/2023,Mediodía,67,85,"320795,4","235291,4",82300,3204,29,2,0,"86544,3",0,49449,0,2521
CDLM 2,10/04/2023,Mediodía,15,14,80825,44164,36661,0,11,0,0,22767,13709,"22694,2",1200,0
CDLM 3,10/04/2023,Mediodía,27,43,139822,110346,29476,0,10,0,0,54936,0,8584,0,7668
CDLM 1,10/04/2023,Noche,54,74,"298648,95","178422,95",120226,0,32,0,516582,"118295,75",0,76630,0,"6534,5"
CDLM 2,10/04/2023,Noche,14,22,76756,56153,15133,5470,15,1,100160,5801,15282,9640,9592,0
CDLM 3,10/04/2023,Noche,34,70,223902,181978,41924,0,10,0,221500,20294,33904,30042,34260,0
CDLM 4,10/04/2023,Noche,19,27,98026,68874,29152,0,9,0,47339,5740,24113,18463,15168,0
CDLM 5,10/04/2023,Noche,30,0,83451,83451,0,0,0,0,123119,9160,24338,0,12350,0
CDLM 6,10/04/2023,Noche,57,46,"252673,6","125897,6",126176,600,39,1,206038,17492,60616,"69140,4",13668,2499
La Embajada,10/04/2023,Noche,6,0,"35093,58","35093,58",0,0,0,0,"6034,51",0,"7232,35",0,0,0
La Embajada,11/04/2023,Mediodía,1,0,"3599,84","3599,84",0,0,0,0,0,"3599,84",0,0,0,0
CDLM 4,11/04/2023,Mediodía,23,28,106193,67961,38232,0,13,0,0,61225,0,19841,0,0
CDLM 5,11/04/2023,Mediodía,35,0,100822,100822,0,0,0,0,0,5890,18658,0,23220,0
CDLM 6,11/04/2023,Mediodía,62,38,247136,117650,129486,0,44,0,0,38308,17688,54756,3850,"6984,5"
CDLM 1,11/04/2023,Mediodía,52,71,251044,179338,66035,5671,20,2,0,70995,0,39232,0,7367
CDLM 3,11/04/2023,Mediodía,43,70,200055,162549,37506,0,13,0,0,87258,0,15882,0,999
CDLM 2,11/04/2023,Mediodía,22,21,"109758,2","66818,2",32861,10079,10,3,0,29686,12020,15405,0,0
La Embajada,11/04/2023,Noche,1,0,"18503,46","18503,46",0,0,0,0,22000,0,"15575,22",0,0,0
CDLM 1,11/04/2023,Noche,57,49,286176,145035,125812,15329,33,4,445534,89434,0,64223,0,"13238,5"
CDLM 2,11/04/2023,Noche,10,32,103252,78145,20065,5042,4,1,141047,0,7812,12159,21793,0
CDLM 3,11/04/2023,Noche,30,45,167788,126933,40855,0,12,0,195951,81762,0,28345,0,0
CDLM 4,11/04/2023,Noche,23,25,102074,69037,33037,0,13,0,133750,3415,12289,"13740,2",35526,2099
CDLM 5,11/04/2023,Noche,31,0,93139,93139,0,0,0,0,181042,13666,26949,0,15536,0
CDLM 6,11/04/2023,Noche,65,65,350547,181629,149848,19070,38,2,195549,141321,0,"90533,3",0,"1868,5"
La Embajada,12/04/2023,Mediodía,0,0,"15331,19","15331,19",0,0,0,0,0,0,0,0,0,0
CDLM 6,12/04/2023,Mediodía,43,28,174793,78923,94520,1350,30,1,0,25123,31203,38331,0,10255
CDLM 4,12/04/2023,Mediodía,41,31,141349,69788,71561,0,27,0,0,23548,0,39755,0,1599
CDLM 5,12/04/2023,Mediodía,36,0,96637,96637,0,0,0,0,0,13550,18720,0,17508,0
CDLM 3,12/04/2023,Mediodía,34,73,212509,185750,26759,0,8,0,0,123524,0,18190,0,0
CDLM 2,12/04/2023,Mediodía,15,15,85602,53452,30800,1350,11,1,0,0,11885,"12929,4",0,0
CDLM 1,12/04/2023,Mediodía,71,70,"308334,4",179962,117456,"10916,4",42,10,0,109846,0,55693,0,19996
CDLM 1,12/04/2023,Noche,65,41,295093,120709,164009,10375,48,3,510772,86468,0,"75616,4",0,"39715,5"
CDLM 2,12/04/2023,Noche,21,25,124358,60235,61245,2878,14,1,91281,6185,10800,54309,26946,0
CDLM 3,12/04/2023,Noche,31,68,187191,160051,27140,0,7,0,342877,101875,0,15025,0,960
CDLM 4,12/04/2023,Noche,27,20,144167,56960,80537,6670,18,1,223588,34191,0,"44975,2",0,3996
CDLM 5,12/04/2023,Noche,31,0,78784,78784,0,0,0,0,115380,20769,27816,0,6599,0
CDLM 6,12/04/2023,Noche,63,48,296365,142781,153584,0,46,0,381004,58167,0,"71979,4",0,"8337,5"
La Embajada,12/04/2023,Noche,3,0,"65480,4","65480,4",0,0,0,0,"57367,45","27375,61","13987,67",0,0,0
La Embajada,13/04/2023,Mediodía,1,0,"3435,95","3435,95",0,0,0,0,0,0,"3435,95",0,0,0
CDLM 4,13/04/2023,Mediodía,19,9,73173,20566,47537,5070,15,1,0,9070,0,24587,0,999
CDLM 5,13/04/2023,Mediodía,44,0,133991,133991,0,0,0,0,0,34649,38979,0,16730,0
CDLM 1,13/04/2023,Mediodía,63,101,"330392,3","251502,8",62380,"16509,5",19,5,0,129771,0,36003,0,0
CDLM 6,13/04/2023,Mediodía,62,50,252036,120811,131225,0,44,0,0,26367,62585,70300,22030,5365
CDLM 2,13/04/2023,Mediodía,18,19,114434,52634,39509,22291,10,2,0,63275,6683,32028,0,0
CDLM 3,13/04/2023,Mediodía,41,83,231849,185634,46215,0,12,0,0,"81099,5",0,21046,0,0
CDLM 1,13/04/2023,Noche,60,70,"312188,5","187728,5",124460,0,32,0,548858,80849,0,72895,0,13197
CDLM 2,13/04/2023,Noche,23,29,140038,76900,57116,6022,14,2,114637,36057,2669,37829,8000,0
CDLM 3,13/04/2023,Noche,32,58,177776,136498,41278,0,10,0,209112,99562,0,28533,0,0
CDLM 4,13/04/2023,Noche,25,35,128024,89664,38360,0,11,0,117258,12307,9618,14172,8405,"2867,5"
CDLM 5,13/04/2023,Noche,35,0,122664,122664,0,0,0,0,183052,37978,32327,0,20639,0
CDLM 6,13/04/2023,Noche,61,84,347365,221449,125916,0,36,0,343437,118082,0,"40985,2",0,"32184,5"
La Embajada,13/04/2023,Noche,8,0,"77318,61","77318,61",0,0,0,0,"51234,57","15296,63","18615,59",0,"26330,02",0
La Embajada,14/04/2023,Mediodía,6,0,"54587,3","54587,3",0,0,0,0,0,"3696,99","14799,95",0,8160,0
CDLM 4,14/04/2023,Mediodía,37,21,176930,66045,105135,5750,28,2,0,49860,0,"58868,4",0,0
CDLM 5,14/04/2023,Mediodía,49,0,172591,172591,0,0,0,0,0,21208,50926,0,22690,0
CDLM 6,14/04/2023,Mediodía,72,55,322298,151942,156101,14255,45,3,0,100050,0,"52022,8",0,3230
CDLM 3,14/04/2023,Mediodía,40,62,212671,164578,48093,0,19,0,0,104558,0,14170,0,2449
CDLM 2,14/04/2023,Mediodía,14,16,"68014,5","41480,5",23794,2740,7,1,0,2740,"28971,5","15337,2",0,0
CDLM 1,14/04/2023,Mediodía,83,103,"428169,8","288309,8",133874,5986,40,2,0,"140562,8",0,86227,0,999
CDLM 1,14/04/2023,Noche,98,98,"566913,2","325455,2",229345,12113,62,2,722305,173954,0,137751,0,"13119,5"
CDLM 2,14/04/2023,Noche,38,51,"228093,5","133033,5",82688,12372,21,2,220995,"33144,5",46580,"39535,2",22209,0
CDLM 3,14/04/2023,Noche,73,152,493158,394316,92397,6445,26,1,358223,187467,0,44668,0,7563
CDLM 4,14/04/2023,Noche,61,53,301387,139692,151614,10081,41,1,254532,33657,28166,59766,17230,1998
CDLM 6,14/04/2023,Noche,112,104,"540250,5","317043,5",215467,7740,72,1,355453,24214,104340,"88126,6","44862,5","19731,5"
La Embajada,14/04/2023,Noche,9,0,"70438,1","70438,1",0,0,0,0,110000,"28735,89","3824,16",0,"30009,8",0
CDLM 5,14/04/2023,Noche,42,0,124049,124049,0,0,0,0,233943,23607,43516,0,27639,0
La Embajada,15/04/2023,Mediodía,11,0,"82992,94","82992,94",0,0,0,0,0,0,"30323,96",0,"30596,5",0
CDLM 5,15/04/2023,Mediodía,70,0,245753,245753,0,0,0,0,0,52898,30147,0,38308,0
CDLM 2,15/04/2023,Mediodía,29,24,"141786,5","74140,5",59126,8520,19,2,0,27837,7070,33720,24150,0
CDLM 4,15/04/2023,Mediodía,55,25,203425,59381,126878,17166,40,4,0,64096,0,"62065,9",0,4899
CDLM 3,15/04/2023,Mediodía,77,166,509820,435302,69708,4810,18,2,0,297960,0,36686,0,3996
CDLM 1,15/04/2023,Mediodía,83,132,585451,418146,160850,6455,39,1,0,199678,0,111582,0,5060
CDLM 6,15/04/2023,Mediodía,81,100,"500611,3","310111,3",182520,7980,47,2,0,16208,"87519,3","103759,5",46209,"13501,5"
La Embajada,15/04/2023,Noche,13,0,"91933,38","91933,38",0,0,0,0,160000,"25134,79","25766,73",0,"29413,37",0
CDLM 1,15/04/2023,Noche,99,157,"622554,7","500887,7",108891,12776,31,3,751144,"242445,7",0,48297,0,6516
CDLM 2,15/04/2023,Noche,67,122,470157,339970,94490,35697,26,5,266315,55340,163309,"48511,3",54445,0
CDLM 3,15/04/2023,Noche,82,187,575646,485647,81665,8334,23,1,693672,324084,0,41927,0,0
CDLM 4,15/04/2023,Noche,55,75,361701,194895,121196,45610,33,2,294574,43812,48090,50386,40491,0
CDLM 6,15/04/2023,Noche,103,173,698512,540985,157527,0,42,0,420506,77943,166945,"85707,4",50311,"6785,5"
CDLM 5,15/04/2023,Noche,73,0,227971,227971,0,0,0,0,282847,30269,75749,0,34588,0
La Embajada,16/04/2023,Mediodía,22,0,"154622,35","154622,35",0,0,0,0,0,"18247,35","47910,51",0,"54572,12",0
CDLM 5,16/04/2023,Mediodía,85,0,307688,307688,0,0,0,0,0,30570,103244,0,44750,0
CDLM 6,16/04/2023,Mediodía,102,120,"591609,7","366302,7",222406,2901,61,1,0,23781,"120119,2","111633,6",43575,9342
CDLM 4,16/04/2023,Mediodía,61,59,"362937,5","171779,5",185648,5510,44,1,0,22761,"58808,5",83162,11330,4981
CDLM 3,16/04/2023,Mediodía,91,207,"617806,3","519107,3",98699,0,24,0,0,"324788,4",0,"64436,2",0,6260
CDLM 2,16/04/2023,Mediodía,44,84,"333639,5","243047,5",70747,19845,17,4,0,80455,"68098,5","48221,4",32376,0
CDLM 1,16/04/2023,Mediodía,73,103,"470191,8","315260,8",154931,0,34,0,0,"177696,8",0,"95067,8",0,"4061,5"
CDLM 1,16/04/2023,Noche,69,110,"454486,6","342203,6",112283,0,31,0,870678,117142,0,"74423,2",0,5060
CDLM 2,16/04/2023,Noche,21,14,114920,44570,59665,10685,17,2,423050,8106,24813,31476,10480,0
CDLM 3,16/04/2023,Noche,48,115,308198,277016,31182,0,9,0,720234,202208,0,9771,0,4210
CDLM 4,16/04/2023,Noche,33,36,167438,89678,72250,5510,22,1,338229,62087,0,"33738,2",0,0
CDLM 5,16/04/2023,Noche,79,0,264570,264570,0,0,0,0,430812,49324,40757,0,70921,0
CDLM 6,16/04/2023,Noche,65,59,344169,178794,160055,5320,41,2,484433,140131,0,"82918,4",0,14543
CDLM 6,17/04/2023,Mediodía,49,20,194313,63165,125943,5205,41,1,0,36868,5438,58624,0,"13592,5"
CDLM 5,17/04/2023,Mediodía,19,0,65988,65988,0,0,0,0,0,18190,16750,0,12199,0
La Embajada,17/04/2023,Mediodía,2,0,"30449,14","30449,14",0,0,0,0,0,0,"13971,01",0,"6683,03",0
CDLM 4,17/04/2023,Mediodía,25,14,101611,34045,64806,2760,17,1,0,26195,0,44254,0,0
CDLM 3,17/04/2023,Mediodía,16,26,87794,73685,14109,0,6,0,0,50040,0,11350,0,999
CDLM 1,17/04/2023,Mediodía,39,59,"196734,8","134461,8",52773,9500,15,1,0,67377,0,36442,0,6241
CDLM 2,17/04/2023,Mediodía,13,10,"58678,5","27342,5",31336,0,10,0,0,0,7880,18659,0,0
CDLM 1,17/04/2023,Noche,47,37,242668,125267,102205,15196,27,3,304575,44299,0,61505,0,13431
CDLM 2,17/04/2023,Noche,19,13,119583,54540,65043,0,13,0,59160,26555,0,"51745,2",0,0
CDLM 3,17/04/2023,Noche,21,29,120519,76628,43891,0,13,0,124228,66167,0,30227,0,0
CDLM 4,17/04/2023,Noche,25,23,133865,64673,52489,16703,15,2,120211,17966,0,34521,24179,0
CDLM 5,17/04/2023,Noche,26,0,77293,77293,0,0,0,0,110786,0,18276,0,17429,0
CDLM 6,17/04/2023,Noche,42,46,"231969,5","130538,5",101431,0,32,0,287144,83249,0,52469,0,"8979,5"
La Embajada,17/04/2023,Noche,6,0,"62507,19","62507,19",0,0,0,0,"74440,22","20657,92","23059,27",0,18790,0
La Embajada,18/04/2023,Mediodía,2,0,"10737,01","10737,01",0,0,0,0,0,"6475,09","2261,92",0,0,0
CDLM 4,18/04/2023,Mediodía,21,21,109395,64267,45128,0,14,0,0,36507,0,32367,0,0
CDLM 6,18/04/2023,Mediodía,27,16,127950,50321,77629,0,19,0,0,0,28781,50560,7575,8511
CDLM 5,18/04/2023,Mediodía,10,0,35547,35547,0,0,0,0,0,15367,4160,0,9570,0
CDLM 3,18/04/2023,Mediodía,32,52,173112,129676,40307,3129,11,1,0,84909,0,14428,0,7606
CDLM 1,18/04/2023,Mediodía,43,54,219214,158222,59522,1470,18,1,0,91124,0,41485,0,999
CDLM 2,18/04/2023,Mediodía,17,12,74079,24187,30331,19561,10,3,0,0,19227,23038,23521,0
CDLM 1,18/04/2023,Noche,45,33,236354,101795,124563,9996,33,2,356545,54976,0,65850,0,"13580,5"
CDLM 2,18/04/2023,Noche,14,8,63482,18110,45372,0,10,0,55979,2850,9619,39143,0,0
CDLM 3,18/04/2023,Noche,26,54,181522,155317,26205,0,5,0,217100,86132,0,9470,0,0
CDLM 5,18/04/2023,Noche,29,0,92005,92005,0,0,0,0,89493,17449,13800,0,20148,0
CDLM 6,18/04/2023,Noche,56,49,"273002,7","135718,7",130084,7200,36,1,163144,32481,28763,"57563,8",17399,13562
La Embajada,18/04/2023,Noche,5,0,"27244,4","27244,4",0,0,0,0,"33641,32","11278,18",0,0,"8025,26",0
CDLM 4,18/04/2023,Noche,25,9,107266,27651,76875,2740,20,1,"131860,99",12520,0,39511,0,0
La Embajada,19/04/2023,Mediodía,1,0,3980,3980,0,0,0,0,0,0,0,0,3980,0
CDLM 5,19/04/2023,Mediodía,31,0,79406,79406,0,0,0,0,0,5770,25760,0,7220,0
CDLM 6,19/04/2023,Mediodía,50,42,232201,119937,112264,0,31,0,0,82413,0,53355,0,8651
CDLM 1,19/04/2023,Mediodía,45,48,227716,143695,84021,0,21,0,0,89033,0,"37709,8",0,10759
CDLM 2,19/04/2023,Mediodía,19,17,91000,43271,32397,15332,10,2,0,0,15205,22221,11337,0
CDLM 3,19/04/2023,Mediodía,31,57,"215885,5","175782,5",40103,0,10,0,0,106834,0,"16929,8",0,5581
La Embajada,19/04/2023,Noche,3,0,"12981,61","12981,61",0,0,0,0,"16961,61",0,"9961,61",0,3020,0
CDLM 4,19/04/2023,Mediodía,5,11,26165,22245,3920,0,1,0,0,23545,0,0,0,0
CDLM 4,19/04/2023,Noche,29,3,93621,8630,84991,0,27,0,122591,4730,0,"47019,8",0,2065
CDLM 5,19/04/2023,Noche,33,0,71093,71093,0,0,0,0,169707,12259,17579,0,12747,0
CDLM 1,19/04/2023,Noche,52,44,"263117,6","130700,8",127468,"4948,8",33,1,392902,"76425,8",0,"68068,8",0,"12680,5"
CDLM 2,19/04/2023,Noche,21,18,"124458,5","53794,5",50572,20092,13,2,103351,17825,6520,"34615,9",3228,0
CDLM 3,19/04/2023,Noche,41,59,"232796,3","147364,3",85432,0,22,0,233772,107077,0,47995,0,0
CDLM 6,19/04/2023,Noche,41,38,"244652,7","120138,7",124514,0,26,0,289730,0,"35645,5","72967,4",8508,"12803,5"
La Embajada,20/04/2023,Mediodía,2,0,"17538,21","17538,21",0,0,0,0,0,0,"2060,12",0,0,0
CDLM 4,20/04/2023,Mediodía,23,23,84622,54758,25253,4611,9,2,0,46088,0,17763,0,0
CDLM 1,20/04/2023,Mediodía,41,56,"215026,8","142836,8",68420,3770,18,2,0,"100853,8",0,50449,0,1998
CDLM 5,20/04/2023,Mediodía,48,0,"142587,2","142587,2",0,0,0,0,0,28420,40519,0,"32112,2",0
CDLM 6,20/04/2023,Mediodía,48,30,180577,88118,87434,5025,30,2,0,58593,0,"27522,1",0,"8570,5"
CDLM 3,20/04/2023,Mediodía,33,54,187411,144647,42764,0,10,0,0,90389,0,11890,0,0
CDLM 2,20/04/2023,Mediodía,24,22,"112491,75","52653,75",49843,9995,14,2,0,17905,21175,"27823,8",0,0
CDLM 1,20/04/2023,Noche,90,121,"523409,1","364065,1",145175,14169,37,5,582733,"204347,5",0,99689,0,"4695,5"
CDLM 2,20/04/2023,Noche,25,21,147106,56004,88566,2536,17,1,82248,11674,8154,64471,7065,0
CDLM 3,20/04/2023,Noche,31,43,217284,142041,75243,0,13,0,233405,"69415,31",0,42180,0,3996
CDLM 5,20/04/2023,Noche,31,0,99198,99198,0,0,0,0,214912,11850,31487,0,24846,0
CDLM 6,20/04/2023,Noche,51,76,323814,249312,72202,2300,22,1,264995,177318,0,"37368,2",0,0
CDLM 4,20/04/2023,Noche,36,32,193076,91221,101855,0,24,0,"96465,5",31977,0,63053,3420,0
La Embajada,20/04/2023,Noche,4,0,"26487,36","26487,36",0,0,0,0,"44025,57",0,"6894,38",0,"7959,19",0
La Embajada,21/04/2023,Mediodía,5,0,"36089,97","36089,97",0,0,0,0,0,"4285,26","28237,92",0,"3566,79",0
CDLM 5,21/04/2023,Mediodía,43,0,131977,131977,0,0,0,0,0,5147,29469,0,22467,0
CDLM 4,21/04/2023,Mediodía,51,40,212072,101153,110919,0,36,0,0,88583,0,52580,0,0
CDLM 6,21/04/2023,Mediodía,55,35,275042,124985,138257,11800,38,1,0,13775,"73117,5",67311,8913,4180
CDLM 2,21/04/2023,Mediodía,19,15,"98574,5","42930,5",54174,1470,13,1,0,"8057,5",29503,26058,1470,0
CDLM 3,21/04/2023,Mediodía,38,74,203343,163583,36859,2901,11,1,0,115218,0,14816,0,1998
CDLM 1,21/04/2023,Mediodía,100,142,609942,414381,195561,0,55,0,0,230446,0,"106500,8",0,9608
CDLM 1,21/04/2023,Noche,127,174,793032,516824,270967,5241,77,3,968256,226084,0,148131,0,6114
CDLM 2,21/04/2023,Noche,59,99,"390502,2","258316,5",126615,"5570,7",30,3,154418,121513,53046,"79739,7",19830,0
CDLM 3,21/04/2023,Noche,77,155,515707,426377,89330,0,21,0,481659,249177,0,50860,0,0
CDLM 5,21/04/2023,Noche,37,0,99521,99521,0,0,0,0,186542,5329,46629,0,18119,0
CDLM 6,21/04/2023,Noche,101,155,"659919,4","475531,4",184388,0,47,0,331356,"218304,4",0,126979,0,"9596,5"
La Embajada,21/04/2023,Noche,8,0,"88181,85","88181,85",0,0,0,0,"44025,57","1618,36","33529,93",0,0,0
CDLM 4,21/04/2023,Noche,72,58,"356370,2","177086,2",167309,11975,54,2,"96465,5",90564,"33723,2",73973,11950,0
La Embajada,22/04/2023,Mediodía,12,0,"92356,44","92356,44",0,0,0,0,0,"8146,67","31155,53",0,0,0
CDLM 5,22/04/2023,Mediodía,70,0,232471,232471,0,0,0,0,0,58915,71977,0,26069,0
CDLM 2,22/04/2023,Mediodía,29,32,"175137,5","94047,5",70100,10990,18,3,0,46277,17045,40219,0,0
CDLM 4,22/04/2023,Mediodía,55,81,"362281,5","232888,5",103812,25581,25,3,0,151832,0,"59324,5",0,0
CDLM 1,22/04/2023,Mediodía,82,162,"626462,7","486881,7",130972,8609,33,2,0,"205445,9",0,66951,0,2997
CDLM 3,22/04/2023,Mediodía,75,209,558595,526397,28034,4164,9,1,0,271750,0,"18079,9",0,0
CDLM 1,22/04/2023,Noche,110,190,821868,623952,184121,13795,46,3,1114719,359174,0,"87810,9",0,"16622,5"
CDLM 2,22/04/2023,Noche,70,122,"474343,5","332975,5",128913,12455,32,1,326192,"93610,5",59751,"57968,2","58795,5",0
CDLM 3,22/04/2023,Noche,92,221,687988,599049,88939,0,23,0,743776,403266,0,42976,0,0
CDLM 5,22/04/2023,Noche,72,0,232997,232997,0,0,0,0,295684,18890,40069,0,42186,0
CDLM 6,22/04/2023,Mediodía,70,106,"475592,5","300830,5",154728,20034,33,4,0,"179252,2",0,93665,0,14777
CDLM 6,22/04/2023,Noche,104,203,"707628,5","570471,5",137157,0,32,0,552485,118911,205962,85343,66656,13200
La Embajada,22/04/2023,Noche,20,0,"163020,76","163020,76",0,0,0,0,"241732,76","16743,91","81200,1",0,"43904,48",0
CDLM 4,22/04/2023,Noche,45,74,264202,197976,55540,10686,15,3,"625319,5",17505,57954,"33483,1",23908,0
CDLM 2,23/04/2023,Noche,25,26,"138594,5","74059,5",64535,0,18,0,321075,18826,0,26019,6700,6146
La Embajada,23/04/2023,Mediodía,13,0,"77044,13","77044,13",0,0,0,0,0,"24718,32","10144,48",0,"22844,81",0
CDLM 5,23/04/2023,Mediodía,54,0,197169,197169,0,0,0,0,0,25639,60846,0,21209,0
CDLM 4,23/04/2023,Mediodía,47,46,"248854,8","129119,8",100670,19065,26,4,0,86651,0,47207,0,0
CDLM 3,23/04/2023,Mediodía,78,187,586164,526897,56138,3129,16,1,0,354956,0,26820,0,7235
CDLM 2,23/04/2023,Mediodía,43,88,"294566,25","241336,25",50490,2740,14,1,0,"57563,5","109421,25",33449,34245,3160
CDLM 1,23/04/2023,Mediodía,100,145,"649904,5","436865,5",200934,12105,53,2,0,"211366,5",0,"112820,8",0,7539
CDLM 6,23/04/2023,Mediodía,78,85,"429982,8","272539,8",151933,5510,43,1,0,"167793,4",0,"84745,8",0,7845
CDLM 5,23/04/2023,Noche,84,0,247314,247314,0,0,0,0,247373,31728,33045,0,35059,0
CDLM 4,23/04/2023,Noche,43,40,224502,95283,129219,0,30,0,"581496,8",18479,4041,56577,23904,0
CDLM 1,23/04/2023,Noche,77,90,"403949,3","261583,3",135474,6892,38,3,755409,121639,0,76145,0,2192
CDLM 3,23/04/2023,Noche,38,106,"311591,7","295680,7",0,15911,0,2,593671,"124438,2",0,0,0,0
CDLM 6,23/04/2023,Noche,51,79,336315,228242,98083,9990,23,1,558446,26391,48025,40615,51298,4061
La Embajada,24/04/2023,Mediodía,2,0,"16228,44","16228,44",0,0,0,0,0,0,"2731,68",0,0,0
CDLM 4,24/04/2023,Mediodía,21,11,74094,30128,43966,0,16,0,0,7412,0,20656,0,0
CDLM 6,24/04/2023,Mediodía,26,19,112745,64711,48034,0,16,0,0,35666,18001,32970,3140,"4030,5"
CDLM 5,24/04/2023,Mediodía,24,0,64814,64814,0,0,0,0,0,11590,27319,0,4140,0
CDLM 2,24/04/2023,Mediodía,14,4,52618,13055,39563,0,12,0,0,0,0,17767,0,0
CDLM 3,24/04/2023,Mediodía,29,67,"194328,5","180296,5",14032,0,4,0,0,"94571,5",0,9089,0,0
CDLM 1,24/04/2023,Mediodía,45,49,199258,141786,56002,1470,21,1,0,53703,0,"32346,9",0,999
CDLM 1,24/04/2023,Noche,55,53,"334101,2","161851,2",172250,0,35,0,755409,"76393,2",0,"97445,2",0,"11546,5"
CDLM 2,24/04/2023,Noche,15,13,85526,40499,32293,12734,9,3,321075,25621,4669,18227,5205,0
CDLM 3,24/04/2023,Noche,20,49,157018,135368,21650,0,5,0,593671,84379,0,19341,0,0
CDLM 5,24/04/2023,Noche,20,0,"69045,3","69045,3",0,0,0,0,56129,5300,4250,0,"17298,3",0
CDLM 6,24/04/2023,Noche,39,19,"203943,1","63093,1",130895,9955,32,1,558446,9955,"26165,5",79126,3000,12361
La Embajada,24/04/2023,Noche,4,0,"30860,4","30860,4",0,0,0,0,"33592,08",0,"20833,83",0,"7444,88",0
CDLM 4,24/04/2023,Noche,24,24,"131195,5","64222,5",53062,13911,15,2,"213574,5",36220,"15402,5",30380,0,0
La Embajada,25/04/2023,Mediodía,2,0,"18881,55","18881,55",0,0,0,0,0,"7568,28","11313,27",0,0,0
CDLM 4,25/04/2023,Mediodía,20,5,"80000,4","10815,4",57903,11282,17,3,0,4180,7615,37386,5200,2901
CDLM 5,25/04/2023,Mediodía,38,0,122389,122389,0,0,0,0,0,31545,34150,0,8800,0
CDLM 6,25/04/2023,Mediodía,42,27,184425,81463,91462,11500,27,1,0,6892,25695,"62541,9",27473,"8974,5"
CDLM 3,25/04/2023,Mediodía,25,19,97774,50591,43213,3970,14,2,0,32539,0,23759,0,0
CDLM 2,25/04/2023,Mediodía,10,15,58367,39842,18525,0,5,0,0,0,19077,15223,0,0
CDLM 1,25/04/2023,Mediodía,47,52,241183,156792,77011,7380,22,2,0,85190,0,"60177,1",0,1998
La Embajada,25/04/2023,Noche,1,0,"20085,68","20085,68",0,0,0,0,"27653,96",0,"20085,68",0,0,0
CDLM 4,25/04/2023,Noche,24,24,"130816,5","82466,5",48350,0,15,0,203745,69424,0,"27888,1",0,0
CDLM 5,25/04/2023,Noche,27,0,82106,82106,0,0,0,0,187715,24450,8429,0,9399,0
CDLM 1,25/04/2023,Noche,57,51,307028,161825,142263,2940,38,1,476877,121477,0,86023,0,"20611,5"
CDLM 2,25/04/2023,Noche,17,18,95653,55585,32975,7093,9,2,81755,44456,0,21288,0,0
CDLM 3,25/04/2023,Noche,30,41,186721,131702,55019,0,13,0,168865,27650,48633,28040,10730,6365
CDLM 6,25/04/2023,Noche,53,77,307474,206750,100724,0,25,0,222491,118556,0,61043,0,17917
La Embajada,26/04/2023,Mediodía,1,0,"3155,52","3155,52",0,0,0,0,0,0,"3155,52",0,0,0
CDLM 5,26/04/2023,Mediodía,20,0,76948,76948,0,0,0,0,0,17249,6700,0,15350,0
CDLM 3,26/04/2023,Mediodía,34,63,198963,170518,25945,2500,6,1,0,106718,0,20284,0,0
CDLM 6,26/04/2023,Mediodía,29,34,165635,110343,55292,0,14,0,0,22296,38714,25195,29721,"7173,5"
CDLM 4,26/04/2023,Mediodía,17,29,"96528,5","70404,5",26124,0,7,0,0,6550,1990,9610,20125,0
CDLM 1,26/04/2023,Mediodía,51,71,314604,225774,85929,2901,22,1,0,119914,0,44996,0,"4061,5"
CDLM 2,26/04/2023,Mediodía,17,19,"75793,2","48751,2",27042,0,8,0,0,17648,8660,5597,3375,0
CDLM 1,26/04/2023,Noche,56,71,339169,240081,91038,8050,29,1,400877,60390,0,44936,0,14034
CDLM 2,26/04/2023,Noche,12,18,87876,52327,35549,0,7,0,42778,6295,15632,"21969,2",8000,2901
CDLM 3,26/04/2023,Noche,40,91,265561,234829,28232,2500,7,1,296835,170271,0,19430,0,0
