No,Date,Box No.,Account name,Supplier,Bill,Voucher Type,Detail,Net Taxable,VAT,Amount
738,26/10/2021,394,OTHER EXPENSES,CRU WAL -,0,RECEIPT,GARDINERY WORKS OCTOBER/2021,0,0,"1.600,00"
739,26/10/2021,394,FUELS AND LUBRICANTS,PER HER S.R,1100000220,RECEIPT,FIAT MOBI,0,0,"4.000,00"
740,26/10/2021,394,EXPENDITURES BY GESTORIA,SER DE MEN,0,VOUCHER,OCA WITHDRAW ON ASAHI MOTORS,0,0,120
741,27/10/2021,395,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001289,CHECK,RENAULT OROCH AA757LU,0,0,"6.500,00"
742,27/10/2021,395,MACRO BANK,BAN MAC S.A,499604,THIRD CHECK,TRANSF,0,0,"20.000,00"
743,27/10/2021,395,MACRO BANK,BAN MAC S.A,4117,VOUCHER,TRANSF,0,0,"50.000,00"
744,27/10/2021,395,EXPENDITURES BY GESTORIA,GES,0,BANK DEPOSIT,VERIFICATION AND LOST CEDULAS,0,0,"2.400,00"
745,27/10/2021,397,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,570,BUDGET,FORD RANGER ORD620,0,0,"5.000,00"
746,28/10/2021,396,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,100000032,VOUCHER,VW UP! AB173JQ,0,0,"12.000,00"
747,28/10/2021,396,PAID COMMISSIONS,GAR EZE,0,INVOICE B,BUY USED UNITS,"35550,00",9450,"45.000,00"
748,28/10/2021,396,FUELS AND LUBRICANTS,GEM S.A,4900020318,BANK DEPOSIT,CHEVROLET ONIX AE086DE,0,0,"3.000,37"
749,28/10/2021,396,FUELS AND LUBRICANTS,GEM S.A,4900020319,INVOICE A,W TIGUAN/2018 AD186YV,"3159,87","839,9664","3.999,84"
750,28/10/2021,396,EXPENDITURES BY GESTORIA,GES,0,PRICE,PROCEDURES VS.,0,0,"134.700,00"
751,28/10/2021,396,USED CARS,MAR FEL ANG,0,BANK DEPOSIT,CHEVROLET TRACKER 1,0,0,"3.000.000,00"
752,28/10/2021,396,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692031,THIRD CHECK,TOYOTA HILUX POO104,0,0,"7.000,00"
753,28/10/2021,396,AUTOMOTIVE PREPARATION AND OFFICE,SAN REP,300006583,BUDGET,VW UP! AB173JQ,0,0,"17.300,00"
754,28/10/2021,397,FUELS AND LUBRICANTS,GEM S.A,5600004891,INVOICE C,VW TIGUAN BLANCA,0,0,"5.500,13"
755,29/10/2021,396,SELLING EXPENSES,YPF,0,VOUCHER,SALTA JOURNEY BUY USED UNITS,0,0,510
756,29/10/2021,397,MACRO BANK,BAN MAC S.A,986517,BUDGET,TRANSF,0,0,"1.305.000,00"
757,29/10/2021,397,VARIOUS SALES EXPENSES,CHA,297900036542,SALE PURCHASE TICKET,ENVIRONMENT DEODORANTS,"355,50","94,5",450
758,29/10/2021,397,USED CARS,EUR S.A,278182,SALE PURCHASE TICKET,CHEVROLET ONIX 1,"1603700,00",426300,"2.030.000,00"
759,29/10/2021,397,EXPENDITURES BY GESTORIA,GES,0,BUDGET,PROCEDURES VS.,0,0,"145.371,00"
760,29/10/2021,397,OTHER EXPENSES,PAN,0,RECEIPT,BREAD,0,0,300
761,29/10/2021,398,VARIOUS SALES EXPENSES,BAL HNO S.R,3900570321,SALE PURCHASE TICKET,JOURT SALTA REMOVE GV UNITS,"568,80","151,2",720
762,29/10/2021,398,FUELS AND LUBRICANTS,GEM S.A,5600004936,VOUCHER,TOYOTA ETIOS XS/2018 AC401EB,0,0,"1.999,92"
763,29/10/2021,398,FUELS AND LUBRICANTS,GEM S.A,5600004937,BANK DEPOSIT,CHEVROLET CLASSIC OVQ612,0,0,"1.999,92"
764,29/10/2021,398,VARIOUS SALES EXPENSES,JOS MON S.A,3700010042,TICKET,TRAVEL EXPENSES SALTA TRANSFER RV/GV UNITS,"837,41","222,6021","1.060,01"
765,29/10/2021,398,SELLING EXPENSES,KIO PAL DE,210058544,BUDGET,EXPENSES JUMPS WITHDRAW USED UNITS,0,0,190
766,29/10/2021,398,VARIOUS SALES EXPENSES,SER DE TAX,3696,SALE PURCHASE TICKET,EUROFRANCE S,"284,40","75,6",360
767,29/10/2021,399,STATIONERY AND UTS.OFFICINA,RAP - GRA,400000232,SALE PURCHASE TICKET,CONSTANCE (GESTORY),"1185,00",315,"1.500,00"
768,29/10/2021,415,FUELS AND LUBRICANTS,MIL S.R,4700007921,INVOICE C,REAULT SANDERO AC585WM,0,0,"500,03"
769,29/10/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,REC SAN NIC,100000119,INVOICE B,RENAULT SANDERO AC585WM,"25675,01","6825,0021","32.500,01"
770,30/10/2021,398,VARIOUS SALES EXPENSES,BAL HNO S.R,3900570320,INVOICE B,TRANSFER TO SALTA WITHDRAW RV UNITS,"568,80","151,2",720
771,30/10/2021,398,AUTOMOTIVE PREPARATION AND OFFICE,CER DEL AUT,200004282,RECEIPT,RENAULT CAPTUR AC429RG,0,0,180
772,30/10/2021,398,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692033,INVOICE B,RENAULT OROCH AA757LU,"5530,00",1470,"7.000,00"
773,30/10/2021,398,VARIOUS SALES EXPENSES,SER DE TAX,5914,PRICE,RV/GV USED UNITS TERMINAL,0,0,220
774,30/10/2021,398,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,BANK DEPOSIT,FORD RANGER ORD620,0,0,"45.000,00"
775,31/10/2021,406,SELLING EXPENSES,EQU ARG S.A,1401146640,INVOICE C,VERAZ ABERO OCTOBER/2021,0,0,"4.588,00"
776,1/11/2021,399,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200002195,CHECK,RENAULT CAPTUR AC429RG,0,0,"3.000,00"
777,1/11/2021,399,MACRO BANK,BAN MAC S.A,339503,BUDGET,TRANSF,0,0,"41.500,00"
778,1/11/2021,399,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,PROCEDURES VS.,0,0,"129.210,00"
779,1/11/2021,399,SOCIAL CHARGES,GUT JUA CAR,0,RECEIPT,REIMBURSE AUTONOMOS JCG PERIOD 10/2021,0,0,"20.490,00"
780,1/11/2021,399,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,2200001229,SALE PURCHASE TICKET,CHEVROLET ONIX AE086DE,"6952,00",1848,"8.800,00"
781,1/11/2021,399,FUELS AND LUBRICANTS,PER HER S.R,1100000435,BUDGET,CITROEN C3 NAY210,0,0,"1.000,00"
782,1/11/2021,399,AUTOMOTIVE PREPARATION AND OFFICE,X-T NEU -,200000468,TICKET,RENAULT CAPTUR AC429RG,"124820,01","33180,0021","158.000,01"
783,1/11/2021,401,MACRO BANK,BAN MAC S.A,282142,BUDGET,TRANSF,0,0,"60.000,00"
784,1/11/2021,401,GS.MATENIM.Y CLEANING BS.USO,CAR PAB,400000552,INVOICE A,OCTOBER/2021 CLEANING SERVICE,"14241,68","3785,7624","18.027,44"
785,1/11/2021,407,VARIOUS ADMINISTRATION EXPENSES,INS DE INF,1000006679,CHECK,INFORM CORPORATE QUOTA,0,0,200
786,2/11/2021,409,RETENT.Y PERCEPTION.IMP.GCIAS.,AUT S.A,202100001275,PRICE,FACT RENTAL,0,0,"2.057,11"
787,2/11/2021,409,RETENT.Y PERCEPTION.INGR.BRUTES,AUT S.A,51000002021,BUDGET,FACT,0,0,"1.137,13"
788,2/11/2021,409,SANTADER RIO BANK,BAN SAN,6339747,SALE PURCHASE TICKET,TRANSF,"40955,78","10886,9796","51.842,76"
789,3/11/2021,401,EXPENDITURES BY GESTORIA,GES,0,TICKET,PROCEDURES VS.,"50259,80","13360,2","63.620,00"
790,3/11/2021,401,OTHER EXPENSES,SAN RAU ANT,0,CHECK,CONTROL CAMERAS,0,0,"1.000,00"
791,4/11/2021,402,AUTOMOTIVE PREPARATION AND OFFICE,BUR VID,300012169,SALE PURCHASE TICKET,CHEVROLET CLASSIC OVQ612,"9096,06","2417,94","11.514,00"
792,4/11/2021,402,EXPENDITURES BY GESTORIA,GES,0,PRICE,2 MUNICIPAL CASUALTIES AE689TZ AND AB712NR,0,0,"9.440,00"
793,4/11/2021,402,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,PROCEDURES VS.,0,0,"5.810,00"
794,4/11/2021,402,OTHER EXPENSES,KIL,0,TICKET,EXTERIOR POSTER LIGHTS,"29230,00",7770,"37.000,00"
795,4/11/2021,402,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,VOUCHER,CICERO STUDY - SALARIES,0,0,150
796,4/11/2021,409,FEE,MAR PRO,200000694,SALE PURCHASE TICKET,LOCAL ADMINISTRATION AVDA,"2358,15","626,85","2.985,00"
797,5/11/2021,403,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001272,INVOICE C,RENAULT SANDERO AC585WM,0,0,700
798,5/11/2021,403,MACRO BANK,BAN MAC S.A,3093929,BANK DEPOSIT,TRANSF,0,0,"49.070,00"
799,5/11/2021,403,MACRO BANK,BAN MAC S.A,1100,CHECK,TRANSF,0,0,"48.350,00"
800,5/11/2021,403,SALARIES AND COMMISSIONS,CAS NES GAB,0,RECEIPT,DIF,0,0,"58.300,00"
801,5/11/2021,403,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,RECEIPT,CHEVROLET CLASSIC OVQ612,0,0,"7.900,00"
802,5/11/2021,403,SALARIES AND COMMISSIONS,FIA CAR ALB,0,RECEIPT,DIF,0,0,"70.850,00"
803,5/11/2021,403,SALARIES AND COMMISSIONS,FIG ZEN MAR,74797558,INVOICE B,DIF,"68453,50","18196,5","86.650,00"
804,5/11/2021,403,EXPENDITURES BY GESTORIA,GES,0,THIRD CHECK,PROCEDURES VS.,0,0,"9.340,00"
805,5/11/2021,403,SALARIES AND COMMISSIONS,GUT JUA CAR,74797556,CHECK,DIF,0,0,"94.700,00"
806,5/11/2021,403,SALARIES AND COMMISSIONS,GUT LEO JOS,74797557,INVOICE B,DIF,"33180,00",8820,"42.000,00"
807,5/11/2021,403,FUELS AND LUBRICANTS,MIL S.R,4700008197,PRICE,FIAT TORO,0,0,"4.982,94"
808,5/11/2021,403,OTHER EXPENSES,PAN,0,TICKET,BREAD,"237,00",63,300
809,5/11/2021,403,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692036,INVOICE A,VW TIGUAN AD186YV,"5530,00",1470,"7.000,00"
810,5/11/2021,403,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692037,BUDGET,CHEVROLET ONIX AE086DE,0,0,"11.800,00"
811,5/11/2021,403,SALARIES AND COMMISSIONS,VAZ ROD EDU,0,RECEIPT,COMMISSION P/SALES OCTOBER/2021,0,0,"25.650,00"
812,5/11/2021,409,FEE,MAR PRO,200000695,BUDGET,"DUPLEX ADMINISTRATION ""B"" B ° UNDER THE VINEYARD",0,0,"2.600,00"
813,5/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,LA CAS DEL,3000000032,INVOICE C,RENAULT SANDERO AC585WM,0,0,"25.798,74"
814,6/11/2021,404,EXPENDITURES BY GESTORIA,BAL EXP CAR,26000021417,BUDGET,SHIPPING ABOUT EUROFRANCIA S,0,0,"841,26"
815,6/11/2021,404,MACRO BANK,BAN MAC S.A,2187,BANK DEPOSIT,TRANSF,0,0,"15.580,00"
816,6/11/2021,404,OTHER EXPENSES,CRU WAL -,0,RECEIPT,FORESTRY B ° B ° UNDER THE VINEYARD,0,0,"3.000,00"
817,6/11/2021,404,EXPENDITURES BY GESTORIA,LA VEL DEL,507000015478,BANK DEPOSIT,SHIPPING DOCUMENTATION METOR METAN,0,0,350
818,6/11/2021,404,OTHER EXPENSES,SAN LOS OLI,100007169,INVOICE C,ALTE BROWN 1 COMMERCIAL LOCAL DISINFECTION 1,0,0,"5.000,00"
819,6/11/2021,404,EXPENDITURES BY GESTORIA,SER DE MEN,0,VOUCHER,I SEND BALUT AND LA VELOZ,0,0,350
820,6/11/2021,404,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,TOYOTA COROLLA OSS888,0,0,"22.500,00"
821,6/11/2021,404,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,BUDGET,RENAULT CAPTUR AC429RG,0,0,"5.000,00"
822,6/11/2021,404,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,VOUCHER,TOYOTA ETIOS AC401EB,0,0,"20.000,00"
823,8/11/2021,405,EXPENDITURES BY GESTORIA,GES,0,PRICE,PROCEDURES VS.,0,0,"13.480,00"
824,8/11/2021,405,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692038,SALE PURCHASE TICKET,TOYOTA COROLLA MAA265,"35234,00",9366,"44.600,00"
825,8/11/2021,406,MACRO BANK,BAN MAC S.A,485788,INVOICE A,TRANSF,"55284,20","14695,8","69.980,00"
826,9/11/2021,406,MACRO BANK,BAN MAC S.A,1101,INVOICE B,TRNASF,"39500,00",10500,"50.000,00"
827,9/11/2021,406,AUTOMOTIVE PREPARATION AND OFFICE,BUL ANU -,200000977,RECEIPT,SCREWS,0,0,"3.000,00"
828,9/11/2021,406,FEE,CIC JOR ERN,0,INVOICE C,MONTH OCTOBER/2021,0,0,"39.200,00"
829,9/11/2021,406,SOCIAL CHARGES,FAE,2000036551,INVOICE B,10/2021 PERIOD,"1952,67","519,0654","2.471,74"
830,9/11/2021,406,FUELS AND LUBRICANTS,G N C,3500021745,VOUCHER,RENAULT SANDERO RS AC585WM,0,0,"999,96"
831,9/11/2021,406,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,2 VERIFICATIONS,"1580,00",420,"2.000,00"
832,9/11/2021,406,WALLET CHECKS,GUT JUA CAR,8829788,THIRD CHECK,SETTLE X EFFECTIVE CHEQ,0,0,"23.600,00"
833,9/11/2021,406,WALLET CHECKS,GUT JUA CAR,8829786,BUDGET,SETTLE X EFFECTIVE CHEQ,0,0,"160.000,00"
834,9/11/2021,406,SOCIAL CHARGES,INA,1900036551,CHECK,10/2021 PERIOD,0,0,"2.298,59"
835,9/11/2021,406,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692039,VOUCHER,TOYOTA ETIOS AC401EB,0,0,"7.000,00"
836,9/11/2021,406,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,VOUCHER,BANCO GALICIA Y PAGO EASY,0,0,320
837,9/11/2021,406,EXPENDITURES BY GESTORIA,SER DE MEN,0,VOUCHER,WITHDRAW FREE DEBT MUNICIPALITY,0,0,120
838,10/11/2021,407,MACRO BANK,BAN MAC S.A,110,THIRD CHECK,TRANSF,0,0,"23.030,00"
839,10/11/2021,407,MACRO BANK,BAN MAC S.A,7781,TICKET,TRANSF,"79876,90","21233,1","101.110,00"
840,10/11/2021,407,FUELS AND LUBRICANTS,PER HER S.R,1100000681,PRICE,FIAT MOBI,0,0,"4.000,00"
841,10/11/2021,407,USED CARS,RIL PAB DAN,0,BANK DEPOSIT,RENAULT DUSTER/2021 AE689TZ,0,0,"1.285.000,00"
842,10/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,CAS SER,100001742,BANK DEPOSIT,RENAULT SANDERO AC585WM,0,0,"124.480,00"
843,11/11/2021,408,MACRO BANK,BAN MAC S.A,386333,TICKET,TRANSF,"16195,00",4305,"20.500,00"
844,11/11/2021,408,MACRO BANK,BAN MAC S.A,8033,RECEIPT,TRANSF,0,0,"51.340,00"
845,11/11/2021,408,USED CARS,GAL CAR ENR,0,SALE PURCHASE TICKET,JEEP RENEGADE SPORT 1,"1836750,00",488250,"2.325.000,00"
846,11/11/2021,408,EXPENDITURES BY GESTORIA,GES,0,TICKET,REGISTRATION,"77269,90","20540,1","97.810,00"
847,11/11/2021,408,FUELS AND LUBRICANTS,PER HER S.R,1100000696,RECEIPT,RENAULT CLIO ORB981,0,0,"300,01"
848,11/11/2021,408,AUTOMOTIVE PREPARATION AND OFFICE,PRO DET,8692042,INVOICE B,FORD RANGER ORD620,"5056,00",1344,"6.400,00"
849,11/11/2021,408,AUTOMOTIVE PREPARATION AND OFFICE,VIL S.R,300002202,RECEIPT,CHEVROLET CLASSIC OVQ812 FORD RANGER ORD620,0,0,"1.650,00"
850,11/11/2021,409,MACRO BANK,BAN MAC S.A,9090,RECEIPT,TRANSF,0,0,"200.000,00"
851,12/11/2021,409,EXPENDITURES BY GESTORIA,BAL EXP CAR,26000021468,PRICE,SHIPPING FORMS 08,0,0,680
852,12/11/2021,409,MACRO BANK,BAN MAC S.A,3411,THIRD CHECK,TRANSF,0,0,"500.000,00"
853,12/11/2021,409,OTHER EXPENSES,CRU WAL -,0,RECEIPT,MARKAS COMPLEX GARDENING WORKS,0,0,"2.000,00"
854,12/11/2021,409,FEE,MAR PRO,11666,BUDGET,LOCAL ADMINISTRATION AVDA,0,0,"3.665,00"
855,12/11/2021,409,FUELS AND LUBRICANTS,PER HER S.R,1100000753,THIRD CHECK,PEUGEOT 308 OOC035,0,0,"1.000,00"
856,12/11/2021,409,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,VOUCHER,RENTALS,0,0,280
857,12/11/2021,409,EXPENDITURES BY GESTORIA,VAZ IVO MAR,5122,RECEIPT,SIGNATURES CERTIFICATIONS,0,0,"38.700,00"
858,12/11/2021,409,SALARIES AND COMMISSIONS,VIL GER,0,RECEIPT,MONTH OCTOBER/2021,0,0,"8.400,00"
859,13/11/2021,410,MACRO BANK,BAN MAC S.A,171700000000,THIRD CHECK,TRANSF,0,0,"430.000,00"
860,13/11/2021,410,GS. REAL ESTATE,DES S.R,500000102,INVOICE A,SMO/ROOF SMOOTH PLATE,"505,61","134,4021","640,01"
861,13/11/2021,410,FUELS AND LUBRICANTS,PER HER S.R,1100000782,BUDGET,RENAULT KWID AE856HQ,0,0,"1.000,00"
862,13/11/2021,410,FUELS AND LUBRICANTS,PER HER S.R,1100000803,INVOICE A,FORD RANGER ORD620,"790,01","210,0021","1.000,01"
863,13/11/2021,410,AUTOMOTIVE PREPARATION AND OFFICE,VAR JOS OMA,0,RECEIPT,JEEP RENEGADE AB614RG,0,0,"7.500,00"
864,13/11/2021,410,AUTOMOTIVE PREPARATION AND OFFICE,VAR JOS OMA,0,INVOICE B,RENAULT CAPTUR AC429RG,"1580,00",420,"2.000,00"
865,13/11/2021,410,AUTOMOTIVE PREPARATION AND OFFICE,VAR JOS OMA,0,PRICE,CHEVOLET CLASSIC OVQ612,0,0,"3.000,00"
866,15/11/2021,411,MACRO BANK,BAN MAC S.A,139198,THIRD CHECK,TRANSF,0,0,"75.700,00"
867,15/11/2021,411,MACRO BANK,BAN MAC S.A,910647,CHECK,TRANSF,0,0,"65.950,00"
868,15/11/2021,411,EXPENDITURES BY GESTORIA,GES,0,INVOICE B,PROCEDURES VS.,"45219,60","12020,4","57.240,00"
869,15/11/2021,411,GS.MATENIM.Y CLEANING BS.USO,MAM GUI,0,BANK DEPOSIT,PRUNE PALM LEAVES,0,0,"2.500,00"
870,16/11/2021,412,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001277,INVOICE C,VW AMAROK LMM084,0,0,"2.500,00"
871,16/11/2021,412,OTHER EXPENSES,ASS - ASS,300115181,BUDGET,LIGHT COVER HINGE,0,0,180
872,16/11/2021,412,MACRO BANK,BAN MAC S.A,7379,BANK DEPOSIT,TRANSF,0,0,"220.000,00"
873,16/11/2021,412,MACRO BANK,BAN MAC S.A,21002952,THIRD CHECK,TRANSF,0,0,"3.680.000,00"
874,16/11/2021,412,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,PLX175 INFRACTION PAYMENT,0,0,115
875,16/11/2021,412,FUELS AND LUBRICANTS,MIL S.R,4700008736,THIRD CHECK,FIAT TORO,0,0,"4.302,90"
876,17/11/2021,413,OTHER EXPENSES,CAJ,0,BUDGET,DIFFERENCE QUOTING U $ S 1,0,0,"91.500,00"
877,17/11/2021,413,EXPENDITURES BY GESTORIA,GES,0,INVOICE A,PROCEDURES VS.,"100606,50","26743,5","127.350,00"
878,17/11/2021,413,GS.MATENIM.Y CLEANING BS.USO,LA BOU REP,7900,BANK DEPOSIT,TERMINAL FOR LIGHT BOX LID,0,0,150
879,17/11/2021,413,NEW AUTOMOTORES,PUS SAL S.A,200104497,BANK DEPOSIT,FORD RANGER D/C 4X4 LIMITED 3,0,0,"5.218.905,00"
880,17/11/2021,413,NEW AUTOMOTORES,PUS SAL S.A,200104509,PRICE,SIGN FORD MAVERICK XLT,0,0,"105.000,00"
881,18/11/2021,414,SELLING EXPENSES,CRU ROL,0,INVOICE B,OCTOBER OCTOBER/21 $ 1380 INFOAUTO $ 730,"1666,90","443,1","2.110,00"
882,18/11/2021,414,EXPENDITURES BY GESTORIA,GES,0,PRICE,3 VERIFICATIONS,0,0,"3.000,00"
883,18/11/2021,414,AUTOMOTIVE PREPARATION AND OFFICE,PER HEM,200010176,CHECK,FORD RANGER OHF860,0,0,"5.000,00"
884,18/11/2021,414,AUTOMOTIVE PREPARATION AND OFFICE,PUS SAL S.A,6000006835,PRICE,FORD RANGER ORD620,0,0,"11.661,77"
885,19/11/2021,415,MACRO BANK,BAN MAC S.A,1110,RECEIPT,TRANSF,0,0,"36.400,00"
886,19/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,BUR VID,300012354,SALE PURCHASE TICKET,JEEP RENEGADE AB614AJ,"11376,00",3024,"14.400,00"
887,19/11/2021,415,EXPENDITURES BY GESTORIA,GES,0,BUDGET,CADETERIA AND PARKING SERVICE,0,0,210
888,19/11/2021,415,PAID COMMISSIONS,HER DIE,0,SALE PURCHASE TICKET,RENAULT KWID INTE/2021 AE856HQ,"79000,00",21000,"100.000,00"
889,19/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,LA CAS DEL,2400020450,INVOICE B,RENAULT SANDERO AC585WM,"64220,39","17071,2423","81.291,63"
890,19/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,INVOICE A,FULL CLEANING VS.,"19908,00",5292,"25.200,00"
891,19/11/2021,415,USED CARS,O´K ALA RUB,0,CHECK,RENAULT KWID INTE 1,0,0,"110.000,00"
892,19/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,PER HEM,200010180,CHECK,FORD RANGER ORD620,0,0,"2.200,00"
893,19/11/2021,415,AUTOMOTIVE PREPARATION AND OFFICE,PER HEM,200001081,INVOICE A,FORD RANGER ORD620,"821,60","218,4","1.040,00"
894,19/11/2021,416,MACRO BANK,BAN MAC S.A,4590,INVOICE C,TRANSF,0,0,"844.000,00"
895,20/11/2021,419,MACRO BANK,BAN MAC S.A,9330,PRICE,TRANSF,0,0,"50.000,00"
896,23/11/2021,416,MACRO BANK,BAN MAC S.A,531850,BUDGET,TRANSF,0,0,"500.000,00"
897,23/11/2021,416,MACRO BANK,BAN MAC S.A,393513,CHECK,TRANSF,0,0,"500.000,00"
898,23/11/2021,416,MACRO BANK,BAN MAC S.A,9311,TICKET,TRANSF,"2370,00",630,"3.000,00"
899,23/11/2021,416,EXPENDITURES BY GESTORIA,GES,0,THIRD CHECK,SVS PROCEDURES,0,0,950
900,23/11/2021,416,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,THIRD CHECK,ONIX PLX175 $ 60,0,0,"63.000,00"
901,23/11/2021,416,AUTOMOTIVE PREPARATION AND OFFICE,VIL S.R,300002229,INVOICE B,PEUGEOT 2008 AB375ZY,"553,01","147,0021","700,01"
902,24/11/2021,417,MACRO BANK,BAN MAC S.A,21132461,TICKET,TRANSF,"1153400,00",306600,"1.460.000,00"
903,24/11/2021,417,EXPENDITURES BY GESTORIA,GES,0,CHECK,PROCEDURES VS.,0,0,"7.970,00"
904,24/11/2021,417,FUELS AND LUBRICANTS,PER HER S.R,1100001059,CHECK,CHEVROLET ONIX PLX175,0,0,"1.000,00"
905,25/11/2021,418,NEW AUTOMOTORES,AUT S.A,1,RECEIPT,TOYOTA YARIS XLS 1,0,0,"368.000,00"
906,25/11/2021,418,MACRO BANK,BAN MAC S.A,14,INVOICE B,TRANSF,"2607,00",693,"3.300,00"
907,25/11/2021,418,MACRO BANK,BAN MAC S.A,4855,INVOICE C,TRANSF,0,0,"200.000,00"
908,25/11/2021,418,MACRO BANK,BAN MAC S.A,4858,VOUCHER,TRANSF,0,0,"200.000,00"
909,25/11/2021,418,EXPENDITURES BY GESTORIA,GES,0,TICKET,PROCEDURES VS.,"55047,20","14632,8","69.680,00"
910,25/11/2021,418,FUELS AND LUBRICANTS,MIL S.R,4600007797,PRICE,FIAT TORO,0,0,"2.999,98"
911,25/11/2021,418,SOCIAL CHARGES,OSE,0,BANK DEPOSIT,10/2021 PERIOD,0,0,"2.100,00"
912,25/11/2021,419,MACRO BANK,BAN MAC S.A,678803,TICKET,TRANSF,"79000,00",21000,"100.000,00"
913,25/11/2021,419,MACRO BANK,BAN MAC S.A,900,SALE PURCHASE TICKET,TRANSF,"158000,00",42000,"200.000,00"
914,26/11/2021,419,MACRO BANK,BAN MAC S.A,7131,SALE PURCHASE TICKET,TRANSF,"79000,00",21000,"100.000,00"
915,26/11/2021,419,MACRO BANK,BAN MAC S.A,9978,RECEIPT,TRANSF,0,0,"400.000,00"
916,26/11/2021,419,MACRO BANK,BAN MAC S.A,9988,INVOICE C,TRANSF,0,0,"200.000,00"
917,26/11/2021,419,ADVERTISING EXPENSES,SAL GER DIG,0,INVOICE C,ADVERTISING AND MARKETING SOCIAL NETWORKS,0,0,"8.000,00"
918,26/11/2021,419,EXPENDITURES BY GESTORIA,GES,0,BUDGET,PROCEDURES VS.,0,0,"45.720,00"
919,26/11/2021,419,AUTOMOTIVE PREPARATION AND OFFICE,LA BUR -,100007111,RECEIPT,P/LAUNDRY EXPENSES,0,0,"1.430,00"
920,26/11/2021,419,AUTOMOTIVE PREPARATION AND OFFICE,NEU JUJ S.A,1200000005,THIRD CHECK,CHEVROLET ONIX PLX175,0,0,"82.469,42"
921,26/11/2021,419,OTHER EXPENSES,PAN,0,VOUCHER,BREAD,0,0,300
922,26/11/2021,419,AUTOMOTIVE PREPARATION AND OFFICE,R-P,0,CHECK,TOYOTA ETIOS AC511FQ,0,0,"4.000,00"
923,26/11/2021,419,"WATER, LIGHT, TELEPHONE, GAS",VIL GER,0,TICKET,50% CELL FERTILIZER,"410,80","109,2",520
924,26/11/2021,419,AUTOMOTIVE PREPARATION AND OFFICE,VIL S.R,300002240,INVOICE A,EXPENSES VS.,"395,07","105,0189","500,09"
925,27/11/2021,420,FUELS AND LUBRICANTS,PER HER S.R,1100001185,INVOICE C,PEUGEOT 208 OFO056,0,0,"1.000,00"
926,27/11/2021,420,PAID RENTALS,ROD NOR BEA,0,BUDGET,"DUPLEX ""A"" AND ""B"" NOVEMBER/2021",0,0,"8.400,00"
927,27/11/2021,420,PAID RENTALS,ROD RUB EDU,0,PRICE,"DUPLEX ""A"" AND ""B"" NOVEMBER/2021",0,0,"8.400,00"
928,27/11/2021,421,FUELS AND LUBRICANTS,MIL S.R,4700009271,CHECK,FIAT TORO,0,0,"4.000,03"
929,29/11/2021,421,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,200001296,INVOICE B,CHEVROLET ONIX PLX175,"3950,00",1050,"5.000,00"
930,29/11/2021,421,MACRO BANK,BAN MAC S.A,9093,PRICE,TRANSF,0,0,"25.000,00"
931,29/11/2021,421,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,PROCEDURES VS.,"39697,50","10552,5","50.250,00"
932,29/11/2021,421,AUTOMOTIVE PREPARATION AND OFFICE,MIP REP S.A,9300002798,INVOICE C,CHEVROLET ONIX PLX175,0,0,"2.400,05"
