,Corporation,Shop,Supplier,Payment Type,Date Issue,Number,Invoice,Partial amount,Total Amount,Tag,Group,Status,Paid Status
3590,Con culpas S.A.S.,CDLM 6,G J N ( - J L Y P,Cta Cte,18/02/2023,0039-00001844,Fact. A,9000,9000,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
3591,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,18/02/2023,0012-00042474,Fact. A,2200,2200,Combustible,Flete,Cerrado,PAGADA
3592,Con culpas S.A.S.,CDLM 6,J S ( - J,Cta Cte,18/02/2023,0006-00026033,N/Cred. A,"-2744,51","-2744,51",Bebidas,Bebidas,Cerrado,PAGADA
3593,Con culpas S.A.S.,CDLM 4,I O ( - I O,Contado,18/02/2023,0004-00004329,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3594,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,18/02/2023,0015-00006750,Fact. A,"2054,7","2054,7",Kiosco y Supermercado,Almacen,Abierto,PAGADA
3595,Con culpas S.A.S.,CDLM 1,F G ( - F G,Contado,18/02/2023,0001-00016228,Recibo,200000,200000,Sin Asignacion,Sin Grupo,Cerrado,PAGADA
3596,Con culpas S.A.S.,CDLM 4,A S ( - G B,Contado,18/02/2023,0000-00008712,Ticket,750,750,Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
3597,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,18/02/2023,0003-00006531,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3598,Con culpas S.A.S.,CDLM 1,N C M ( - N C M,Contado,18/02/2023,0001-00016229,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3599,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,18/02/2023,0006-00001437,Recibo,1700,1700,Almacen,Almacen,Cerrado,PAGADA
3600,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,18/02/2023,0002-00009455,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3601,Con culpas S.A.S.,CDLM 6,G F ( - G F,Contado,18/02/2023,0006-00001434,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3602,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,18/02/2023,0002-00009456,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3603,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,18/02/2023,0002-00009457,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3604,Con culpas S.A.S.,CDLM 3,A P G ( - A P G,Contado,18/02/2023,0003-00009199,Recibo,500,500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3605,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,18/02/2023,0001-00016333,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3606,Con culpas S.A.S.,CDLM 1,A A C ( - D L P V,Contado,18/02/2023,0001-00016217,Recibo,800,800,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
3607,Con culpas S.A.S.,CDLM 1,S E Q ( - S E Q,Contado,18/02/2023,0001-00016221,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3608,Con culpas S.A.S.,CDLM 1,S J S ( - S J S,Contado,18/02/2023,0001-00016220,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3609,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,18/02/2023,0001-00016219,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3610,Con culpas S.A.S.,CDLM 1,M M P ( - M M P,Contado,18/02/2023,0001-00016218,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3611,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,18/02/2023,0015-00006740,Fact. A,"1752,37","1752,37",Kiosco y Supermercado,Almacen,Abierto,PAGADA
3612,Con culpas S.A.S.,CDLM 6,G F ( - G F,Contado,18/02/2023,0006-00001436,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3613,Con culpas S.A.S.,CDLM 4,R F A ( - M M D N,Contado,18/02/2023,0004-00004326,Recibo,1500,1500,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
3614,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,18/02/2023,0004-00004327,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3615,Con culpas S.A.S.,CDLM 4,J B ( - J B,Contado,18/02/2023,0004-00004328,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3616,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,18/02/2023,0003-00009200,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3617,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,18/02/2023,0003-00006529,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3618,Con culpas S.A.S.,CDLM 3,O J A ( - O J A,Contado,18/02/2023,0003-00006534,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3619,Con culpas S.A.S.,CDLM 3,R I G ( - R G,Contado,18/02/2023,0003-00006533,Recibo,4250,4250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3620,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,18/02/2023,0003-00006532,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3621,Con culpas S.A.S.,CDLM 6,J S ( - J,Cta Cte,18/02/2023,0006-00404891,Fact. A,"15003,11","15003,11",Bebidas,Bebidas,Cerrado,PAGADA
3622,Con culpas S.A.S.,CDLM 2,A A E I S ( - A,Cta Cte,18/02/2023,0015-00015150,Fact. A,"135968,4","135968,4",Aceite,Almacen,Cerrado,PAGADA
3623,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,18/02/2023,0003-00023700,Fact. A,"174470,33","174470,33",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
3624,Con culpas S.A.S.,CDLM 1,A C S ( - A C,Cta Cte,18/02/2023,0006-00049869,Fact. A,"142847,93","142847,93",Almacen,Almacen,Cerrado,PAGADA
3625,Con culpas S.A.S.,CDLM 2,F A V ( - I,Contado,18/02/2023,0001-00000581,Fact. C,6600,6600,Empanados,Almacen,Cerrado,PAGADA
3626,Con culpas S.A.S.,CDLM 4,A 8 ( - S D T,Contado,19/02/2023,0004-00004354,Recibo,2190,2190,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
3627,Con culpas S.A.S.,CDLM 1,M R ( - M R,Contado,19/02/2023,0001-00016236,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3628,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,19/02/2023,0003-00006538,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3629,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,19/02/2023,0003-00006539,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3630,Con culpas S.A.S.,CDLM 3,A E S ( - A E S,Contado,19/02/2023,0003-00006540,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3631,Con culpas S.A.S.,CDLM 3,I L ( - I L,Contado,19/02/2023,0003-00006541,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3632,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,19/02/2023,0003-00006542,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3633,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,19/02/2023,0003-00006543,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3634,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,19/02/2023,0003-00006544,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3635,Con culpas S.A.S.,CDLM 3,G A ( - G A,Contado,19/02/2023,0003-00006545,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3636,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,19/02/2023,0003-00006546,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3637,Con culpas S.A.S.,CDLM 6,E S ( - A U,Contado,19/02/2023,0006-00102904,Ticket,900,900,Combustible,Flete,Cerrado,PAGADA
3638,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,19/02/2023,0006-00001440,Recibo,1080,1080,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3639,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,19/02/2023,0002-00009464,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3640,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,19/02/2023,0002-00009465,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3641,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,19/02/2023,0002-00009466,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3642,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,19/02/2023,0002-00009467,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3643,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,19/02/2023,0002-00009468,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3644,Con culpas S.A.S.,CDLM 2,O L ( - O L,Contado,19/02/2023,0002-00009469,Recibo,500,500,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3645,Con culpas S.A.S.,CDLM 1,A S ( - A,Contado,19/02/2023,0001-10923480,Ticket,55200,55200,Equipamiento,Inversion,Cerrado,PAGADA
3646,Con culpas S.A.S.,CDLM 1,M M P ( - M M P,Contado,19/02/2023,0001-00016233,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3647,Con culpas S.A.S.,CDLM 1,N C M ( - N C M,Contado,19/02/2023,0001-00016232,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3648,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,19/02/2023,0001-00016231,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3649,Con culpas S.A.S.,CDLM 1,J A L ( - J A L,Contado,19/02/2023,0001-00016230,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3650,Con culpas S.A.S.,CDLM 1,S E Q ( - S E Q,Contado,19/02/2023,0001-00016234,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3651,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,19/02/2023,0015-00006756,Fact. A,"1992,18","1992,18",Kiosco y Supermercado,Almacen,Abierto,PAGADA
3652,Con culpas S.A.S.,CDLM 3,F O A ( - M P,Contado,19/02/2023,0003-00000454,Fact. A,"7804,5","7804,5",Descartables,Descartables,Cerrado,PAGADA
3653,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,19/02/2023,1364-00000750,Fact. A,"808,06","808,06",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3654,Con culpas S.A.S.,CDLM 2,C S ( - E / J / V,Contado,19/02/2023,4535-00045885,Ticket,"2951,98","2951,98",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3655,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,19/02/2023,0006-00001441,Recibo,2000,2000,Almacen,Almacen,Cerrado,PAGADA
3656,Con culpas S.A.S.,CDLM 4,A I ( - P C,Contado,19/02/2023,0004-00004336,Recibo,1000,1000,Empanados,Almacen,Cerrado,PAGADA
3657,Con culpas S.A.S.,CDLM 6,G F ( - G F,Contado,19/02/2023,0006-00001442,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3658,Con culpas S.A.S.,CDLM 6,C 2 S ( - M,Contado,19/02/2023,0006-00019290,Ticket,1178,1178,Bazar,Equipamiento,Cerrado,PAGADA
3659,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,19/02/2023,0003-00006549,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3660,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,19/02/2023,0003-00006550,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3661,Con culpas S.A.S.,CDLM 3,A E S ( - A E S,Contado,19/02/2023,0003-00006551,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3662,Con culpas S.A.S.,CDLM 3,R I G ( - R G,Contado,19/02/2023,0003-00006552,Recibo,4250,4250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3663,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,19/02/2023,0003-00006553,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3664,Con culpas S.A.S.,CDLM 3,C E ( - C E,Contado,19/02/2023,0003-00006554,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3665,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,19/02/2023,0004-00004337,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3666,Con culpas S.A.S.,CDLM 4,F F ( - F F,Contado,19/02/2023,0004-00004338,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3667,Con culpas S.A.S.,CDLM 4,B G ( - B G,Contado,19/02/2023,0004-00004339,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3668,Con culpas S.A.S.,CDLM 2,M L ( - M L,Contado,19/02/2023,0005-00009476,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3669,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,19/02/2023,0005-00009474,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
3670,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,19/02/2023,0005-00009473,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3671,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,19/02/2023,0005-00009472,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3672,Con culpas S.A.S.,CDLM 2,F A ( - F A,Contado,19/02/2023,0005-00009478,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3673,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,19/02/2023,0005-00009477,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3674,Con culpas S.A.S.,CDLM 1,D M J P ( - 6,Contado,19/02/2023,0001-00016235,Recibo,1750,1750,Postres,Almacen,Cerrado,PAGADA
3675,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,19/02/2023,0005-00009479,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3676,Con culpas S.A.S.,CDLM 2,M B ( - T B S,Contado,19/02/2023,0005-00009475,Recibo,2300,2300,Almacen,Almacen,Cerrado,PAGADA
3677,Con culpas S.A.S.,CDLM 2,L Y F L E ( - L Y F L E,Contado,19/02/2023,0005-00009430,Remito,1700,1700,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
3678,Con culpas S.A.S.,CDLM 6,I S ( - T,Contado,19/02/2023,0006-00001443,Recibo,1800,1800,Hielo,Bebidas,Cerrado,PAGADA
3679,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,19/02/2023,0015-00006758,Fact. A,"1250,23","1250,23",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3680,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,19/02/2023,0004-00004340,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3681,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,19/02/2023,0004-00004341,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3682,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,19/02/2023,0004-00004342,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
3683,Con culpas S.A.S.,CDLM 4,J B ( - J B,Contado,19/02/2023,0004-00004343,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
3684,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,19/02/2023,0018-00003141,Fact. A,"1060,66","1060,66",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3685,Con culpas S.A.S.,CDLM 4,I O ( - I O,Contado,19/02/2023,0004-00004344,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
3686,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,19/02/2023,0004-00004345,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3687,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,19/02/2023,0001-00016237,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3688,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,19/02/2023,0001-00016238,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3689,Con culpas S.A.S.,CDLM 1,F C A ( - F C A,Contado,19/02/2023,0001-00016239,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3690,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,19/02/2023,1364-00000752,Fact. A,"1414,66","1414,66",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3691,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,19/02/2023,0002-00009481,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3692,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,19/02/2023,0002-00009482,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3693,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,19/02/2023,0003-00006556,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3694,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,19/02/2023,0003-00006557,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3695,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,19/02/2023,0003-00006558,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3696,Con culpas S.A.S.,CDLM 3,O J A ( - O J A,Contado,19/02/2023,0003-00006560,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3697,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,19/02/2023,0003-00006561,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3698,Con culpas S.A.S.,CDLM 3,C E ( - C E,Contado,19/02/2023,0003-00006563,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3699,Con culpas S.A.S.,CDLM 3,G A ( - G A,Contado,19/02/2023,0003-00006559,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3700,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,20/02/2023,0012-00042555,Fact. A,"6000,01","6000,01",Combustible,Flete,Cerrado,PAGADA
3701,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,20/02/2023,0001-00016242,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3702,Con culpas S.A.S.,CDLM 1,S E Q ( - S E Q,Contado,20/02/2023,0001-00016241,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3703,Con culpas S.A.S.,CDLM 6,P A C Z ( - P Á C Z,Contado,20/02/2023,0006-00001446,Recibo,1200,1200,Empleado Eventual,Sueldos,Cerrado,PAGADA
3704,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,20/02/2023,0002-00009484,Recibo,5000,5000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3705,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,20/02/2023,0006-00001445,Recibo,670,670,Almacen,Almacen,Cerrado,PAGADA
3706,Con culpas S.A.S.,CDLM 6,E S ( - A U,Contado,20/02/2023,0006-00103216,Ticket,900,900,Combustible,Flete,Cerrado,PAGADA
3707,Con culpas S.A.S.,CDLM 6,G F ( - G F,Contado,20/02/2023,0006-00001444,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3708,Con culpas S.A.S.,CDLM 1,R G H ( - D M R,Cta Cte,20/02/2023,0002-00003495,Fact. A,"16601,95","16601,95",Postres,Almacen,Cerrado,PAGADA
3709,Con culpas S.A.S.,CDLM 1,F R ( - F R,Contado,20/02/2023,0001-00016243,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3710,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,20/02/2023,0003-00006576,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3711,Con culpas S.A.S.,CDLM 3,V D ( - V D,Contado,20/02/2023,0003-00006577,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3712,Con culpas S.A.S.,CDLM 3,G A ( - G A,Contado,20/02/2023,0003-00006578,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3713,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,20/02/2023,0003-00006579,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3714,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,20/02/2023,0003-00006580,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3715,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,20/02/2023,0003-00006581,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3716,Con culpas S.A.S.,CDLM 6,E S ( - E S 1,Contado,20/02/2023,0006-00001451,Recibo,800,800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3717,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,20/02/2023,0006-00001452,Recibo,480,480,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3718,Con culpas S.A.S.,CDLM 1,M M P ( - M M P,Contado,20/02/2023,0001-00016247,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
3719,Con culpas S.A.S.,CDLM 1,M R ( - M R,Contado,20/02/2023,0001-00016244,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3720,Con culpas S.A.S.,CDLM 1,F C A ( - F C A,Contado,20/02/2023,0001-00016245,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3721,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,20/02/2023,0005-00009498,Recibo,5000,5000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3722,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,20/02/2023,0005-00009494,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3723,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,20/02/2023,0005-00009495,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3724,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,20/02/2023,0002-00009496,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3725,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,20/02/2023,0005-00009497,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3726,Con culpas S.A.S.,CDLM 6,G F ( - G F,Contado,20/02/2023,0006-00001450,Recibo,1000,1000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3727,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,20/02/2023,1364-00000756,Fact. A,"2533,93","2533,93",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3728,Con culpas S.A.S.,CDLM 4,O R D ( - O D,Cta Cte,20/02/2023,0125-00014405,Fact. A,"90907,88","90907,88",Almacen,Almacen,Cerrado,PAGADA
3729,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,20/02/2023,1364-00000755,Fact. A,"908,08","908,08",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3730,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,20/02/2023,0003-00023735,Fact. A,"156810,12","156810,12",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
3731,Con culpas S.A.S.,CDLM 4,L M L ( - A C,Contado,20/02/2023,0004-00004353,Recibo,590,590,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3732,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,20/02/2023,0004-00004352,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
3733,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,20/02/2023,0004-00004351,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
3734,Con culpas S.A.S.,CDLM 4,B G ( - B G,Contado,20/02/2023,0004-00004350,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
3735,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,20/02/2023,0004-00004349,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
3736,Con culpas S.A.S.,CDLM 6,P A M ( - M F,Contado,20/02/2023,0006-00001447,Recibo,5400,5400,Verduleria,Frutas y Verduras,Cerrado,PAGADA
3737,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,20/02/2023,0002-00009491,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
3738,Con culpas S.A.S.,CDLM 6,I S ( - T,Contado,20/02/2023,0006-00001449,Recibo,3600,3600,Hielo,Bebidas,Cerrado,PAGADA
3739,Con culpas S.A.S.,CDLM 2,O L ( - O L,Contado,20/02/2023,0002-00009493,Recibo,1310,1310,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3740,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,20/02/2023,3643-00084175,Fact. B,"1520,06","1520,06",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
3741,Con culpas S.A.S.,CDLM 3,L G F ( - T A 9,Contado,20/02/2023,0003-00006566,Fact. C,1900,1900,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
3742,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,20/02/2023,0002-00009487,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3743,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,20/02/2023,0002-00009486,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3744,Con culpas S.A.S.,CDLM 2,M C ( - M C 3,Contado,20/02/2023,0002-00009488,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
3745,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,20/02/2023,0002-00009489,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
3746,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,20/02/2023,0002-00009490,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
3747,Con culpas S.A.S.,CDLM 1,M D G ( - M D G,Contado,20/02/2023,0001-20022023,Recibo,65540,65540,Verduleria,Frutas y Verduras,Cerrado,PAGADA
