Item,Date,Month,Year,Payment_method,Operation_number,,,Bill_number,Article,Description,Colour,Quantity,Price,Total,Shipping_income,Shipping_outcome,Comision,Extras,CMV,Net_gain,Shipping_method,Province,CP,Status
413,20/12/2022,12,2022,MP,200000363358415,,,1665,8500,Nordic candle,Natural,1,3090,3090,1350,1350,"521,7","66,6",1663,"2501,7",Particular,Cordoba,5121,"It has advertising expenses inside, but they were not yet calculated"
417,26/12/2022,12,2022,MP,200000363358420,,,1669,8500,Nordic candle,Natural,1,3090,3090,973,973,"521,7",0,1663,"2568,3",Particular,Caba,1429,Extra by Neuquen taxes
419,26/12/2022,12,2022,MP,200000363358421,,,1671,5413,Container bag,Nordic rabbit,1,3690,3690,1260,1260,"636,6",0,1623,"3053,4",Particular,Buenos Aires,2900,Extra by Rio Negro taxes
420,26/12/2022,12,2022,MP,200000363358084,,,1672,8500,Nordic candle,Natural,1,3090,3090,0,0,"521,7",0,1663,"2568,3",Particular,Buenos Aires,6400,Extra by Rio Negro taxes
418,26/12/2022,12,2022,MP,200000363358083,,,1670,8500,Nordic candle,Natural,1,3090,3090,0,0,"521,7","46,35",1663,"2521,95",Particular,Río Negro,8332,Extra by Rio Negro taxes
421,30/12/2022,12,2022,MP,200000363358086,,,1673,1015,Cover Plaza Gabardina/Pique,Celeste animals,1,4490,4490,722,722,"1497,2","145,53",2500,"2847,27",Particular,Cordoba,5186,Extra by Cordoba taxes
422,30/12/2022,12,2022,MP,200000363358087,,,1674,1015,Cover Plaza Gabardina/Pique,Pink animals,1,4490,4490,0,0,0,0,2500,4490,Particular,Cordoba,5186,Extra by Cordoba taxes
424,30/12/2022,12,2022,EF,200000363358933,,,2313,1114T,1/2 tusor square,Sand,2,9891,19782,0,0,0,0,17984,19782,Mail,Misiones,3334,Extra by Cordoba taxes
423,30/12/2022,12,2022,EF,200000363358784,,,2252,1114T,1/2 tusor square,Lead,2,9891,19782,0,0,0,0,17984,19782,Mail,Misiones,3334,Extra by Cordoba taxes
428,30/12/2022,12,2022,EF,200000363358934,,,2313,1134T,2 1/2 Plazas Tusor,Natural,3,15877,47631,0,0,0,0,43299,47631,Mail,Buenos Aires,1727,He already transferred
429,30/12/2022,12,2022,EF,200000363358936,,,2314,1134T,2 1/2 Plazas Tusor,Lead,2,15877,31754,0,0,0,0,28866,31754,Mail,Buenos Aires,1727,He already transferred
426,30/12/2022,12,2022,EF,200000363358937,,,2315,1124T,2 Squares Tusor,Lead,3,12663,37989,0,0,0,0,34536,37989,Mail,Buenos Aires,1727,He already transferred
430,30/12/2022,12,2022,EF,200000363358938,,,2315,1134T,2 1/2 Plazas Tusor,Cigar,2,15877,31754,0,0,0,0,28866,31754,Mail,Buenos Aires,1727,He already transferred
432,30/12/2022,12,2022,EF,200000363358939,,,2316,14124,Nordic case 2 Tusor,Sand,1,11320,11320,0,0,0,0,10291,11320,Mail,Buenos Aires,1727,He already transferred
436,30/12/2022,12,2022,EF,200000363358940,,,2316,14134,Nordic case 2 1/2 Tusor Square,Cigar,1,13306,13306,0,0,0,0,12096,13306,Mail,Buenos Aires,1727,He already transferred
433,30/12/2022,12,2022,EF,200000363358941,,,2317,14124,Nordic case 2 Tusor,Cigar,1,11320,11320,0,0,0,0,10291,11320,Mail,Buenos Aires,1727,He already transferred
437,30/12/2022,12,2022,EF,200000363358942,,,2317,7797358,Game towel and cannon wipe,White,2,3900,7800,0,0,0,0,6592,7800,Mail,Buenos Aires,1727,He already transferred
434,30/12/2022,12,2022,EF,200000363358943,,,2318,14124,Nordic case 2 Tusor,Lead,1,11320,11320,0,0,0,0,10291,11320,Mail,Buenos Aires,1727,He already transferred
425,30/12/2022,12,2022,EF,200000363358935,,,2314,1124T,2 Squares Tusor,Natural,3,12663,37989,0,0,0,0,34536,37989,Mail,Tucumán,4000,In stock
427,30/12/2022,12,2022,EF,200000363358785,,,2253,1124T,2 Squares Tusor,Sand,2,12663,25326,0,0,0,0,23024,25326,Mail,Buenos Aires,1727,Paid
431,30/12/2022,12,2022,EF,200000363358786,,,2253,1134T,2 1/2 Plazas Tusor,Silver,2,15877,31754,0,0,0,0,28866,31754,Mail,Buenos Aires,1727,Paid
435,30/12/2022,12,2022,EF,200000363358787,,,2254,14134,Nordic case 2 1/2 Tusor Square,Sand,1,13306,13306,0,0,0,0,12096,13306,Mail,Buenos Aires,1727,Paid
438,5/1/2023,1,2023,EF,200000363358944,,,2318,1114T,1/2 tusor square,White,2,9891,19782,0,0,0,0,17984,19782,Mail,Buenos Aires,1727,Paid
439,6/1/2023,1,2023,MP,200000363358088,,,1675,8500,Nordic candle,Natural,3,3490,10470,0,0,"1721,1",0,4989,"8748,9",Particular,Caba,1425,Extra by Entre Rios taxes
440,7/1/2023,1,2023,MP,200000363358437,,,1676,7797358,Game towel and cannon wipe,Lead,1,6190,6190,0,795,"866,6",0,3296,"4528,4",Particular,Buenos Aires,8109,Extra by Cordoba taxes
441,7/1/2023,1,2023,MP,200000363358090,,,1677,8500,Nordic candle,Natural,1,3490,3490,453,453,"573,7",0,1663,"2916,3",Particular,Tucumán,4105,Extra by Rio Negro taxes
442,8/1/2023,1,2023,MP,200000363358091,,,1678,1014,Gabardina/Pique Square,Nordic rabbit,1,10990,10990,0,1255,"1538,6","164,86",5422,"8031,54",Particular,Cordoba,5850,Extra by Cordoba taxes
443,8/1/2023,1,2023,EF,200000363358788,,,2254,5503,Puff ultra soft Ø 40,Natural,1,4000,4000,0,0,0,0,3020,4000,Withdrawal,Chubut,9001,It is missing
444,9/1/2023,1,2023,MP,200000363358442,,,1679,8500,Nordic candle,Natural,1,3490,3490,1148,1148,"573,7",0,1663,"2916,3",Particular,Buenos Aires,6346,Extra by Cordoba taxes
448,9/1/2023,1,2023,TR,200000363358789,,,1680,5610,Double gauze bed 2 seats,Hazelnut,1,7125,7125,0,0,0,0,4432,7125,Mail,Misiones,3334,Extra by Cordoba taxes
449,9/1/2023,1,2023,TR,200000363358946,,,1680,5565,Long spike bed footer,White,1,12635,12635,0,0,0,0,7870,12635,Mail,Misiones,3334,Extra by Cordoba taxes
446,9/1/2023,1,2023,TR,200000363358947,,,1680,3008T,Pillow 45 * 45 Tusor,Sand,7,2470,17290,0,0,0,0,10724,17290,Mail,Misiones,3334,Extra by Cordoba taxes
445,9/1/2023,1,2023,TR,200000363358945,,,1680,1115T,Plaza 1/2 Cover Tusor,White,2,15400,30800,1500,"1979,17",0,0,19126,"30320,83",Mail,Santa Fe,2000,Extra by Cordoba taxes
447,9/1/2023,1,2023,TR,200000363358949,,,1680,5613,2 seat bee nest foot,White,1,7125,7125,0,0,0,0,5400,7125,Mail,Misiones,3334,Extra by Rio Negro taxes
450,10/1/2023,1,2023,MP,200000363358092,,,1680,7797358,Game towel and cannon wipe,White,1,6190,6190,0,"773,74","866,6",0,3296,"4549,66",Particular,Buenos Aires,1900,Extra by Cordoba taxes
451,10/1/2023,1,2023,MP,200000363358093,,,1681,7797358,Game towel and cannon wipe,Lead,1,6190,6190,0,"773,74","866,6",0,3296,"4549,66",Particular,Buenos Aires,1900,Extra by Cordoba taxes
452,10/1/2023,1,2023,MP,200000363358444,,,1682,7797358,Game towel and cannon wipe,Lead,1,6190,6190,0,"794,99","866,6",0,3296,"4528,41",Particular,Buenos Aires,6450,Extra by Cordoba taxes
453,11/1/2023,1,2023,MP,200000363358094,,,1683,8500,Nordic candle,Natural,4,3141,12564,0,0,"2113,32","188,46",6652,"10262,22",Particular,Cordoba,5000,Extra by Cordoba taxes
454,12/1/2023,1,2023,MP,200000363358095,,,1684,8500,Nordic candle,Natural,2,3141,6282,637,637,"1056,66",0,3326,"5225,34",Particular,Buenos Aires,6050,Extra by Cordoba taxes
455,13/1/2023,1,2023,MP,200000363358454,,,1685,8500,Nordic candle,Natural,1,3141,3141,1455,1455,"528,33","68,94",1663,"2543,73",Particular,Entre Ríos,3100,Extra by Cordoba taxes
457,13/1/2023,1,2023,MP,200000363358096,,,1687,8500,Nordic candle,Natural,1,3190,3190,0,0,"528,33","47,12",1663,"2614,55",Particular,Cordoba,5001,Retention imposed by Santa Fe taxes
456,13/1/2023,1,2023,MP,200000363358455,,,1686,7797358,Game towel and cannon wipe,Natural,1,6190,6190,0,"794,99","866,6","278,55",3296,"4249,86",Particular,Santa Fe,2005,Retention imposed by Santa Fe taxes
465,16/1/2023,1,2023,MP,200000363358098,,,1691,8500,Nordic candle,Natural,3,3141,9423,0,0,"1584,99",0,4989,"7838,01",Particular,Caba,1439,Extra by Catamarca taxes
462,16/1/2023,1,2023,TR,200000363358948,,,1690,5603,Bee nest ride blanket,Moss,2,3610,7220,1000,"823,77",0,0,1600,"7396,23",Mail,Cordoba,5101,Extra by Catamarca taxes
463,16/1/2023,1,2023,TR,200000363358950,,,1690,5603,Bee nest ride blanket,Lead,2,3610,7220,0,0,0,0,1600,7220,Mail,Misiones,3334,Extra by Cordoba taxes
466,16/1/2023,1,2023,MP,200000363358481,,,1692,8500,Nordic candle,Natural,1,3141,3141,645,645,"528,33",0,1663,"2612,67",Particular,Buenos Aires,1722,Retention imposed by Santa Fe taxes
460,16/1/2023,1,2023,MP,200000363358097,,,1689,8500,Nordic candle,Natural,2,3141,6282,0,0,"1056,66",0,3326,"5225,34",Particular,Caba,1414,Retention imposed by Santa Fe taxes
461,16/1/2023,1,2023,MP,200000363358477,,,1690,7797358,Game towel and cannon wipe,Natural,1,"5818,6","5818,6",0,"794,99","814,6",0,3296,"4209,01",Particular,Caba,1091,Retention imposed by Santa Fe taxes
464,16/1/2023,1,2023,TR,200000363358790,,,1690,5603,Bee nest ride blanket,Natural,1,3610,3610,0,0,0,0,800,3610,Mail,Misiones,3334,Retention imposed by Santa Fe taxes
458,16/1/2023,1,2023,MP,200000363358474,,,1688,7797358,Game towel and cannon wipe,Natural,1,"5818,6","5818,6",0,"794,99","814,6","261,84",3296,"3947,17",Particular,Santa Fe,2919,Retention imposed by Santa Fe taxes
459,16/1/2023,1,2023,MP,200000363358475,,,1688,7797358,Game towel and cannon wipe,Natural,1,"5818,6","5818,6",0,"794,99","814,6","261,84",3296,"3947,17",Particular,Santa Fe,2919,Retention imposed by Santa Fe taxes
467,17/1/2023,1,2023,MP,200000363358099,,,1693,8500,Nordic candle,Natural,4,3141,12564,2029,2029,"2113,32","218,89",6652,"10231,79",Particular,Cordoba,5000,Extra by Catamarca taxes
468,18/1/2023,1,2023,MP,200000363358100,,,1694,8500,Nordic candle,Natural,2,3490,6980,297,297,"1147,4",0,3326,"5832,6",Particular,Cordoba,5152,Extra by Catamarca taxes
469,18/1/2023,1,2023,MP,200000363358495,,,1695,7797358,Game towel and cannon wipe,Violet,1,"5818,6","5818,6",0,"794,99","814,6","87,28",3296,"4121,73",Particular,Cordoba,5113,Extra by Chubut taxes
470,20/1/2023,1,2023,MP,200000363358503,,,1696,8500,Nordic candle,Natural,1,3490,3490,1350,1350,"573,7",0,1663,"2916,3",Particular,Buenos Aires,7600,Extra by Catamarca taxes
472,20/1/2023,1,2023,MP,200000363358101,,,1698,8500,Nordic candle,Natural,3,3490,10470,0,0,"1721,1",0,4989,"8748,9",Particular,Caba,1425,Extra by Catamarca taxes
473,20/1/2023,1,2023,MP,200000363358510,,,1699,8500,Nordic candle,Natural,1,3490,3490,645,645,"573,7",0,1663,"2916,3",Particular,Caba,1084,Extra by Catamarca taxes
471,20/1/2023,1,2023,MP,200000363358506,,,1697,7797358,Game towel and cannon wipe,Navy blue,1,"5816,6","5816,6",0,"794,99","814,6",0,3296,"4207,01",Particular,Buenos Aires,1619,Extra by Chubut taxes
474,21/1/2023,1,2023,MP,200000363358519,,,1700,1014,Gabardina/Pique Square,Acorn Aqua,1,10990,10990,0,1255,"1538,6",0,5422,"8196,4",Particular,Caba,1426,Extra by Catamarca taxes
475,22/1/2023,1,2023,MP,200000363358102,,,1701,8500,Nordic candle,Natural,4,3490,13960,0,0,"2294,8",0,6652,"11665,2",Particular,Caba,1081,Extra by Chubut taxes
478,24/1/2023,1,2023,MP,200000363358524,,,1704,8500,Nordic candle,Natural,1,3490,3490,973,973,"573,7",0,1663,"2916,3",Particular,Buenos Aires,1605,Iibb withholding of Santa Fe
480,24/1/2023,1,2023,MP,200000363358104,,,1706,8500,Nordic candle,Natural,2,3490,6980,297,297,"1147,4",0,3326,"5832,6",Particular,Caba,1425,Paid
476,24/1/2023,1,2023,MP,200000363358522,,,1702,8500,Nordic candle,Natural,1,3490,3490,1350,1350,"573,7","217,8",1663,"2698,5",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
479,24/1/2023,1,2023,MP,200000363358103,,,1705,8500,Nordic candle,Natural,2,3490,6980,367,367,"1147,4","314,1",3326,"5518,5",Particular,Santa Fe,2144,Retention imposed by Santa Fe taxes
477,24/1/2023,1,2023,MP,200000363358523,,,1703,8500,Nordic candle,Natural,1,3490,3490,1350,1350,"573,7","72,6",1663,"2843,7",Particular,Mendoza,5500,Saturday morning
481,26/1/2023,1,2023,MP,200000363358105,,,1707,8500,Nordic candle,Natural,1,3490,3490,0,0,"573,7",0,1663,"2916,3",Particular,Santa Fe,2000,Paid
482,27/1/2023,1,2023,MP,200000363358529,,,1708,8500,Nordic candle,Natural,1,3490,3490,1075,1075,"573,7","68,47",1663,"2847,83",Particular,San Luis,5883,Extra by San Luis taxes
483,27/1/2023,1,2023,MP,200000363358107,,,1709,8500,Nordic candle,Natural,2,3490,6980,367,367,"1147,4",0,3326,"5832,6",Particular,Buenos Aires,1625,Paid
484,28/1/2023,1,2023,MP,200000363358530,,,1710,8500,Nordic candle,Natural,1,3490,3490,1350,1350,"573,4","72,6",1663,2844,Particular,Mendoza,5515,Extra by Neuquen taxes
485,28/1/2023,1,2023,MP,200000363358108,,,1711,8500,Nordic candle,Natural,2,3490,6980,567,567,"1147,4","314,1",3326,"5518,5",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
487,29/1/2023,1,2023,MP,200000363358109,,,1713,8500,Nordic candle,Natural,2,3490,6980,0,0,"1147,4",0,3326,"5832,6",Particular,Buenos Aires,1661,Paid
486,29/1/2023,1,2023,MP,200000363358531,,,1712,8500,Nordic candle,Natural,1,3490,3490,973,973,"573,4",0,1663,"2916,6",Particular,Caba,1428,Paid
488,29/1/2023,1,2023,MP,200000363358110,,,1714,8500,Nordic candle,Natural,2,3490,6980,297,297,"1147,4",0,3326,"5832,6",Particular,Caba,1425,Paid
489,29/1/2023,1,2023,MP,200000363358532,,,1715,7797358,Game towel and cannon wipe,Navy blue,1,"5880,5","5880,5",0,795,"823,27",0,3296,"4262,23",Particular,Caba,1015,Paid
491,30/1/2023,1,2023,MP,200000363358534,,,1717,8500,Nordic candle,Natural,1,3490,3490,850,850,"573,4","65,1",1663,"2851,5",Particular,Cordoba,2657,Extra by Cordoba taxes
490,30/1/2023,1,2023,MP,200000363358533,,,1716,8500,Nordic candle,Natural,1,3490,3490,1030,1030,"573,4",0,1663,"2916,6",Particular,Buenos Aires,1704,Paid
493,31/1/2023,1,2023,MP,200000363358113,,,1719,7797358,Game towel and cannon wipe,White,1,"5880,5","5880,5",0,"752,49","823,27",0,3296,"4304,74",Particular,Buenos Aires,1640,Paid
495,31/1/2023,1,2023,MP,200000363358535,,,1721,8500,Nordic candle,Natural,1,3490,3490,854,854,"573,4",0,1663,"2916,6",Particular,Buenos Aires,1804,Paid
492,31/1/2023,1,2023,MP,200000363358112,,,1718,8500,Nordic candle,Natural,2,3490,6980,0,0,"1147,4",0,3326,"5832,6",Particular,Caba,1414,Paid
494,31/1/2023,1,2023,MP,200000363358114,,,1720,8500,Nordic candle,Natural,2,3490,6980,567,567,"1147,4",0,3326,"5832,6",Particular,Caba,1005,Paid
496,1/2/2023,2,2023,MP,200000363358115,,,1722,8500,Nordic candle,Natural,4,3490,13960,0,0,"2554,4","209,4",6652,"11196,2",Particular,Cordoba,5917,Extra by Cordoba taxes
500,1/2/2023,2,2023,EF,200000363358791,,,2255,1014,Gabardina/Pique Square,Bambi,1,10440,10050,0,0,0,0,6830,10050,Withdrawal,Buenos Aires,1727,Paid
497,1/2/2023,2,2023,EF,200000363358951,,,2319,2000,Plaza sheets,Bambi,1,7650,7650,0,0,0,0,5020,7650,Withdrawal,Misiones,3334,Saturday morning
498,1/2/2023,2,2023,EF,200000363358953,,,2320,2000,Plaza sheets,Charleston,1,7650,7650,0,0,0,0,5020,7650,Withdrawal,Misiones,3334,Saturday morning
499,1/2/2023,2,2023,EF,200000363358955,,,2321,2000,Plaza sheets,Caritas,1,7650,7650,0,0,0,0,5020,7650,Withdrawal,Misiones,3334,Saturday morning
501,2/2/2023,2,2023,MP,200000363358116,,,1723,7797358,Game towel and cannon wipe,Lead,1,"5880,5","5880,5",0,0,"973,27",0,3296,"4907,23",Particular,Buenos Aires,6600,Paid
502,2/2/2023,2,2023,MP,200000363358117,,,1723,7797358,Game towel and cannon wipe,Violet,1,"5880,5","5880,5",0,0,"973,27",0,3296,"4907,23",Particular,Buenos Aires,6600,Paid
504,2/2/2023,2,2023,MP,200000363358118,,,1725,7797358,Game towel and cannon wipe,Violet,1,"5880,5","5880,5",0,0,"973,27",0,3296,"4907,23",Particular,Buenos Aires,7000,Paid
503,2/2/2023,2,2023,MP,200000363358539,,,1724,8500,Nordic candle,Natural,1,3490,3490,1395,1395,"638,6",0,1663,"2851,4",Particular,Cordoba,5000,Paid
508,3/2/2023,2,2023,MP,200000363358122,,,1728,7797358,Game towel and cannon wipe,Navy blue,1,"5880,5","5880,5",0,0,"973,27","88,21",3296,"4819,02",Particular,Chubut,9120,Extra by Chubut taxes
505,3/2/2023,2,2023,MP,200000363358119,,,1725,7797358,Game towel and cannon wipe,Navy blue,1,"5880,5","5880,5",0,0,"973,27",0,3296,"4907,23",Particular,Buenos Aires,7000,Paid
507,3/2/2023,2,2023,MP,200000363358121,,,1727,8500,Nordic candle,Natural,2,3490,6980,1400,1400,"1277,2",0,3326,"5702,8",Particular,Buenos Aires,1646,Paid
506,3/2/2023,2,2023,MP,200000363358120,,,1726,8500,Nordic candle,Natural,2,3490,6980,0,0,"1277,2",0,3326,"5702,8",Particular,Caba,1414,Paid
509,4/2/2023,2,2023,MP,200000363358542,,,1729,8500,Nordic candle,Natural,1,3490,3490,1235,1235,"638,6",0,1663,"2851,4",Particular,Caba,1414,Paid
510,4/2/2023,2,2023,MP,200000363358123,,,1730,8500,Nordic candle,Natural,2,3490,6980,1322,1322,"1277,2",0,3326,"5702,8",Particular,Caba,1425,Paid
511,19/2/2023,2,2023,MP,200000363358543,,,1731,8500,Nordic candle,Natural,1,3490,3490,1580,1580,"638,6","228,15",1882,"2623,25",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
513,22/2/2023,2,2023,MP,200000363358133,,,1733,8500,Nordic candle,Natural,1,3590,3590,1420,1420,"652,6",0,1882,"2937,4",Particular,Buenos Aires,7100,Paid
512,22/2/2023,2,2023,MP,200000363358544,,,1732,8500,Nordic candle,Natural,1,3590,3590,1235,1235,"652,6",0,1882,"2937,4",Particular,Salta,4530,Paid
514,23/2/2023,2,2023,MP,200000363358545,,,1734,7797358,Game towel and cannon wipe,Navy blue,1,6190,6190,1555,1555,"1016,6",0,3296,"5173,4",Particular,Buenos Aires,1832,Paid
515,24/2/2023,2,2023,MP,200000363358134,,,1735,8500,Nordic candle,Natural,2,3590,7180,2184,2184,"1305,2","140,46",3764,"5734,34",Particular,Neuquén,8309,Extra by Neuquen taxes
516,25/2/2023,2,2023,MP,200000363358135,,,1736,8500,Nordic candle,Natural,3,3590,10770,0,0,"1957,8",0,5646,"8812,2",Particular,Caba,1425,Paid
517,26/2/2023,2,2023,MP,200000363358136,,,1737,8500,Nordic candle,Natural,1,3590,3590,0,0,"652,6","53,85",1882,"2883,55",Particular,Misiones,3361,Extra by Misiones taxes
520,26/2/2023,2,2023,MP,200000363358546,,,1738,8500,Nordic candle,Natural,1,3590,3590,1700,1700,"652,6",0,1882,"2937,4",Particular,Buenos Aires,8000,Paid
521,26/2/2023,2,2023,MP,200000363358137,,,1739,8500,Nordic candle,Natural,2,3590,7180,1555,1555,"1305,2",0,3764,"5874,8",Particular,Buenos Aires,1058,Paid
518,26/2/2023,2,2023,TR,200000363358952,,,2319,2300,Catre sheets,Charleston,1,3300,3300,0,0,0,0,1901,3300,Other,Misiones,3334,Saturday morning
519,26/2/2023,2,2023,EF,200000363358954,,,2320,1114T,1/2 tusor square,Mallow,2,10876,21752,2500,"1187,51",0,0,19422,"23064,49",Mail,Misiones,3334,Saturday morning
525,28/2/2023,2,2023,MP,200000363358139,,,1741,8500,Nordic candle,Natural,2,"3410,5",6821,1400,1400,"1254,94",0,3764,"5566,06",Particular,Buenos Aires,1746,Paid
526,28/2/2023,2,2023,MP,200000363358547,,,1742,8500,Nordic candle,Natural,1,"3410,5","3410,5",940,940,"627,47",0,1882,"2783,03",Particular,Buenos Aires,1670,Paid
523,28/2/2023,2,2023,TR,200000363358792,,,1740,5513,Ultra Soft 50 x 50 pillow,Natural,1,3300,3300,,,,,2033,3300,Mail,Buenos Aires,1727,Paid
524,28/2/2023,2,2023,TR,200000363358957,,,1740,3008,Pillow 45 * 45 with cord,Bambi,1,2400,2400,,,,,1479,2400,Mail,Buenos Aires,1727,Paid
522,28/2/2023,2,2023,TR,200000363358956,,,1740,1014,Gabardina/Pique Square,Bambi,1,11000,11000,1100,"1266,51",,,6830,"10833,49",Mail,Chubut,9000,Paid
528,1/3/2023,3,2023,MP,200000363358140,,,1744,8500,Nordic candle,Natural,2,"3410,5",6821,1610,1610,"1254,94","126,48",3764,"5439,58",Particular,Cordoba,5189,Extra by Cordoba taxes
529,1/3/2023,3,2023,MP,200000363358141,,,1745,8500,Nordic candle,Natural,2,"3410,5",6821,1610,1610,"1254,94","126,48",3764,"5439,58",Particular,Cordoba,5800,Extra by Cordoba taxes
527,1/3/2023,3,2023,MP,200000363358548,,,1743,8500,Nordic candle,Natural,1,"3410,5","3410,5",2805,2805,"627,47","93,23",1882,"2689,8",Particular,Misiones,3370,Extra by Misiones taxes
530,1/3/2023,3,2023,MP,200000363358549,,,1746,8500,Nordic candle,Natural,1,"3410,5","3410,5",1440,1440,"627,47",0,1882,"2783,03",Particular,Buenos Aires,1704,Paid
533,2/3/2023,3,2023,MP,200000363358143,,,1749,8500,Nordic candle,Natural,3,"3410,5","10231,5",420,420,"1882,41",0,5646,"8349,09",Particular,Buenos Aires,2800,Paid
534,2/3/2023,3,2023,MP,200000363358144,,,1750,8500,Nordic candle,Natural,2,"3410,5",6821,726,726,"1254,94",0,3764,"5566,06",Particular,Caba,1428,Paid
532,2/3/2023,3,2023,MP,200000363358142,,,1748,8500,Nordic candle,Natural,2,"3410,5",6821,1400,1400,"1254,94",0,3764,"5566,06",Particular,Entre Ríos,3103,Paid
531,2/3/2023,3,2023,MP,200000363358550,,,1747,8500,Nordic candle,Natural,1,"3410,5","3410,5",1495,1495,"627,47","220,75",1882,"2562,28",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
535,3/3/2023,3,2023,MP,200000363358551,,,1751,8500,Nordic candle,Natural,1,"3410,5","3410,5",1145,1145,"627,47",0,1882,"2783,03",Particular,Caba,1414,Paid
590,3/3/2023,3,2023,MP,200000363358176,,,1789,8500,Nordic candle,Natural,2,3590,7180,1321,1321,"1305,2",0,3764,"5874,8",Particular,Caba,1141,Paid
591,3/3/2023,3,2023,MP,200000363358177,,,1790,8500,Nordic candle,Natural,2,3590,7180,1055,1055,"1305,2",0,3764,"5874,8",Particular,Caba,1095,Paid
