Shop,Supplier,Date,Invoice Number,Supply,Quantity,Unit Price,Price,Tag
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,MENTA - ATADO,4,50,200,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,POMELO - KILO,2,400,800,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,RUCULA  - CAJÓN,2,1000,2000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,LECHUGA  - CAJÓN,2,1200,2400,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,PAPA - BOLSA,2,3200,6400,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,CEBOLLON - BOLSA,2,2300,4600,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,CUADRADITOS DE TERNERA,52,"929,62","48340,24",Empanados
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,TERNERA LARGE,315,"582,52","183493,8",Empanados
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,CURRY X 1KG.,1,"1528,45","1849,4245",Almacen
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"LECHE LARGA VIDA ENTERA X 1LT ""VERONICA""",24,"181,78","5278,8912",Almacen
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,PIMIENTA NEGRA EN GRANO X1KG,2,"3128,9","7571,938",Almacen
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"ACETO VLÁSICO X 400CC ""CASALTA""",24,"496,45","14416,908",Almacen
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"CREMA DE LECHE X 2.5KG ""SANTA MARIA""",2,"2573,56","6228,0152",Almacen
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,7-UP NF CAN 4X6 354,5,"1656,366","10021,0143",Bebidas sin Alcohol
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,PIMENTÓN PREMIUM X 1KG,2,"2789,18","6749,8156",Almacen
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,PDTOROS TONICA CAN 4X6 269,1,"1199,082","1450,88922",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,PEPSI CAN 4X6 354 BLACK,3,"1702,801","6181,16763",Bebidas sin Alcohol
CDLM 6,Joel S.R.L. (2398 - JOEL),13/01/2023,0009-00399808,BOSQUE GIN OW X4 500CC,1,"4633,7851","5606,879971",Bebidas
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,CEBOLLON - BOLSA,2,2300,4600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,CIBULLET - ATADO,15,50,750,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,ALBAHACA CAJON,1,1000,1000,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,TOMATE  - CAJÓN,3,3000,9000,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,MENTA - ATADO,4,50,200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,POMELO - KILO,2,400,800,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,QUILMES 4X6 LAT 473,1,"2534,152","3066,32392",Bebidas
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,7 UP LIM- LIM FREE 4X6 LAT 354,2,"1656,3677","4008,409834",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,7-UP NF CAN 4X6 354,5,"1656,366","10021,0143",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,PEPSI CAN 4X6 354 BLACK,5,"1702,801","10301,94605",Bebidas sin Alcohol
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,TERNERA NUEVA MEDIUM,162,"304,92","49397,04",Empanados
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,TERNERA LARGE,135,"582,52","78640,2",Empanados
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,CUADRADITOS DE POLLO,23,"698,99","16076,77",Empanados
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,CAJONES PLASTICOS,3,660,1980,Empanados
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,CEBOLLON - BOLSA,2,2300,4600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,PAPA - BOLSA,3,3200,9600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,LECHUGA  - CAJÓN,2,1200,2400,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,CROQUETAS DE CALABAZA,420,"21,87","9185,4",Empanados
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,TERNERA NUEVA MEDIUM,378,"304,92","115259,76",Empanados
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,CEBOLLA DE VERDEO - FARDO,5,200,1000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,PEREJIL - ATADO,6,40,240,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,CUADRADITOS DE POLLO,52,"698,99","36347,48",Empanados
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,ZANAHORIA - BOLSA,1,600,600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,RUCULA  - CAJÓN,2,1000,2000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,CIBULLET - ATADO,12,50,600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,ZAPALLO COREANO - BOLSA,3,1500,4500,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,AJO - UN,6,30,180,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,ALBAHACA CAJON,1,1000,1000,Verduleria
CDLM 6,Simplot Argentina S.R.L. (1885 - SIMPLOT ARGENTINA),13/01/2023,0018-00002308,PAPAS SIMPLOT EXTRA CRUNCH 6 UN X 2.5KG,20,"4745,57","114842,794",Papas Congeladas
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,TOMATE  - CAJÓN,1,3000,3000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,MENTA - ATADO,4,50,200,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,NOTBURGUER ARVEJA 80GS,70,"291,25","20387,5",Empanados
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,LECHUGA  - CAJÓN,2,1200,2400,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,CAJONES PLASTICOS,21,660,0,Bazar
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,ZAPALLO COREANO - BOLSA,3,1500,4500,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,LIMON - BOLSA,2,1800,3600,Verduleria
CDLM 2,Cdmgastro Srl (2345 - CDMGASTRO SRL),13/01/2023,0001-00000307,CAJONES VACIOS,7,660,4620,Empanados
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,CEBOLLA MORADA - BOLSA,1,2300,2300,Verduleria
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,NOTBURGUER ARVEJA,30,"291,25","8737,5",Carne
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,CAJONES VACIOS,9,660,0,Empanados
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,CROQUETAS DE CALABAZA,180,"21,87","3936,6",Empanados
CDLM 2,Cdmgastro Srl - Noc (2527 - CDMGASTRO SRL - NOC),13/01/2023,0001-00007985,CUADRADITOS DE TERNERA,23,"929,62","21381,26",Empanados
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,OLIOVITA CLASICO BT X 12 500CC,1,"7249,214","8771,54894",Aceite
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,BOSQUE GIN OW X4 500CC,1,"4596,421","5561,66941",Bebidas con Alcohol
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/01/2023,0050-00010503,PROVOLETA,"1,905","1643,8","3675,3699543",Quesos y Fiambres
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,PEPSI CAN 4X6 354 NF,10,"1702,803","20603,9163",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209576,MIRINDA NARANJA * 4X6 LAT 354,3,"1656,363","6012,59769",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,PDTOROS POMELO CAN X6 269CC,2,"1199,08","2901,7736",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,MIRINDA NARANJA * 4X6 LAT 354,2,"1656,363","4008,39846",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),13/01/2023,0009-00209571,PEPSI CAN 4X6 354 NF,11,"1702,803","22664,30793",Bebidas sin Alcohol
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"GRISINES 110X12G. ""VENEZIANA""",20,"217,75","5269,55",Almacen
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"EDULCORANTE INDIVIDUAL 400X0.8G ""LEDESMA""",5,"1190,7","7203,735",Almacen
CDLM 3,Open Mall S.A. (1678 - PALMARES),13/01/2023,0005-00004012,REINTEGRO DE GASTOS LIMPIEZA SISTEMA DE EXTRACCIÓN,1,7050,"8530,5",Sin Asignacion
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,"SALSA ROJA X 150CC ""TABASCO""",4,"3349,08","16209,5472",Almacen
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,CAJON DE HUEVO,2,3500,7000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0002-13012023,CEBOLLA MORADA - BOLSA,1,2300,2300,Verduleria
CDLM 2,Jose Alberto Ferrari - Pedro Pablo Ferrari (0482 - PRISIE),13/01/2023,0003-00046193,ORÉGANO,4,"470,6","2277,704",Almacen
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,CEBOLLA MORADA - BOLSA,1,2300,2300,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,CAJON DE HUEVO,2,3500,7000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,LIMON - BOLSA,1,1800,1800,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,CEBOLLA DE VERDEO - FARDO,4,200,800,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,PEREJIL - ATADO,6,40,240,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0003-13012023,PIMIENTO ROJO - KILO,2,500,1000,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0004-13012023,PIMIENTO ROJO - KILO,2,500,1000,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0004-13012023,CAJON DE HUEVO,1,3500,3500,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0004-13012023,LIMON - BOLSA,1,1800,1800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0004-13012023,CEBOLLA DE VERDEO - FARDO,6,200,1200,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0004-13012023,PEREJIL - ATADO,2,40,80,Verduleria
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/01/2023,0050-00010503,SARDO LACTEAR,"10,845","1362,81","17346,903901965",Quesos y Fiambres
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,CEBOLLA DE VERDEO - FARDO,6,200,1200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,LIMON - BOLSA,2,1800,3600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),13/01/2023,0001-13012023,CAJON DE HUEVO,2,3500,7000,Verduleria
CDLM 1,Mayra Barrionuevo (2163 - THE BREAD STORE),14/01/2023,0001-00015883,ENVIO,1,600,600,Almacen
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,PEPSI CAN 4X6 354 BLACK,2,"2239,9614","5420,706588",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,PEPSI CAN  4X6 354NF,6,"2239,9614","16262,119764",Bebidas sin Alcohol
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),14/01/2023,0003-00022483,QUESO BLANCO CLASIC 3K FEST (3UXCJ),6,"2021,21","14673,9846",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),14/01/2023,0003-00022483,AROS DE CEBOLLA X 1 KG,40,"1267,21","61332,964",Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),14/01/2023,0003-00022483,ROQUEFORT - ALLO,"2,08","1218,47","3066,645296",Lacteos
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,7-UP NF CAN 4X6 354,3,"2207,7148","8014,004724",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,ECO DE LOS ANDES CG PET X12 500MIX 203,3,"1663,2231","6037,499853",Bebidas
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),14/01/2023,0003-00022483,GUACAMOLE X 450 GRS,24,"1174,9","34119,096",Lacteos
CDLM 2,Beatriz Silvana Videla (0627 - BEATRIZ SILVANA VIDELA),14/01/2023,0002-00009147,REJILLAS,42,75,3150,Limpieza
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,PDTOROS TONICA CAN 4X6 269,1,"2287,876","2768,32996",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,PDTOROS  POM CAN 4X6 269,1,"2287,876","2768,32996",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/01/2023,0006-00399430,ECO DE LOS ANDES SG PET X12 500,5,"1721,9256","10417,64988",Bebidas sin Alcohol
CDLM 1,Mayra Barrionuevo (2163 - THE BREAD STORE),14/01/2023,0001-00015883,PAN SANDWICH DOBLES,150,100,15000,Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),14/01/2023,0003-00022483,LECHE ENTERA L. VIDA - TREGAR,24,"190,4","5529,216",Lacteos
CDLM 6,Gaston Horacio Cuillieri Arenas (2482 - GASTON ARENAS),14/01/2023,0006-00001160,PAN DE HAMBUERGUESA X9,3,130,390,Panaderia
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000004,PEREJIL - ATADO,4,33,132,Verduleria
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,KETCHUP DANICA X3KG,3,"1278,909","4642,43967",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,BROWNIES EXQUISITA X 425 GR,5,"295,3683","1786,978215",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PARRILLERO MIGUE MEDIA HORMA,"8,1","1690,1735","16565,3904735",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,VIENA PANCHERA FRIAR X 12 UNI,2,"488,6325","1182,49065",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,COCA COLA S/AZUCAR BOT X 500 ML,6,"138,054","1002,27204",Almacen
CDLM 5,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000003,CEBOLLON - BOLSA,1,2500,2500,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000001,PEREJIL - ATADO,2,33,66,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000001,PAPA - BOLSA,2,3400,6800,Verduleria
CDLM 6,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124756,QUESO AZUL LA QUESERA,"9,26","1211,22","13571,235612",Quesos y Fiambres
CDLM 6,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124756,QUESO BLANCO LA QUESERA CAJA 4 POUCH 4K,16,"644,71","12481,5856",Quesos y Fiambres
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000004,PAPA - BOLSA,2,3400,6800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000004,CEBOLLON - BOLSA,2,2500,5000,Verduleria
CDLM 5,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000003,PALO ROSSO UN,6,"66,666","399,996",Verduleria
CDLM 5,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000003,CEBOLLA DE VERDEO - FARDO,1,200,200,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000004,CEBOLLA DE VERDEO - FARDO,2,200,400,Verduleria
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,ESTROPAJO DE ACERO DEA,6,"52,5445","381,47307",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,MAGISTRAL ULTRA MARINA 750 ML,4,"553,8101","2680,440884",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PURE DE PAPAS Y ZAPALLO KNORR 125 GR,24,"166,4533","4833,803832",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,GUANTE PLUMITAS TALLE L,2,"176,795","427,8439",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,AYUDIN CLASICA LAVANDINA X 2 LT,2,"231,477","560,17434",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,BLEM LUSTRA MUEBLES AERO X 360 CC,1,"337,269","408,09549",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,LYSOFORM LAVANDA X360,2,"290,9185","704,02277",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PIM. MORRONES CARACAS X 793 GR,4,"728,1085","3524,04514",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,TOMATE TRITURADO CASA DE LA TORRE,4,"305,52","1478,7168",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PRE PIZZA DIALECTO X 2 UN,4,"184,6515","893,71326",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PLUMERO DUCANITO N°30|,1,"1660,239","2008,88919",Limpieza
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,LECHE ILOLAY L VIDA 1 LT ENTERA,12,"157,3689","2284,996428",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,JUGO LIMON MINERVA X 1 LT,12,"346,576","5032,28352",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,CASA LA TORRE MERMELADA DE DAMASCO,2,"414,1335","1002,20307",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,BOBINAS ECCO X 2 U BLANCA X 300 MT,1,"2649,645","3206,07045",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,TE GREEN HILLS X 50 SAQ. ENSOBRADO,1,"237,728","287,65088",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,DULCE LECHE ILOLAY X 1 KG CLASICO,1,"647,8715","783,924515",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,QUESO CHEDDAR LA QUESERA POUCH X 4,4,"3601,5165","17431,33986",Almacen
CDLM 1,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0167-00026420,PIMENTON EXTRA GALVAN X 1 KG.,1,"1942,389","2350,29069",Almacen
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000001,ZAPALLO COREANO - BOLSA,2,1300,2600,Verduleria
CDLM 6,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124756,QUESO MOZZARELLA LA QUESERA 4 UNIDADES,"78,58","1187,66","112924,850588",Quesos y Fiambres
CDLM 6,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124756,QUESO CHEDDAR PARA UNTAR,96,"804,13","93407,7408",Quesos y Fiambres
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000004,MENTA - ATADO,1,50,50,Verduleria
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),16/01/2023,0003-00001239,GUACAMOLE X 450 GRS,12,"1174,9","17059,548",Lacteos
CDLM 2,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124715,QUESO MOZZARELLA LA QUESERA 4 UNIDADES,"195,25","1187,66","280587,64415",Quesos y Fiambres
CDLM 2,Cassini Y Cesaratto S.A. (2016 - LA QUESERA),16/01/2023,0020-00124715,QUESO CHEDDAR PARA UNTAR,160,"804,13","155679,568",Quesos y Fiambres
CDLM 3,Oscar Ruben David (0017 - OSCAR DAVID),16/01/2023,0158-00013499,ESPONJA ACERO INOXIDABLE GIGANTE DEA,6,"88,0935","639,55881",Limpieza
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,LECHUGA  - CAJÓN,1,1200,1200,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,RUCULA  - CAJÓN,2,1000,2000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,LIMON - BOLSA,2,1500,3000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,MENTA - ATADO,3,50,150,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,TOMATE  - CAJÓN,3,2200,6600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,ZAPALLO COREANO - BOLSA,3,1300,3900,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,CIBULLET - ATADO,15,50,750,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,CEBOLLA MORADA - BOLSA,2,1800,3600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000002,POMELO - KILO,2,450,900,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000000,CEBOLLA MORADA - BOLSA,1,1800,1800,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000000,ZANAHORIA - BOLSA,2,1200,2400,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000000,LECHUGA  - CAJÓN,1,1200,1200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000000,RUCULA  - CAJÓN,1,1000,1000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),16/01/2023,0000-00000001,RUCULA  - CAJÓN,1,1000,1000,Verduleria
